id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Sqrt(Abs((((Abs(Sqrt(Abs(x4))) ^ ((Abs(x2) ^ t0) / (Sqrt(Abs(t1)) + (t2 * t3)))) + Exp((x3 * t4))) * Exp((t5 + (Sqrt(Abs(Sqrt(Abs(((t6 * x9) + ((x2 + (Abs(x1) ^ t7)) - t8)))))) - Exp((Sqrt(Abs(x7)) * (((Abs((t9 + x0)) ^ t10) - x9) * t11))))))))),-0.5433005475687158;-1.2751326598887256;0.3537870899395332;0.4088021488742282;0.11654965952100045;1.464521355994054;-0.13603366018451413;0.39834460946772;1.5330367363250539;-0.3219074919588324;-0.6271152739925407;0.1255227414627616,50,0.38385368269401027,0.38975674361858154,0.42263599311945665,0.39304674617350965
