id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs(t0) ^ (Log((Sin(x6) * x7)) + x4)) + (t1 / (t2 - Sqrt(Abs(Sqrt(Abs((Log(Exp((t3 / x2))) / (Log(((x3 * (x1 + t4)) * ((Exp(((Abs(x9) ^ t5) * ((x6 + t6) - (x8 * t7)))) - (t8 / x7)) + t9))) * t10))))))))),-0.12191390635544153;0.6636318016405645;-0.19273999683098308;-0.6004081443814477;0.553585438685742;-0.8795357697563653;0.15942066436102392;0.8046897748817499;0.2804212472153553;-0.2078040620113779;-0.3397057491444686,49,NaN,NaN,NaN,NaN
