gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.32091,0.13826583,0.16105528,0.34466136,0.34696764,0.28847778,0.09516895,0.1369989,0.6620097,0.7484868,61.24617,30.9348,36.427303,63.816628,64.05672,73.93932,49.520718,51.61829,90.73252,101.418236,14.334076,3.295837,5.5451775,27.03274,32.95837,4.8466434,1.9356003,3.3446505,7.376585,7.61151,8,3,4,13,15,6.014,5.732,5.778,6.368,6.374
2,0.2937776,0.13826583,0.15911096,0.34466127,0.3446613,0.29068,0.09516895,0.15010068,0.6620097,0.7268483,58.066017,30.9348,35.99005,63.81662,63.81662,77.22565,49.520718,52.423946,95.57733,104.68986,14.334076,5.5451775,8.04719,27.03274,29.933607,5.273929,3.4469311,3.5398517,7.966186,7.9935417,8,4,5,13,13,6.0,5.328,5.41,6.434,6.488
3,0.20099354,0.09748762,0.13826583,0.3404104,0.3446613,0.32239324,0.093893506,0.0963767,0.55189216,0.571756,44.402206,18.354504,30.9348,63.369858,63.81662,74.49279,25.835281,53.41838,104.68986,108.3907,17.917595,5.5451775,8.04719,34.538776,36.841362,5.6701784,1.9356005,3.4469311,9.197645,11.3642235,10,4,5,16,16,6.07,5.234,5.446,6.73,6.754
4,0.20086405,0.08545098,0.09748762,0.3063171,0.33623287,0.30601355,0.093893506,0.09516895,0.5262902,0.5687677,44.379,13.610329,18.354504,59.570732,62.925327,65.80562,25.835281,44.40652,94.706154,98.30388,14.334076,5.5451775,6.931472,39.143948,43.749115,5.093517,1.9356003,1.9356005,9.559288,13.273176,8,4,5,17,19,6.524,5.414,5.698,7.114,7.204
5,0.18938076,0.07792768,0.08463901,0.28409126,0.29377764,0.29197782,0.07559235,0.08917879,0.46768194,0.51598936,42.25973,10.292509,13.266619,56.859024,58.066017,62.67353,27.550533,37.744904,90.84285,106.16139,17.513191,5.5451775,8.04719,43.749115,47.957905,5.725015,1.9356003,1.9356076,13.273176,14.258642,9,4,5,19,20,7.06,5.452,5.83,7.796,7.828
6,0.1816997,0.07370241,0.07806895,0.22308357,0.25759423,0.15010087,0.075593665,0.08690904,0.33270642,0.3646472,40.769176,8.285662,10.357714,48.15606,53.334267,63.84532,29.244743,32.957375,93.98449,102.74738,19.4591,5.5451775,8.04719,47.957905,52.959457,5.001054,1.9356003,2.132079,15.068315,15.846559,10,4,5,20,23,7.466,5.86,6.186,8.424,8.518
7,0.18060496,0.07249793,0.076772414,0.20403665,0.2064253,0.10292386,0.07750985,0.086363465,0.37934768,0.39218324,40.55162,7.6924725,9.754818,44.94317,45.36217,59.35582,29.244743,35.501892,93.98449,95.6908,19.4591,5.5451775,8.04719,50.65687,52.959457,5.001054,1.9355457,1.9356003,9.226548,9.25991,10,4,5,22,23,8.206,6.432,6.45,9.73,9.736
8,0.17558296,0.07249793,0.076772414,0.20271015,0.20403665,0.106054656,0.07751306,0.08670284,0.3813326,0.39218324,39.536407,7.6924725,9.754818,44.708363,44.94317,63.474503,29.244743,35.501892,102.82146,117.38513,23.350922,5.5451775,8.04719,66.77497,76.73265,5.685083,1.9355457,1.9356003,24.748184,26.984127,12,4,5,29,31,8.486,6.88,7.064,10.616,10.682
9,0.16920191,0.07150794,0.07675499,0.20271015,0.20313966,0.106054656,0.075593665,0.07693247,0.39218324,0.41602767,38.20372,7.197489,9.746647,44.708363,44.78456,65.1183,29.244743,37.744904,102.82146,105.51074,27.242743,8.04719,10.750557,59.94738,66.77497,6.8616714,1.9356003,3.0732732,14.566576,26.984127,13,5,6,25,29,9.11,7.31,7.656,11.598,12.042
10,0.16437727,0.071293786,0.07249793,0.20073816,0.20271015,0.106054656,0.075593665,0.086363465,0.60137045,0.6773803,37.162296,7.0895176,7.6924725,44.356438,44.708363,67.15762,37.744904,39.173897,105.51073,130.9214,29.11218,10.750557,15.567281,66.77497,77.032104,8.666048,3.0732732,3.564833,13.154589,26.984127,14,6,8,29,31,10.03,7.064,7.878,12.466,12.828
