gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,496.6495,287.15424,319.1117,726.64294,729.3011,571.7561,282.0676,283.65323,930.2341,1054.179,141.06793,131.7174,134.32736,146.16443,148.68753,160.23323,143.99611,148.34756,181.79863,184.46361,9.656628,3.295837,3.295837,35.155594,35.155594,6.6480827,4.508156,4.7653995,9.270874,9.857128,6,3,3,16,16,6.052,5.816,5.852,6.268,6.302
2,409.23257,287.15424,295.61002,591.5597,635.9331,435.32422,254.41925,282.08063,1054.1788,1054.179,138.73016,131.7174,134.12378,145.2819,148.68753,160.36736,148.01935,148.34756,176.77847,180.488,9.656628,3.295837,3.295837,31.191624,35.155594,7.328002,4.369307,4.84242,13.212877,13.700375,6,3,3,15,16,5.828,5.5,5.506,6.306,6.338
3,370.55374,287.15424,295.61002,503.6036,539.75287,450.50934,254.41925,296.42575,963.4534,966.1389,136.68309,131.7174,133.75552,142.51332,144.95467,164.12466,148.01935,148.68805,184.4941,185.21019,17.917595,3.295837,6.931472,35.155594,40.76422,7.549339,4.84242,5.0307026,13.212877,17.142546,10,3,5,16,17,5.794,5.002,5.424,6.456,6.602
4,368.22867,282.713,289.37973,451.44617,503.6036,446.7075,254.41925,282.04825,720.726,966.1389,136.21365,131.7174,133.65652,141.49933,142.51332,164.12466,143.99611,150.26895,192.73582,205.97395,17.917595,3.295837,6.931472,43.749115,48.33894,7.5306034,5.0307026,5.368554,18.788351,22.323318,10,3,5,19,22,5.946,4.798,5.338,6.68,6.832
5,350.71213,279.00418,285.50168,451.446,503.6036,433.63693,254.41925,282.04825,720.726,966.1389,136.08987,131.62793,132.16724,141.49933,142.51332,164.12466,147.69559,150.26895,191.5865,230.06737,19.4591,6.931472,6.931472,43.749115,48.33894,7.6010365,5.033847,5.8243113,15.108524,18.89279,10,5,5,19,22,6.17,4.98,5.354,6.964,7.17
6,337.85464,273.74835,279.00418,432.33722,503.6036,426.64954,240.42252,277.51883,720.726,966.1389,135.71695,130.97633,131.62793,141.49933,142.51332,164.1966,148.78975,150.42993,200.27982,230.06737,19.709354,6.931472,9.656628,43.944492,48.33894,8.197348,5.368554,6.1232605,18.89279,27.507462,11,5,6,20,22,6.826,5.34,5.59,7.66,7.928
7,318.2339,232.6571,273.74835,432.33722,494.2179,412.79944,225.16676,240.42252,583.54956,584.3788,135.08957,130.68819,131.1939,140.13324,142.51332,166.07727,150.26895,152.92184,201.13167,207.881,23.350922,6.931472,9.656628,59.32506,59.32506,8.197348,5.368554,6.627691,18.89279,28.35935,12,5,6,27,27,7.328,5.646,5.804,8.408,9.228
8,300.8712,209.25784,258.6844,415.5217,429.39,407.84103,225.16676,238.33858,574.4664,583.54956,135.02553,130.68819,130.97633,137.6547,137.95377,171.01518,150.26895,154.4311,207.87714,231.23383,25.296831,9.656628,9.656628,59.32506,67.14107,9.029412,4.570368,6.0479207,28.35935,33.716652,13,6,6,27,28,7.954,5.792,6.048,9.762,10.094
9,295.6092,180.51651,208.8953,383.79178,415.5217,404.7249,213.27328,238.33858,516.58466,571.7561,133.65651,127.28255,128.53918,137.44489,137.50034,177.26562,150.26895,152.92204,205.467,207.53964,28.56392,9.656628,11.266066,59.94738,62.169796,9.455309,4.9147077,6.0479207,21.954609,22.221584,14,6,7,25,27,8.86,6.364,6.728,11.316,12.238
10,295.6092,180.51651,181.63063,383.75995,402.45374,395.59207,208.39824,238.26161,516.58466,571.7561,133.65651,124.61771,127.28255,137.152,137.22835,177.26562,150.26895,154.12114,207.35048,235.38731,33.08047,11.266066,12.875504,62.169796,77.032104,9.300968,4.9147077,6.0479207,22.221584,23.492752,17,7,8,27,31,9.666,7.092,7.952,13.08,13.758
