gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.0012307167,0.001178496,0.0012161746,0.001591089,0.0017312649,0.0014683255,0.0014209133,0.0014522335,0.004624433,0.008965574,7787.1953,7411.8594,7682.674,10377.371,11384.885,7814.1743,7476.674,7716.5454,10400.462,11408.309,11,5,6,19,22
2,0.001224187,0.0011674293,0.0012018267,0.0012534873,0.0012842854,0.0014775578,0.0014209133,0.0014509518,0.0034382218,0.009765206,7740.2627,7332.3164,7579.549,7950.8594,8172.2207,7784.6934,7375.4194,7611.667,8047.244,8208.783,12,5,7,20,22
3,0.0012167408,0.0011122499,0.0011488341,0.0012307174,0.0012307833,0.0015394144,0.0013379066,0.0014329307,0.009016373,0.009967162,7686.744,6935.715,7198.665,7787.2,7787.674,7739.655,6996.7383,7237.4805,7822.1826,7842.696,13,6,7,22,27
4,0.0012154599,0.0010241577,0.0011123804,0.0012307164,0.0012307172,0.0015432469,0.0013378959,0.0013924749,0.009765689,0.010107413,7677.537,6302.5527,6936.653,7787.1924,7787.199,7716.5327,6352.9062,7018.743,7814.327,7823.8477,14,7,9,24,28
5,0.0012014827,0.00090830855,0.0009888228,0.0012241864,0.0012307155,0.0015733578,0.001130762,0.0012696277,0.008965717,0.009967162,7577.076,5469.887,6048.583,7740.259,7787.1865,7674.061,5526.3535,6121.1665,7801.427,7810.655,15,7,9,25,32
6,0.0011650474,0.0008707801,0.0009294786,0.0012198759,0.0012241864,0.0015752236,0.0010954533,0.0012321242,0.008965717,0.009967162,7315.1973,5200.151,5622.0464,7709.2773,7740.259,7364.2495,5256.2896,5718.0664,7760.643,7801.427,18,9,9,30,35
7,0.0011463063,0.0008707799,0.0009200086,0.0012141358,0.00121762,0.001530004,0.0010953777,0.0011816096,0.008965143,0.013626826,7180.495,5200.15,5553.981,7668.0195,7693.0625,7248.034,5245.258,5612.3833,7710.1846,7731.353,18,9,12,31,36
8,0.0011123798,0.0008320619,0.0008707801,0.0012084729,0.0012105313,0.0015280037,0.0010954533,0.0012082384,0.008902862,0.012940816,6936.6494,4921.8643,5200.151,7627.3184,7642.1133,7054.196,4964.797,5256.2896,7673.126,7706.4834,19,9,13,35,37
9,0.0010772741,0.000768771,0.0008320619,0.00118389,0.0012084729,0.0015189779,0.0010768656,0.0011190489,0.011024519,0.03025862,6684.327,4466.961,4921.8643,7450.628,7627.3184,6779.831,4556.6597,4964.797,7513.13,7703.193,21,13,14,36,38
10,0.0010284754,0.0007455407,0.0007787069,0.0011827804,0.0012076682,0.0014756661,0.0010768656,0.0011178141,0.008853868,0.015952244,6333.586,4299.993,4538.375,7442.6523,7621.534,6410.085,4381.569,4651.23,7489.409,7679.0796,22,13,14,35,38
11,0.0010024236,0.0007455407,0.0007787067,0.0011601391,0.0011967814,0.0014696016,0.0010769214,0.0011178013,0.0127714,0.01785843,6146.3384,4299.993,4538.3735,7279.919,7543.285,6216.2607,4381.569,4651.842,7338.533,7621.7417,22,13,14,38,42
12,0.0009565012,0.000639829,0.0007455407,0.0011600242,0.0011967814,0.0014398715,0.0010547779,0.0010954533,0.008965643,0.015952244,5816.2715,3540.1904,4299.993,7279.093,7543.285,5877.798,3700.9717,4381.569,7328.108,7612.353,23,13,14,40,52
13,0.00093862735,0.00062992517,0.00068410643,0.0011600242,0.0011758421,0.001393558,0.0010523521,0.0010953306,0.012772027,0.015952244,5687.803,3469.0063,3858.434,7279.093,7392.784,5750.748,3700.9717,4069.307,7329.4395,7603.0527,26,13,15,45,52
14,0.0009083079,0.00059686875,0.00067595526,0.0011335152,0.0011600235,0.0013987253,0.0008348033,0.0010547459,0.015952244,0.01910318,5469.8823,3231.4136,3799.8481,7088.559,7279.088,5553.1494,3374.764,3896.4739,7138.161,7331.9756,27,14,15,48,57
15,0.00090760604,0.0005129644,0.000639828,0.0011221075,0.0011370983,0.0013914508,0.0008348033,0.0010497742,0.014313636,0.01910318,5464.8374,2628.351,3540.183,7006.5664,7114.313,5526.3535,2736.699,3749.1694,7114.0903,7233.139,28,14,15,49,59
16,0.0008922755,0.0005129644,0.000605312,0.0011202922,0.0011335152,0.0013892832,0.00088838727,0.0010326888,0.015952244,0.021945095,5354.6494,2628.351,3292.099,6993.5195,7088.559,5455.0425,2736.699,3413.24,7055.2856,7170.2583,29,14,15,48,59
17,0.00087407674,0.00045684044,0.00055480184,0.0010921657,0.0011293337,0.0014433617,0.00088838727,0.000984186,0.018733209,0.041937232,5223.8457,2224.96,2929.0576,6791.36,7058.5054,5373.498,2488.9377,3046.1577,7055.2856,7199.97,30,14,16,58,69
18,0.0008579432,0.0003899287,0.0005375158,0.001090459,0.0011293272,0.0013317906,0.0008348033,0.00095835474,0.015952244,0.040444978,5107.886,1744.0319,2804.814,6779.093,7058.4585,5212.1323,2395.198,3046.1577,6945.1265,7202.238,32,14,17,61,72
19,0.00084317627,0.0003899287,0.0005356856,0.001090459,0.0011202919,0.0013273993,0.0008348033,0.00095835474,0.018733209,0.041937232,5001.7485,1744.0319,2791.6597,6779.093,6993.5166,5167.917,2395.198,3005.4397,6948.7812,7268.0044,33,15,18,69,74
20,0.00076823344,0.0003533712,0.00052392046,0.001090458,0.001118689,0.001377881,0.00074882346,0.0009250204,0.015952244,0.057687134,4463.097,1481.275,2707.0977,6779.086,6981.996,4769.911,2041.4309,2874.9473,6935.0967,7351.674,36,16,21,69,74
21,0.00075658626,0.00034836718,0.00045923493,0.0010826299,0.001118689,0.0013139247,0.00066243217,0.00088838727,0.01616908,0.040444978,4379.383,1445.3087,2242.1704,6722.822,6981.996,4573.654,1697.6195,2488.9377,6935.0967,7351.674,39,18,21,70,76
22,0.0007455414,0.00034836718,0.00040825966,0.0010680116,0.0010921657,0.0012603775,0.0005131643,0.0008181495,0.034847487,0.057687134,4299.9985,1445.3087,1875.7858,6617.753,6791.36,4516.938,1685.1184,2173.9883,6838.8096,7351.674,40,18,21,76,79
23,0.0007158897,0.00029830032,0.00039607848,0.0010633279,0.0010921657,0.0013264788,0.0005888237,0.0008181495,0.018759772,0.040444978,4086.8765,1085.453,1788.2335,6584.089,6791.36,4387.3696,1649.659,2131.5332,6838.8096,7351.674,42,19,21,76,84
24,0.0007035975,0.0002717982,0.00039607848,0.001054837,0.0010904587,0.0012849099,0.0006258903,0.0008181495,0.024366574,0.040444978,3998.5264,894.969,1788.2335,6523.0605,6779.091,4141.1143,1221.7322,2131.5332,6768.1943,7191.012,43,19,21,74,85
25,0.00067855866,0.00027179602,0.00035698165,0.0009998562,0.0010826299,0.0013264788,0.000504349,0.00066154584,0.034847487,0.04730307,3818.5596,894.9535,1507.225,6127.8853,6722.822,4064.427,1220.0688,1937.6566,6384.445,6990.6533,44,21,23,78,85
26,0.00067595526,0.00021578057,0.00034682214,0.0009538963,0.0010272642,0.0014089424,0.00050294696,0.00064803945,0.036111534,0.096313156,3799.8481,492.34253,1434.2035,5797.5493,6324.881,4002.5369,1099.7186,1844.9288,6181.673,6768.1943,45,21,23,76,85
