Complexity,Loss,Equation
1,0.14150095,"7.8069644"
3,0.039443035,"x2 + 4.4206324"
4,0.03478823,"sqrtabs(x2) * 4.246167"
5,0.031960253,"(x2 * 1.3538465) + 3.22239"
7,0.02341041,"(powabs(x2, x3) + x2) + 4.246167"
8,0.019895397,"(x2 + powabs(x3, sin(x2))) + x2"
9,0.018028373,"4.246167 + (x2 + powabs(x2 + -0.77107817, x3))"
10,0.0045390753,"(powabs(-0.4426844 - x3, sin(x2)) + x2) + x2"
11,0.0044381646,"(powabs(-0.4471106 - x3, sin(sin(x2))) + x2) + x2"
12,0.004421821,"(x2 + powabs(-0.4471106 - x3, sin(sin(sin(x2))))) + x2"
14,0.0041854666,"x2 + (powabs(x3, sin(sin(sin(x2)))) + (powabs(-3.8777633, x3) + x2))"
15,0.0040165605,"powabs(x3, sin(sin(sin(sin(x2))))) + (x2 + (powabs(-3.8777633, x3) + x2))"
16,0.003694223,"((x2 + x2) + powabs(x2 + x2, x3 / x1)) + powabs(x3, sin(x2))"
17,0.0035850012,"(x2 + x2) + (powabs(x2 + x2, x3 / x1) + powabs(x3, sin(sin(x2))))"
18,0.0032970589,"((x2 + powabs(x3, sin(sin(x2)))) + powabs(x2 + sin(powabs(x3, 4.4206324)), x3)) + x2"
19,0.0030480945,"(x2 + powabs(x3, sin(sin(sin(x2))))) + (powabs(x2 + sin(powabs(x3, 4.4206324)), x3) + x2)"
20,0.0028878113,"x2 + (powabs(x3, sin(sin(sin(sin(x2))))) + (powabs(x2 + sin(powabs(x3, 4.4206324)), x3) + x2))"
21,0.0027985822,"((x2 + powabs(x3, sin(sin(sin(sin(sin(x2))))))) + powabs(x2 + sin(powabs(x3, 4.4206324)), x3)) + x2"
22,0.0024901396,"x2 + ((x2 + powabs((sin(x1 / -0.07708879) + x2) + powabs(x3, x3), x3)) + powabs(x3, sin(sin(x2))))"
23,0.002190739,"(x2 + (x2 + powabs((sin(x1 / -0.07708879) + x2) + powabs(x3, x3), x3))) + powabs(x3, sin(sin(sin(x2))))"
24,0.0019842263,"(x2 + (x2 + powabs((sin(x1 / -0.07708879) + x2) + powabs(x3, x3), x3))) + powabs(x3, sin(sin(sin(sin(x2)))))"
25,0.0018523876,"(x2 + (x2 + powabs((sin(x1 / -0.07708879) + x2) + powabs(x3, x3), x3))) + powabs(x3, sin(sin(sin(sin(sin(x2))))))"
26,0.001778263,"(powabs(x3, sin(sin(sin(sin(x2))))) + (x2 + x2)) + powabs(powabs(powabs(x3, x3), x2) + (x2 + sin(x1 / -0.07772708)), x3)"
27,0.0016535977,"(powabs(x3, sin(sin(sin(sin(sin(x2)))))) + (x2 + x2)) + powabs((powabs(powabs(x3, x2), x3) + x2) + sin(x1 / -0.07772708), x3)"
28,0.0015890645,"(powabs(x3, sin(sin(sin(sin(sin(sin(x2))))))) + (x2 + x2)) + powabs((powabs(powabs(x3, x2), x3) + x2) + sin(x1 / -0.07772708), x3)"
29,0.0015324091,"((x2 + x2) + powabs(sin(x1 / -0.078068964) + (powabs(x4, sin(x4) + x3) + x2), x3)) + powabs(x3, sin(sin(sin(sin(sin(sin(x2)))))))"
30,0.0015021673,"((x2 + x2) + powabs(sin(x1 / -0.078068964) + (powabs(x4, sin(x4) + x3) + x2), x3)) + powabs(x3, sin(sin(sin(sin(sin(sin(sin(x2))))))))"
