-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,23676,5,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
2,43386,8,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
3,64771,10,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
4,86902,13,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
5,113996,16,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
6,138008,13,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
7,163294,13,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
8,190017,16,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
9,218046,18,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
10,247036,17,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
11,278866,17,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
12,311553,19,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
13,349554,18,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
14,383389,18,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
15,417383,19,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
16,451291,23,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
17,486036,25,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
18,522915,26,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
19,561024,24,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
20,598055,26,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
21,632618,30,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
22,668541,27,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
23,702932,27,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
24,734690,29,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
25,769639,30,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
26,801629,29,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
27,836519,25,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
28,868226,27,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
29,901447,28,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
30,933283,28,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
31,966394,29,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
32,999789,29,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
33,1033240,28,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
34,1066925,29,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
35,1100402,25,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
36,1134984,25,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
37,1168780,25,183.44682,174.88998,183.44682,197.38597,6.931472,7.0076685,174.88998,8.332347,7.005837,0.3158117,0.46276104,5,"(12.753135 + (-0.062111504 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[2.8865812]"
