id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sin((x8 + Sqrt(Abs(Sqrt(Abs((x0 - Sin(t0)))))))) + ((t1 * x0) + (((x7 * x8) * t2) * t3))) * (Exp(Sqrt(Abs(Exp((x2 / t4))))) + Log((((Abs(x7) ^ Sin(((Sin(x2) * Exp(x4)) / x6))) + Exp(((t5 * x1) - t6))) * Exp(t7))))),-1.4366727468321512;-0.522048538257489;-0.19514668103649055;0.5090390186647817;-2.06301141594821e-2;-0.5222884552851829;-30.867463040136187;31.701182962134002,50,145.34930672851982,141.95115312691365,0.41341379948521084,0.43293913484106883
