id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(((Abs(Sqrt(Abs((Abs((Sqrt(Abs((Log(t0) - x4))) * (((t1 / (t2 - x2)) * t3) / (Sin((t4 + t5)) + (Sqrt(Abs(x8)) * (Abs(t6) ^ x2)))))) ^ x7)))) ^ x0) / (Exp(((Abs((x4 - x7)) ^ (Sin(x2) / (x6 / t7))) + t8)) - t9))) ^ t10),1.826062170879783e-2;0.580629870696738;0.5752687516293402;0.37079406314496294;-0.6414953485876074;-0.18325048456026075;0.31345867706463154;-0.49606232960958774;1.2960913012302728;0.8068932566522263;-1.538948964841424,48,141.83040577889628,140.94736918375935,0.4276150281287221,0.43694901132815034
