id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 * (((Abs(Sin(t1)) ^ (Sin((Sqrt(Abs(x4)) - t2)) + x8)) + ((((t3 / (x0 - Log(x0))) - ((Sin(x2) - (x7 + t4)) * Sin(t5))) - Exp((Abs(Sin(Sin((Sqrt(Abs((x8 * x0))) + x2)))) ^ t6))) / Sqrt(Abs(Exp((t7 / x5)))))) + t8)),9.54536727564098;32.23064041105297;-3.7401114651103287;-1.454697790680957;-2.209033159967765;3.371961902006111;3.033213870592498;-1.4365951027606587;3.0896183763947955,49,143.08378414078123,139.6923730677438,0.4410673762554753,0.43734376079497383
