Complexity,Loss,Equation
1,0.05341108,"1.8059502"
5,0.03254728,"sqrtabs(sin(x0)) + 0.9598624"
6,0.030501261,"powabs(sin(x0), 0.32730806) + 0.91616654"
7,0.020019038,"powabs(2.4973046e-25, powabs(3.614482e-6, x0)) + 0.85646933"
9,0.006684817,"powabs(x0 * 2.8742588, powabs(0.4058689, x0)) + 0.4770396"
11,0.0015353286,"powabs(x0 * 1.8202242, powabs(-0.58411664, powabs(x0, 2.9823158))) + 0.72544193"
13,0.0013399067,"powabs(powabs(x0 * 1.8222367, powabs(-0.5244642, powabs(x0, 2.7054768))) + 0.6630157, 1.0760555)"
17,0.0013342253,"powabs(0.7384902, powabs(1.5657696, powabs(-0.38072985, x0))) + powabs(x0 * 1.9367625, powabs(-0.55855167, powabs(x0, 2.7936466)))"
19,0.0012932866,"powabs(0.7323662, powabs(1.5633123, powabs(0.7869771, powabs(x0, 9.316606)))) + powabs(x0 * 2.069365, powabs(-0.54757375, powabs(x0, 2.9191058)))"
21,0.0012915615,"powabs(-0.73279226, powabs(1.5271826, powabs(0.37120375, powabs(x0 * 0.85654145, 15.03807)))) + powabs(x0 * 2.0534093, powabs(-0.55370116, powabs(x0, 2.9693415)))"
23,0.0012899763,"powabs(0.73252755, powabs(1.5376737, powabs(0.8716143, powabs(powabs(powabs(x0, 2.3000104), 2.1116138), 2.633717)))) + powabs(x0 * 2.0590603, powabs(-0.5516277, powabs(x0, 2.9504867)))"
25,0.0012869601,"powabs(0.73256457, powabs(1.5956987, powabs(powabs(powabs(-0.7368325, powabs(powabs(x0, x0), 9.386283)), 0.6766526), 1.004534))) + powabs(x0 * 2.0822663, powabs(-0.54439974, powabs(x0, 2.9146504)))"
27,0.0012864461,"powabs(x0 * 2.0894754, powabs(-0.54172915, powabs(x0, 2.895788))) + powabs(0.7323825, powabs(powabs(2.9140153, powabs(powabs(0.917499, powabs(powabs(powabs(x0, 2.9063158), 2.906314), x0)), 2.9297721)), 0.448755))"
31,0.0012763418,"powabs(0.7327225, powabs(1.5434809, powabs(powabs(0.744111, powabs(powabs(x0, 2.9304066), 2.956378) * 0.88696444), powabs(0.0017917389, powabs(0.39663577, powabs(x0, 24.645884)))))) + powabs(x0 * 2.060025, powabs(-0.5527156, powabs(x0, 2.956378)))"
33,0.0012725508,"powabs(0.7327636, powabs(1.5716007, powabs(powabs(powabs(powabs(0.72288793, x0), x0), powabs(x0, 4.669866)), powabs(1.729894e-19, powabs(0.3789955, powabs(powabs(x0, 24.646341), 2.0732355)))))) + powabs(x0 * 2.072826, powabs(-0.5532715, powabs(x0, 2.9613783)))"
35,0.0012718879,"powabs(0.7327225, powabs(1.5434809, powabs(powabs(0.744111, powabs(powabs(x0, 2.9304066), 2.956378) * 0.88696444), powabs(powabs(1.729894e-19, powabs(0.32323223, powabs(powabs(x0, 24.64956), 2.1114335))), x0)))) + powabs(x0 * 2.060025, powabs(-0.5527156, powabs(x0, 2.956378)))"
37,0.001265761,"powabs(0.7327636, powabs(1.5716007, powabs(powabs(powabs(powabs(0.72288793, x0), x0), powabs(x0, 4.669866)), powabs(powabs(1.729894e-19, powabs(0.3789955, powabs(powabs(x0, 24.646341), 2.0732355))), powabs(x0, 24.646309))))) + powabs(x0 * 2.072826, powabs(-0.5532715, powabs(x0, 2.9613783)))"
39,0.0012640919,"powabs(0.7327636, powabs(1.5716007, powabs(powabs(powabs(powabs(0.72288793, powabs(x0, x0)), x0), powabs(x0, 4.669866)), powabs(powabs(1.729894e-19, powabs(0.3789955, powabs(powabs(x0, 24.646341), 2.0732355))), powabs(x0, 24.646309))))) + powabs(x0 * 2.072826, powabs(-0.5532715, powabs(x0, 2.9613783)))"
43,0.0012626282,"powabs(0.73268163, powabs(1.6578035, powabs(powabs(powabs(-0.58410233, powabs(powabs(x0, 1.7213058), powabs(x0, 2.964307))), powabs(x0, powabs(x0, 1.7819257))), powabs(powabs(1.729894e-19, powabs(-0.45410433, powabs(powabs(x0, 24.64956), 2.1114335))), powabs(x0, 1.714344))))) + powabs(x0 * 2.1121893, powabs(-0.54787177, powabs(x0, 2.9459128)))"
