id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sqrt(Abs(Sqrt(Abs((x3 / Sin(x1)))))) + Sqrt(Abs(((Sin(Sin(Sin(Exp((t0 - Exp(((Abs((x3 - t1)) ^ x2) * Sqrt(Abs((Abs(x6) ^ x4)))))))))) - Sin(Exp((Sin(Sin(Sin((t2 * (x7 + (x0 / t3)))))) * (Exp((t4 / x2)) * t5))))) / Exp((t6 - t7)))))),-1.1567984826979902;0.45777900533325205;0.4669352640938908;-0.31450954768861555;0.6099522643484959;0.9729619136029479;-7.826082239592734;8.485955590520378,50,226904.12741521996,230924.42381514775,0.5772617345775666,0.5576745420159948
