id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((Sqrt(Abs(((Abs(Exp(Sqrt(Abs(Exp(t0))))) ^ (Sin(t1) * x5)) - (((x2 * t2) * x3) * x3)))) * x7) + x1) + ((((t3 * x0) + x2) + x2) - ((Sin((x0 + (x4 * x4))) * ((x6 + t4) + ((t5 * x8) + x6))) + t6))),2.876669821023458;8.170489976684651;-148.5189976039359;-868.5189920634094;339.37897534875196;-31.63803694084019;-2933.767122545643,49,217571.63339692372,227268.28826978477,0.5848429641713431,0.5747851699180166
