id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((t0 + t1) - (x0 / (Log((Log(Exp(Sin(Exp(t2)))) * ((x0 / Exp(Sin((Exp((Log(Sqrt(Abs(t3))) * x0)) + ((Exp(((Exp(t4) / (Exp(x0) * t5)) - t6)) * (t7 * t8)) - x0))))) - (t9 - t10)))) / (Sqrt(Abs(Sqrt(Abs(t11)))) * t12)))),6.953352872954476;6.965631146796463;-0.10968303282425095;-0.8826405917102961;-0.49991664960903326;0.42776436156329906;-0.9934192014485038;-1.6934864854760354;-1.1449274178539484;1.7400347294522012;-2.360798753367936;0.5750970080394665;0.35592296511435817,50,4.4325788707252025,NaN,0.59099797392451,NaN
