gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.031531833,0.015681362,0.01916475,0.053411063,0.05341108,0.041824292,0.019288773,0.02282939,0.07501798,0.07501828,-61.88807,-131.74052,-111.68054,-9.186035,-9.185997,-36.796085,-88.41509,-73.78231,-4.6601677,-4.6601295,9,3,3,16,18
2,0.026893489,0.012131939,0.015451831,0.039438833,0.04349338,0.03291215,0.012527744,0.016595822,0.054646503,0.05469663,-77.79939,-157.40366,-133.21507,-39.51272,-29.726944,-51.64723,-114.52701,-92.68747,-16.243038,-5.1028986,10,5,5,17,21
3,0.02397411,0.0102129765,0.012148482,0.0358738,0.03759706,0.028931187,0.011066457,0.013331314,0.048580498,0.05089459,-89.29037,-174.6219,-157.26738,-48.987106,-44.295227,-56.95193,-142.83727,-114.52701,-26.469719,-20.960247,11,5,6,18,22
4,0.021111218,0.009160284,0.011069173,0.035873786,0.03747599,0.025310393,0.0098785255,0.012528029,0.046160527,0.04981851,-102.007355,-185.50009,-166.57141,-48.987144,-44.617767,-62.558983,-148.45328,-125.63861,-31.838055,-25.657185,11,5,6,18,22
5,0.020826768,0.006496259,0.009888796,0.033425257,0.03747598,0.025250902,0.006686371,0.010368916,0.044601113,0.049577046,-103.363914,-219.86516,-177.84758,-56.05665,-44.617798,-70.69527,-159.9063,-135.03625,-31.845901,-26.469719,11,5,6,18,22
6,0.020412913,0.0056148944,0.008987198,0.032547284,0.037467074,0.025113685,0.0060728006,0.009536099,0.044601113,0.04981851,-105.37105,-234.44554,-187.40773,-58.71843,-44.64157,-70.69527,-172.27496,-148.45328,-31.845901,-27.861069,11,5,6,18,22
7,0.02041291,0.005385139,0.008633442,0.032547284,0.037467074,0.024832187,0.0058234828,0.009536099,0.044601113,0.049819004,-105.371056,-238.6235,-191.42351,-58.71843,-44.64157,-70.69527,-172.27496,-148.45328,-34.65742,-27.861069,11,5,6,18,22
8,0.020412898,0.004986645,0.008633442,0.03268088,0.037467074,0.023946567,0.00529853,0.009536099,0.044601113,0.04981867,-105.37113,-246.31146,-191.42351,-58.3088,-44.64157,-74.32844,-202.12427,-151.07666,-34.65742,-27.861069,11,5,6,18,27
9,0.019646553,0.004196255,0.006035964,0.0326809,0.037467074,0.023383902,0.0041791527,0.006623097,0.044601113,0.04981867,-109.19762,-263.56857,-227.21423,-58.30873,-44.64157,-75.40059,-207.51799,-166.34071,-34.65742,-27.861069,11,6,6,20,27
10,0.019642541,0.0037278417,0.0058230334,0.032680873,0.03723568,0.02338386,0.00351387,0.0065264907,0.044230808,0.049577054,-109.218056,-275.40488,-230.80566,-58.308823,-45.261086,-75.40059,-215.70973,-172.27563,-34.65742,-28.36565,11,6,6,19,26
11,0.019686969,0.0036694875,0.005393045,0.032680873,0.03723568,0.023351911,0.00351387,0.0058234828,0.04317725,0.049577054,-108.99213,-276.98264,-238.4768,-58.308823,-45.261086,-76.42812,-215.70973,-188.38147,-34.891533,-28.36565,11,6,6,19,26
12,0.019442149,0.0034570459,0.0051575736,0.032547284,0.03723568,0.023054423,0.0031571565,0.005274687,0.04317725,0.04981867,-110.24348,-282.94638,-242.9412,-58.71843,-45.261086,-80.903,-216.16339,-196.04408,-34.891533,-28.365852,11,6,6,20,28
13,0.019272435,0.003409087,0.0051575736,0.03254728,0.037467066,0.02278877,0.0031571565,0.005274687,0.04317725,0.049577065,-111.12022,-284.34335,-242.9412,-58.718437,-44.641586,-81.01952,-226.73221,-196.04408,-41.982407,-28.365852,11,5,6,20,28
14,0.019176412,0.0034090863,0.0051575736,0.03254728,0.037467066,0.022466607,0.0031571565,0.005274687,0.04317725,0.049577065,-111.61972,-284.34338,-242.9412,-58.718437,-44.641586,-81.36656,-226.73221,-196.04408,-41.982407,-28.365852,11,5,6,18,28
15,0.017496746,0.0018276871,0.0036580167,0.032547284,0.037467066,0.021526728,0.0018439981,0.003900096,0.04317725,0.049577065,-120.78634,-346.68268,-277.29572,-58.718422,-44.641586,-86.43002,-250.9677,-208.74896,-42.8481,-28.365852,11,5,6,27,31
16,0.017463975,0.0018276871,0.002979434,0.03254728,0.037467066,0.021171784,0.0017539719,0.0031078646,0.04182439,0.04954099,-120.97381,-346.68268,-297.81448,-58.718437,-44.641586,-87.231316,-258.28848,-229.9219,-43.90091,-28.365852,11,6,7,26,31
17,0.017463975,0.001738679,0.002979434,0.03254728,0.037467066,0.021171784,0.0017310234,0.0031078646,0.041824322,0.04954099,-120.97381,-351.67526,-297.81448,-58.718437,-44.641586,-87.42276,-259.49982,-232.17464,-44.453392,-28.365852,11,6,6,26,29
18,0.01570872,0.0016391372,0.002691745,0.032341313,0.037467062,0.020182038,0.0016678373,0.002527075,0.0418243,0.04954133,-131.56622,-357.5708,-307.96884,-59.35328,-44.6416,-95.70175,-271.43994,-244.53603,-44.453392,-28.365852,11,6,7,26,29
19,0.014598088,0.001625918,0.0020159057,0.032341313,0.037467062,0.01909318,0.0015884355,0.0018690946,0.0418243,0.049543034,-138.89874,-358.38055,-336.88095,-59.35328,-44.6416,-96.331184,-279.23813,-260.54022,-44.453873,-28.36603,11,6,7,27,29
20,0.014397412,0.0015785171,0.0018276948,0.030982528,0.034282606,0.017551852,0.0015825566,0.0018434773,0.041824296,0.044601113,-140.28299,-361.33923,-346.68225,-63.645485,-53.52401,-108.5519,-286.101,-263.1159,-45.01963,-34.65742,12,6,7,26,29
21,0.014397412,0.0015382619,0.0018276948,0.031088648,0.034282606,0.017551852,0.0014344924,0.0018434773,0.041824296,0.044601113,-140.28299,-363.92252,-346.68225,-63.303543,-53.52401,-108.5519,-292.53815,-275.18802,-47.17972,-34.65742,12,6,6,26,29
22,0.0139406845,0.0014663622,0.0017387128,0.030982528,0.032680873,0.015118652,0.0014344924,0.0017310234,0.04160285,0.04317725,-143.50668,-368.70938,-351.67334,-63.645485,-58.308823,-110.362,-292.53815,-282.225,-47.17972,-37.798153,12,6,6,26,29
23,0.012148482,0.0014079335,0.0015382619,0.030667808,0.032680873,0.014196609,0.0014121601,0.0015810712,0.040776946,0.04317725,-157.2674,-372.7755,-363.92252,-64.666466,-58.308823,-123.30932,-292.53815,-282.6903,-47.17972,-37.798153,12,6,6,29,35
24,0.010939988,0.0013616472,0.0014663622,0.030667808,0.0325473,0.012951559,0.00137712,0.0014406745,0.040776946,0.04317725,-167.74536,-376.1183,-368.70938,-64.666466,-58.71839,-128.321,-300.67923,-285.8633,-47.18503,-37.969837,12,6,6,29,36
25,0.01046394,0.0013616472,0.0014986433,0.030667806,0.032547273,0.0125279445,0.00137712,0.0014410029,0.040776946,0.042420615,-172.19429,-376.11832,-366.53177,-64.66647,-58.718468,-129.34923,-300.67932,-288.7652,-47.18503,-41.211437,14,6,6,29,36
26,0.01046394,0.0013616472,0.0014604238,0.030667806,0.032547273,0.0125279445,0.00137712,0.0014389791,0.040776946,0.042865515,-172.19429,-376.11832,-369.11514,-64.66647,-58.718468,-129.34923,-300.67932,-291.0982,-47.47693,-41.211437,14,6,6,29,35
27,0.010439891,0.0013472782,0.0014604256,0.030667806,0.032547273,0.012216545,0.0013663514,0.0014382721,0.040776946,0.042865515,-172.4244,-377.1792,-369.11502,-64.66647,-58.718468,-129.34923,-300.67932,-292.0449,-47.47693,-41.211437,14,6,6,29,33
28,0.010439894,0.0013616472,0.0014831878,0.030667808,0.032547273,0.012216586,0.0013663886,0.0014344924,0.040776946,0.042865515,-172.42438,-376.11832,-367.56845,-64.666466,-58.718468,-129.34923,-306.00732,-297.39658,-47.47693,-41.211437,14,6,6,29,33
29,0.010439891,0.0013616472,0.0014413255,0.030667808,0.032547273,0.011929919,0.0013663886,0.001435498,0.040776946,0.042865515,-172.42441,-376.11832,-370.43152,-64.666466,-58.718468,-130.39684,-306.00732,-297.39658,-47.83535,-42.8481,15,6,7,28,32
30,0.010439891,0.0013616472,0.0014413255,0.030667808,0.032341313,0.011929919,0.0013663886,0.0014122645,0.040776946,0.04286584,-172.42441,-376.11832,-370.43152,-64.666466,-59.35328,-130.39684,-306.00732,-297.39658,-47.83535,-42.8481,15,6,7,28,31
31,0.010277171,0.0013473674,0.0014424413,0.030667808,0.032341313,0.01178512,0.0013663903,0.001435498,0.04077697,0.04286584,-173.9953,-377.17258,-370.3541,-64.666466,-59.35328,-136.19461,-306.00732,-300.67932,-47.83535,-42.8481,16,6,7,28,31
32,0.010277171,0.0013443696,0.0014424413,0.030667808,0.032341313,0.01178505,0.0013606293,0.0014316953,0.04077697,0.04286584,-173.9953,-377.39532,-370.3541,-64.666466,-59.35328,-136.19461,-306.00732,-299.12543,-47.83535,-42.8481,16,6,7,27,31
33,0.009744078,0.0013495445,0.0013824452,0.030667806,0.031088652,0.010859505,0.001357347,0.0013906122,0.040776946,0.04286584,-179.32184,-377.0111,-374.60245,-64.66647,-63.303528,-146.6851,-308.63986,-299.12543,-48.712982,-42.8567,16,6,7,28,31
34,0.00951021,0.0013560654,0.0014413255,0.030667806,0.031088652,0.010600912,0.0013588018,0.0014087419,0.040776946,0.04286584,-181.75122,-376.52908,-370.43152,-64.66647,-63.303528,-147.54271,-308.63986,-299.12543,-48.712982,-42.860016,16,6,7,28,31
35,0.008846009,0.0013560654,0.0014413255,0.030667806,0.031088652,0.009760108,0.0013588018,0.0014039947,0.040776946,0.04286584,-188.99118,-376.52908,-370.43152,-64.66647,-63.303528,-147.54271,-308.63986,-299.12543,-48.712982,-47.476894,17,6,7,30,33
36,0.008845487,0.0013560654,0.0013890201,0.030667806,0.031088652,0.009765889,0.0013588018,0.0013905885,0.040776946,0.04286584,-188.9971,-376.52908,-374.12796,-64.66647,-63.29731,-147.54271,-308.63986,-299.12543,-48.712982,-47.476894,16,6,7,30,33
37,0.0076681487,0.0013616468,0.0014413255,0.030667806,0.031088656,0.00809141,0.0013589307,0.0014087419,0.040776946,0.04286584,-203.28027,-376.11832,-370.43152,-64.66647,-63.29731,-151.077,-308.63986,-300.68414,-48.712982,-47.476917,17,6,7,29,33
38,0.006156081,0.0013616468,0.0013705398,0.030667799,0.031088652,0.008012161,0.0013663906,0.0014039947,0.040776934,0.042865515,-225.24377,-376.11832,-375.46732,-64.6665,-63.30352,-159.26076,-311.28357,-302.4462,-48.712986,-47.476917,17,6,7,29,33
39,0.006156081,0.0013580503,0.001370539,0.030667799,0.031088648,0.008012161,0.0013663906,0.0014039947,0.040776934,0.042865504,-225.24377,-376.3828,-375.4674,-64.6665,-63.30352,-172.12064,-311.7511,-302.4462,-48.712986,-47.476917,17,6,7,29,33
40,0.0040484043,0.0013580497,0.001370539,0.027854161,0.030773297,0.004075652,0.0013663762,0.0014039947,0.03189989,0.04171619,-267.15552,-376.38284,-375.4674,-74.28957,-64.32309,-191.45879,-315.1775,-303.2324,-48.713024,-47.542587,17,6,8,30,34
41,0.0037304068,0.0013580497,0.001370539,0.027854161,0.030773297,0.0038161343,0.001364241,0.001403015,0.03189989,0.04171619,-275.33606,-376.38284,-375.4674,-74.28957,-64.32309,-219.75397,-315.1775,-303.2324,-48.713024,-47.542587,17,6,8,31,33
42,0.0037278426,0.0013560654,0.0013681906,0.027854161,0.030773297,0.0037738942,0.0013609177,0.001403015,0.03189989,0.04171619,-275.40485,-376.52908,-375.6389,-74.28957,-64.32309,-219.75397,-315.1775,-303.2324,-48.713024,-47.542587,17,6,8,31,33
43,0.0037278426,0.00133423,0.0013616461,0.027854161,0.030773293,0.0037738942,0.0013588018,0.0013750347,0.031707715,0.041716203,-275.40485,-378.1524,-376.1184,-74.28957,-64.3231,-219.75397,-315.1775,-305.19348,-48.713024,-47.83535,18,6,9,31,37
44,0.0022102622,0.00133423,0.0013616461,0.027854161,0.030773293,0.0021214355,0.0013588018,0.0013728172,0.031707715,0.041716203,-327.6767,-378.1524,-376.1184,-74.28957,-64.3231,-240.14262,-315.1775,-305.19348,-48.713024,-47.83535,18,6,9,33,39
