dataset,SymRegg,eggp,Operon,PySR,random,PySIPS
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,0,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,0,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,0,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,1,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,1,1,1,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,0,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,0,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,1,0,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,0,1,0,0,0
chemical_1_tower,0,0,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,1,1,1,0,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,1,1,0,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,1,0,0,0
chemical_1_tower,0,1,1,1,0,0
chemical_1_tower,0,1,0,0,0,0
chemical_1_tower,0,0,0,0,0,1
chemical_1_tower,1,1,1,0,0,0
