gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
17,-1010.7073,-1029.9907,-1018.20703,-1005.45605,-1004.51465,-900.82806,-935.94556,-932.9373,3.4028235e38,3.4028235e38,76.90286,46.701843,54.06548,87.888985,91.12002,31.536242,20.925278,22.739464,3.4028235e38,3.4028235e38,35,22,25,39,40,24.407738,24.0,24.1,24.688074,24.811594
18,-1011.2949,-1034.4578,-1019.13354,-1005.51807,-1004.51465,-901.308,-935.94556,-932.9373,3.4028235e38,3.4028235e38,78.287895,49.906597,54.485485,87.49823,89.80082,31.481236,21.154854,22.864136,3.4028235e38,3.4028235e38,35,24,26,39,40,24.484375,24.044445,24.145061,24.752213,24.889221
19,-1011.63525,-1034.4578,-1024.1768,-1006.7009,-1004.5183,-902.30096,-935.94556,-927.9701,3.4028235e38,3.4028235e38,76.93934,54.06548,58.22436,87.49823,91.12002,31.921787,21.427788,23.31594,3.4028235e38,3.4028235e38,35,25,27,39,40,24.54,24.088888,24.259493,24.804953,24.91168
20,-1012.40796,-1034.779,-1025.3989,-1006.7009,-1005.4248,-904.78815,-940.7667,-932.9373,3.4028235e38,3.4028235e38,76.93934,51.98604,57.12784,87.888985,89.80082,31.371119,20.84672,23.162958,3.4028235e38,3.4028235e38,36,25,27,39,40,24.580061,24.177994,24.335403,24.909348,24.97376
21,-1012.6682,-1041.5076,-1025.3989,-1006.78564,-1005.43335,-905.6105,-940.7667,-933.23047,3.4028235e38,3.4028235e38,76.93934,51.98604,58.22436,87.888985,87.888985,30.999146,20.81049,22.557003,3.4028235e38,3.4028235e38,36,25,27,39,40,24.64497,24.262346,24.3625,24.957747,25.037355
22,-1014.25977,-1045.3132,-1030.2666,-1008.54297,-1005.51855,-905.95245,-945.6568,-935.94556,3.4028235e38,3.4028235e38,76.93934,50.593662,57.56463,87.888985,89.80082,30.179996,20.81049,22.044785,3.4028235e38,3.4028235e38,36,24,27,40,40,24.711485,24.307926,24.432024,25.0,25.05322
23,-1014.48267,-1045.7461,-1034.4133,-1008.9287,-1007.0437,-904.29626,-945.6568,-935.0519,3.4028235e38,3.4028235e38,79.10008,50.593662,57.56463,87.888985,92.1034,30.179996,20.447515,22.256525,3.4028235e38,3.4028235e38,36,24,27,40,40,24.742296,24.353312,24.513433,25.016949,25.079096
24,-1015.1572,-1045.9583,-1035.1453,-1009.0764,-1007.87646,-905.6058,-943.99976,-936.552,3.4028235e38,3.4028235e38,76.93934,52.539574,59.32506,87.888985,89.80082,30.15104,20.020355,22.064352,3.4028235e38,3.4028235e38,36,25,28,40,40,24.780281,24.398754,24.525316,25.043228,25.09756
25,-1015.7151,-1047.3564,-1035.6951,-1009.104,-1007.87646,-905.14514,-942.4514,-937.9308,3.4028235e38,3.4028235e38,79.018776,50.65687,57.549488,87.888985,92.1034,29.490469,20.81049,22.064342,3.4028235e38,3.4028235e38,36,24,26,40,40,24.81268,24.411043,24.605635,25.068377,25.121548
26,-1016.23267,-1049.0474,-1041.8452,-1009.104,-1008.13794,-904.4424,-946.5374,-940.26575,3.4028235e38,3.4028235e38,79.018776,50.65687,58.22436,89.80082,92.1034,30.62873,20.591906,21.373863,3.4028235e38,3.4028235e38,36,24,27,40,40,24.836512,24.468657,24.63863,25.088642,25.152779
27,-1016.8154,-1049.0474,-1045.9866,-1009.7092,-1009.06104,-905.4859,-941.3362,-939.0612,3.4028235e38,3.4028235e38,81.09822,57.12784,59.867214,89.80082,92.1034,30.846199,20.712036,21.302048,3.4028235e38,3.4028235e38,37,26,28,40,40,24.89014,24.479412,24.662012,25.127659,25.17127
28,-1017.3401,-1051.5388,-1045.9866,-1010.4453,-1009.06104,-906.64575,-946.5374,-940.0204,3.4028235e38,3.4028235e38,80.59048,57.549488,59.867214,89.80082,92.1034,31.504353,20.584238,21.373863,3.4028235e38,3.4028235e38,36,26,28,40,40,24.929178,24.568808,24.662012,25.161375,25.231607
29,-1018.37646,-1051.5388,-1046.449,-1011.6975,-1009.104,-907.0134,-946.5374,-940.0204,3.4028235e38,3.4028235e38,81.09822,59.867214,65.91674,89.80082,92.1034,31.789953,20.895382,21.75902,3.4028235e38,3.4028235e38,36,28,30,40,40,24.94186,24.615616,24.719032,25.210958,25.294594
30,-1019.063,-1052.2295,-1048.9053,-1012.7339,-1009.104,-910.57684,-955.0099,-942.1929,3.4028235e38,3.4028235e38,80.59048,56.14492,60.303806,88.72212,92.1034,31.149773,21.204401,22.426205,3.4028235e38,3.4028235e38,36,27,29,40,40,24.958334,24.616045,24.739613,25.250673,25.310257
31,-1020.24,-1052.7041,-1049.6758,-1012.81885,-1010.44556,-911.73694,-955.16864,-942.1929,3.4028235e38,3.4028235e38,79.10008,60.303806,64.462685,89.80082,92.1034,31.342762,20.908926,22.136097,3.4028235e38,3.4028235e38,36,28,30,40,40,24.972145,24.703264,24.773224,25.249352,25.32353
32,-1020.5852,-1053.0317,-1050.992,-1012.91113,-1012.2014,-913.51666,-955.0099,-947.8119,3.4028235e38,3.4028235e38,79.10008,60.303806,64.462685,88.72212,92.1034,30.828205,21.435665,22.733027,3.4028235e38,3.4028235e38,36,28,30,40,40,25.008333,24.711864,24.80109,25.260054,25.344387
33,-1022.06714,-1053.6631,-1050.992,-1012.91113,-1012.2014,-910.8421,-957.30414,-945.251,3.4028235e38,3.4028235e38,80.59048,60.303806,64.50334,87.888985,92.1034,31.342762,20.920105,22.426205,3.4028235e38,3.4028235e38,36,28,31,40,40,25.044199,24.72829,24.837606,25.282383,25.373016
34,-1023.5779,-1055.4963,-1052.7046,-1014.21875,-1012.2014,-913.51666,-951.7734,-946.6977,3.4028235e38,3.4028235e38,80.59048,60.303806,64.462685,87.888985,92.1034,31.428753,20.884293,21.880001,3.4028235e38,3.4028235e38,36,29,31,40,40,25.054201,24.756983,24.88372,25.296297,25.436842
35,-1024.739,-1056.2246,-1052.7078,-1014.21875,-1012.2014,-912.8973,-951.7734,-945.1449,3.4028235e38,3.4028235e38,81.09822,60.303806,64.215034,91.12002,92.1034,32.379086,20.884293,21.880001,3.4028235e38,3.4028235e38,36,28,31,40,40,25.082228,24.775,24.884298,25.327456,25.436842
36,-1024.7664,-1056.283,-1053.2126,-1014.21875,-1012.2014,-914.5751,-951.7704,-945.1449,3.4028235e38,3.4028235e38,81.29731,60.303806,64.215034,91.12002,92.1034,31.820995,20.73893,21.880001,3.4028235e38,3.4028235e38,36,28,31,40,40,25.11968,24.820225,24.876436,25.343325,25.47244
37,-1024.9407,-1056.283,-1053.2131,-1014.21875,-1012.2014,-915.4727,-957.71045,-947.9883,3.4028235e38,3.4028235e38,81.09822,59.32506,63.719513,91.12002,93.517914,31.820995,20.920105,22.426205,3.4028235e38,3.4028235e38,36,27,31,40,40,25.148249,24.865385,24.905293,25.368,25.509283
38,-1029.7195,-1056.6323,-1053.667,-1014.3296,-1012.91113,-920.9347,-958.6131,-951.7704,-825.183,3.4028235e38,81.09822,57.549488,62.383247,91.12002,93.517914,30.337677,20.083689,22.43244,118.47212,3.4028235e38,36,26,29,40,40,25.154255,24.875,24.938889,25.391535,25.481482
39,-1031.3677,-1056.6514,-1054.1465,-1014.39966,-1012.95483,-923.568,-959.34735,-956.2535,3.4028235e38,3.4028235e38,80.59048,57.549488,62.169796,89.80082,92.1034,30.098236,19.548365,21.532887,3.4028235e38,3.4028235e38,36,26,29,40,40,25.186302,24.883152,24.964384,25.409449,25.46597
40,-1033.7485,-1057.9897,-1055.1843,-1015.1575,-1013.62866,-923.41583,-959.34735,-948.86273,3.4028235e38,3.4028235e38,81.09822,56.431393,62.383247,91.12002,92.1034,31.5476,20.557169,22.261314,3.4028235e38,3.4028235e38,36,26,30,40,40,25.19098,24.886179,24.986263,25.408854,25.477158
41,-1038.331,-1057.9897,-1055.4004,-1015.1575,-1014.0105,-918.0178,-958.6131,-948.70404,3.4028235e38,3.4028235e38,81.29731,57.549488,63.719513,91.12002,92.1034,32.379086,22.110903,23.288263,3.4028235e38,3.4028235e38,36,26,30,40,40,25.209549,24.929178,25.0,25.441559,25.501299
42,-1040.3325,-1058.4102,-1055.551,-1015.272,-1014.0105,-917.7095,-958.5201,-948.0521,3.4028235e38,3.4028235e38,81.52844,58.22436,63.719513,92.1034,93.517914,32.52612,22.110903,23.62755,3.4028235e38,3.4028235e38,37,27,30,40,40,25.222221,24.932615,25.05914,25.453367,25.512627
43,-1040.3325,-1058.4102,-1055.9861,-1015.3262,-1014.0105,-915.0895,-958.7274,-949.2337,3.4028235e38,3.4028235e38,82.89307,54.06548,59.94738,91.12002,93.517914,32.269363,20.882122,23.269732,3.4028235e38,3.4028235e38,37,25,28,40,40,25.242893,24.991621,25.071823,25.462532,25.513853
44,-1041.5181,-1058.4102,-1055.9929,-1015.45996,-1014.1494,-917.8094,-958.5201,-948.46265,3.4028235e38,3.4028235e38,82.89307,56.431393,63.719513,91.12002,92.1034,32.269363,21.42284,23.269732,3.4028235e38,3.4028235e38,37,26,29,40,40,25.25532,24.98889,25.083551,25.464752,25.533333
45,-1041.5181,-1058.7261,-1056.1467,-1015.45996,-1014.3296,-923.8068,-959.26935,-948.86273,3.4028235e38,3.4028235e38,81.52844,56.431393,59.94738,91.12002,92.1034,32.379086,21.42284,23.269732,3.4028235e38,3.4028235e38,37,26,29,40,40,25.278515,25.005405,25.101065,25.468586,25.529411
46,-1043.1611,-1058.7261,-1057.1753,-1015.70996,-1014.58936,-926.2145,-959.34766,-950.32043,3.4028235e38,3.4028235e38,82.89307,57.549488,62.383247,91.12002,92.1034,31.5476,21.337574,22.85992,3.4028235e38,3.4028235e38,37,27,29,40,40,25.30563,25.005405,25.116402,25.512377,25.558674
47,-1043.8335,-1058.946,-1057.259,-1015.9663,-1015.3262,-926.2145,-960.0158,-951.2189,3.4028235e38,3.4028235e38,82.89307,59.32506,63.719513,92.1034,92.1034,30.96685,21.337574,22.85992,3.4028235e38,3.4028235e38,37,27,30,40,40,25.316063,25.005405,25.11671,25.522078,25.5675
48,-1044.9172,-1058.946,-1057.259,-1016.2632,-1015.3262,-929.97797,-965.90466,-955.832,3.4028235e38,3.4028235e38,81.29731,54.06548,60.303806,91.12002,92.1034,32.053936,22.110903,23.161896,3.4028235e38,3.4028235e38,36,25,28,40,40,25.331593,25.048258,25.123655,25.533834,25.580809
49,-1047.3425,-1058.946,-1057.259,-1016.5332,-1015.45996,-929.97797,-961.32336,-955.832,3.4028235e38,3.4028235e38,81.29731,54.06548,60.303806,89.80082,92.1034,32.439713,22.566626,23.840921,3.4028235e38,3.4028235e38,36,25,29,40,40,25.34694,25.090666,25.139841,25.54408,25.584352
50,-1047.7266,-1059.1125,-1057.999,-1017.3772,-1015.9187,-929.81573,-960.0158,-953.23865,3.4028235e38,3.4028235e38,81.52844,58.22436,66.54213,91.12002,92.1034,32.439713,22.652182,24.514147,3.4028235e38,3.4028235e38,37,28,30,40,40,25.349741,25.087301,25.138666,25.564676,25.586466
51,-1048.4875,-1059.1956,-1058.3416,-1018.18896,-1015.9187,-930.53644,-960.0158,-948.0521,3.4028235e38,3.4028235e38,81.52844,58.22436,66.77497,89.80082,92.1034,33.12645,22.110903,24.514147,3.4028235e38,3.4028235e38,37,28,29,40,40,25.363157,25.111689,25.138666,25.567839,25.600998
52,-1049.4226,-1060.1538,-1058.742,-1018.65234,-1016.7012,-929.81573,-960.0158,-952.58234,3.4028235e38,3.4028235e38,83.17766,58.22436,62.383247,92.1034,92.1034,32.868324,22.110903,24.514147,3.4028235e38,3.4028235e38,37,28,30,40,40,25.38243,25.128609,25.177835,25.567839,25.668316
53,-1049.4226,-1060.5564,-1059.1128,-1018.7505,-1017.30005,-928.28784,-960.0158,-952.58234,3.4028235e38,3.4028235e38,82.89307,58.22436,62.383247,92.1034,92.1034,32.65334,22.110903,24.514147,3.4028235e38,3.4028235e38,37,28,30,40,40,25.38402,25.155914,25.18783,25.58867,25.698765
54,-1050.3997,-1060.7185,-1059.1211,-1018.9934,-1017.301,-931.5177,-963.1907,-957.05646,3.4028235e38,3.4028235e38,82.89307,59.32506,66.16094,92.1034,93.517914,31.750616,21.138624,23.033733,3.4028235e38,3.4028235e38,37,28,30,40,40,25.40617,25.18766,25.204725,25.594595,25.698765
55,-1050.3997,-1060.7185,-1059.1252,-1019.36597,-1017.44946,-933.86615,-963.1907,-958.5201,3.4028235e38,3.4028235e38,82.89307,57.12784,60.303806,92.1034,93.517914,31.262156,22.072922,23.033733,3.4028235e38,3.4028235e38,38,27,29,40,40,25.428211,25.189974,25.226776,25.607748,25.701923
56,-1050.3997,-1060.7185,-1059.1252,-1019.36597,-1017.44946,-935.65765,-961.78033,-958.5201,3.4028235e38,3.4028235e38,81.52844,57.12784,60.303806,91.12002,92.1034,30.480093,21.487778,22.652182,3.4028235e38,3.4028235e38,38,27,29,40,40,25.44361,25.205128,25.234987,25.610706,25.719212
57,-1051.9753,-1061.9854,-1059.8113,-1019.36597,-1017.44946,-935.5208,-966.4324,-959.7646,3.4028235e38,3.4028235e38,81.52844,54.930614,60.303806,89.80082,92.1034,31.671165,21.622753,22.652182,3.4028235e38,3.4028235e38,37,26,29,40,40,25.449612,25.202045,25.251308,25.63285,25.727272
58,-1051.9753,-1061.9854,-1060.01,-1019.36597,-1017.44946,-931.1382,-965.8384,-960.0158,3.4028235e38,3.4028235e38,82.89307,54.930614,60.303806,89.80082,92.1034,32.73943,22.043999,23.160492,3.4028235e38,3.4028235e38,37,27,29,40,40,25.464825,25.218084,25.26178,25.634382,25.737745
59,-1052.3203,-1062.0261,-1060.1997,-1019.5405,-1017.44946,-933.86615,-966.4324,-959.7646,3.4028235e38,3.4028235e38,83.17766,56.14492,62.383247,89.80082,93.517914,33.05862,22.043999,23.160492,3.4028235e38,3.4028235e38,37,27,29,40,40,25.472773,25.22016,25.26632,25.649254,25.75245
60,-1052.3591,-1062.1912,-1060.4377,-1020.88135,-1017.4509,-933.86615,-965.8384,-959.7646,3.4028235e38,3.4028235e38,83.17766,56.14492,61.52229,91.12002,93.517914,33.599102,18.48648,23.033733,3.4028235e38,3.4028235e38,37,27,28,40,40,25.490292,25.227848,25.286821,25.670792,25.75245
61,-1052.5679,-1062.291,-1060.7185,-1021.011,-1018.1101,-934.06604,-965.73724,-958.7777,3.4028235e38,3.4028235e38,83.17766,58.22436,63.719513,92.1034,93.517914,33.734333,22.385868,23.547615,3.4028235e38,3.4028235e38,37,27,29,40,40,25.498766,25.235601,25.29919,25.681704,25.758537
62,-1053.0479,-1062.291,-1061.3171,-1021.011,-1019.2163,-934.06604,-965.31744,-957.05646,3.4028235e38,3.4028235e38,83.17766,58.22436,64.215034,92.1034,93.517914,34.475662,22.548338,23.547615,3.4028235e38,3.4028235e38,38,27,29,40,40,25.508772,25.24543,25.306452,25.68421,25.765133
63,-1053.0479,-1062.291,-1061.3171,-1021.4375,-1019.36597,-935.693,-965.1421,-958.7777,3.4028235e38,3.4028235e38,82.89307,56.431393,62.169796,92.1034,93.517914,34.203938,22.110903,23.547615,3.4028235e38,3.4028235e38,37,27,28,40,40,25.518797,25.265625,25.319693,25.690594,25.7767
64,-1053.479,-1062.291,-1061.3171,-1021.72144,-1019.4585,-934.8413,-965.7799,-958.5201,3.4028235e38,3.4028235e38,82.89307,56.431393,62.169796,92.1034,93.517914,34.41047,22.548338,23.547615,3.4028235e38,3.4028235e38,37,27,28,40,40,25.528395,25.26684,25.347826,25.710785,25.779661
65,-1053.479,-1062.3062,-1061.7964,-1023.03174,-1019.4585,-934.5872,-965.7799,-957.92596,3.4028235e38,3.4028235e38,83.17766,59.32506,64.215034,92.1034,92.1034,33.61408,21.801771,23.469784,3.4028235e38,3.4028235e38,37,27,29,40,40,25.52696,25.280928,25.347826,25.720297,25.826506
66,-1053.479,-1062.3062,-1061.7964,-1023.44214,-1019.4585,-934.8413,-962.4743,-954.79724,3.4028235e38,3.4028235e38,83.17766,61.52229,64.47238,92.1034,92.1034,33.39375,21.46515,22.987507,3.4028235e38,3.4028235e38,37,28,30,40,40,25.540943,25.289125,25.354006,25.720297,25.8125
67,-1053.479,-1063.1682,-1061.7964,-1023.91016,-1019.4585,-935.28265,-962.4743,-954.79724,3.4028235e38,3.4028235e38,82.89307,59.32506,64.47238,92.1034,92.1034,33.61408,20.401125,22.526766,3.4028235e38,3.4028235e38,37,28,30,40,40,25.555288,25.311558,25.3625,25.745146,25.80048
68,-1054.1426,-1063.1682,-1061.7964,-1023.91016,-1020.624,-935.26404,-962.4743,-954.79724,3.4028235e38,3.4028235e38,83.49454,59.32506,64.47238,92.1034,92.1034,33.75026,21.687038,23.439861,3.4028235e38,3.4028235e38,38,28,30,40,40,25.555832,25.336735,25.3625,25.742317,25.795567
69,-1054.3992,-1063.1682,-1062.1135,-1024.7737,-1020.624,-935.80493,-959.9449,-954.3594,3.4028235e38,3.4028235e38,83.49454,59.32506,63.719513,92.1034,92.1034,33.75026,22.526766,25.141016,3.4028235e38,3.4028235e38,37,28,29,40,40,25.555832,25.345959,25.385391,25.77129,25.809069
70,-1054.3992,-1063.1682,-1062.1912,-1024.9731,-1020.624,-935.9815,-962.9143,-954.663,3.4028235e38,3.4028235e38,81.29731,59.32506,63.719513,92.1034,93.517914,33.61408,22.526766,25.141016,3.4028235e38,3.4028235e38,37,28,29,40,40,25.577938,25.345959,25.398478,25.77129,25.829737
71,-1054.6487,-1063.179,-1062.1912,-1025.7505,-1020.624,-936.153,-964.0495,-957.05646,3.4028235e38,3.4028235e38,81.29731,59.32506,63.719513,92.1034,92.1034,33.31983,22.972885,24.273533,3.4028235e38,3.4028235e38,37,28,29,40,40,25.580883,25.36272,25.398478,25.789856,25.829737
72,-1054.862,-1063.179,-1062.2405,-1025.7505,-1020.624,-935.9815,-962.9143,-955.72345,3.4028235e38,3.4028235e38,82.89307,60.303806,65.91674,92.1034,92.1034,32.687534,22.369085,24.273533,3.4028235e38,3.4028235e38,37,28,30,40,40,25.598085,25.371502,25.41791,25.79562,25.83374
73,-1055.0945,-1063.2107,-1062.3884,-1025.7505,-1020.6692,-936.655,-962.9143,-955.72345,3.4028235e38,3.4028235e38,82.89307,59.867214,64.47238,92.1034,92.1034,32.687534,22.529964,24.273533,3.4028235e38,3.4028235e38,37,28,30,40,40,25.598085,25.36272,25.425743,25.803875,25.83374
74,-1055.4231,-1063.261,-1062.5898,-1025.7505,-1020.6692,-936.9035,-961.49976,-957.39734,3.4028235e38,3.4028235e38,83.49454,59.867214,63.719513,91.12002,92.1034,32.496178,22.529964,24.785574,3.4028235e38,3.4028235e38,38,28,29,40,40,25.606714,25.364557,25.418886,25.797619,25.823671
75,-1055.6345,-1063.261,-1062.6809,-1025.7505,-1021.5029,-936.83923,-960.8035,-957.05646,3.4028235e38,3.4028235e38,83.49454,60.303806,64.47238,92.1034,92.1034,32.496178,22.174103,24.785574,3.4028235e38,3.4028235e38,37,28,30,40,40,25.615,25.364557,25.431763,25.804762,25.82619
76,-1055.8223,-1063.261,-1062.6809,-1025.7505,-1021.5029,-937.5446,-964.33636,-959.7722,3.4028235e38,3.4028235e38,81.29731,60.303806,64.462685,92.1034,92.1034,32.238564,21.948547,23.667042,3.4028235e38,3.4028235e38,37,28,30,40,40,25.62439,25.39394,25.4375,25.809639,25.859858
77,-1056.0408,-1063.261,-1062.7566,-1025.7505,-1021.5029,-939.67505,-964.33636,-959.8491,3.4028235e38,3.4028235e38,81.29731,61.52229,65.91674,92.1034,92.1034,31.917093,21.984034,25.1703,3.4028235e38,3.4028235e38,37,29,30,40,40,25.640287,25.39394,25.4375,25.809639,25.879147
78,-1056.2573,-1064.0586,-1062.8899,-1027.9312,-1021.5029,-938.4322,-964.33636,-958.2181,3.4028235e38,3.4028235e38,81.52844,61.52229,65.91674,92.1034,93.517914,31.960651,22.580494,25.916555,3.4028235e38,3.4028235e38,37,29,31,40,40,25.642336,25.392946,25.461538,25.830143,25.885168
79,-1056.2573,-1064.1377,-1062.8899,-1028.1763,-1021.5029,-938.18884,-960.6501,-957.93225,3.4028235e38,3.4028235e38,83.17766,61.52229,65.91674,91.12002,92.1034,31.917093,21.980309,25.1703,3.4028235e38,3.4028235e38,37,28,31,40,40,25.659472,25.397532,25.463236,25.83293,25.880669
80,-1056.2573,-1064.6177,-1063.5642,-1028.8308,-1021.5061,-937.1016,-960.6501,-956.9489,3.4028235e38,3.4028235e38,83.17766,60.303806,68.10686,92.1034,93.517914,32.545616,21.980309,24.634037,3.4028235e38,3.4028235e38,38,29,31,40,40,25.66262,25.401003,25.464825,25.830143,25.895239
81,-1056.7864,-1064.6177,-1063.679,-1028.9949,-1021.5061,-937.87335,-961.51227,-957.39734,3.4028235e38,3.4028235e38,83.17766,60.303806,68.10686,92.1034,93.517914,32.545616,21.948547,24.634037,3.4028235e38,3.4028235e38,38,29,32,40,40,25.670673,25.428217,25.464825,25.834532,25.895239
82,-1056.7864,-1064.6177,-1063.6794,-1028.9949,-1021.5061,-938.1148,-959.86035,-956.9489,3.4028235e38,3.4028235e38,83.49454,59.867214,69.53896,92.1034,93.517914,33.467396,21.943058,24.78793,3.4028235e38,3.4028235e38,38,28,32,40,40,25.681482,25.428217,25.4733,25.843374,25.89713
83,-1057.1028,-1065.0759,-1063.8479,-1029.7332,-1021.5322,-938.04114,-961.51227,-957.39734,3.4028235e38,3.4028235e38,83.49454,59.867214,66.54213,92.1034,93.517914,33.3818,21.943058,23.667042,3.4028235e38,3.4028235e38,38,28,32,40,40,25.681482,25.452686,25.492718,25.84878,25.89713
84,-1057.6772,-1065.375,-1064.1377,-1029.7332,-1021.5322,-938.45056,-961.51227,-958.6794,3.4028235e38,3.4028235e38,83.17766,63.719513,70.052765,92.1034,95.91581,33.3818,21.78053,23.667042,3.4028235e38,3.4028235e38,38,29,33,40,40,25.683575,25.452686,25.50245,25.847256,25.912529
