id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Log(Sqrt(Abs((Exp(x3) * Sin(((x1 + (Sqrt(Abs((((t0 / t1) + x0) + t2))) + t3)) * t4)))))) + Log(Exp((Sqrt(Abs((Log(Sqrt(Abs(t5))) - (Sin(x4) - t6)))) - (Log((Abs((Exp((x2 * x2)) - t7)) ^ Log(Sqrt(Abs(t8))))) + (Abs(t9) ^ x0)))))),-0.7608916815529733;0.2310547465633741;-0.6403670187951578;1.7196230761957292e-2;-0.21596729734711204;0.3455141733175918;-0.7635079815943462;-1.3272044641625826;0.4218166245913401;-0.5899461094728674,48,0.14131028496553186,0.1762782876489002,0.8639755830843499,0.8060476597334769
