id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin(((t0 * x1) - (Sin(t1) + (t2 * x0)))) - ((Abs(t3) ^ (Sqrt(Abs((Abs(((t4 / (Abs(Sqrt(Abs(((t5 - t6) / x2)))) ^ (Abs(x0) ^ t7))) - Sin(x4))) ^ ((Exp((Abs(Exp((t8 * x2))) ^ t9)) / x3) * t10)))) + t11)) / ((t12 / x3) * t13))),0.9646407577538616;-0.14796186546543155;-0.9591669893952541;-0.2948736049668173;-0.5920900014051739;0.11103038831214146;0.3279226087139738;-0.23460220402371665;-0.7953114328157851;-0.24990130141489897;-0.4708627586655332;0.9498581905844498;-0.5117473407094213;0.3099675529468057,50,0.16898396580675618,0.1631748231007372,0.823470164698751,0.8473974782065236
