id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sin(((x13 - t0) + (x3 + x14))) + Log(((Abs(((Abs(t1) ^ x1) * Exp(t2))) ^ (Abs(t3) ^ x4)) * t4))) + ((Abs(x0) ^ t5) - (Abs(t6) ^ x6))),-0.3432577078242063;0.288199407260406;-0.5602380962520734;0.49681896847123097;-0.9105367396325568;-0.5699438926655196;0.10290718521596215,30,NaN,NaN,NaN,NaN
