id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(((Sqrt(Abs(t0)) + ((Exp(t1) + (Sqrt(Abs(x1)) + x0)) - Exp((Abs(Sin(t2)) ^ Exp(Exp((Abs(Log(Sin(x6))) ^ x1))))))) - (x4 * t3))) ^ t4),0.435119864849888;1.6654377319508678;-1.1432627188622695;0.4902425457898379;-1.2782080603883021,28,3.845544122318422e-5,5.119533383389754e-5,0.8011339065458957,0.6381748722499644
