-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,35015,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,7.73,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
2,61894,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,6.782,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
3,90135,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,5.782,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
4,119680,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,4.67,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
5,156916,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,4.338,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
6,193611,13857.074,13857.074,42.0641,29.396553,0.9670852,0.9671158,13811.851,11296.661,5.056,12,"((pdiv(-89.58049, log(abs(exp(X2))) - 37.640648) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.485686]]"
7,232816,13857.073,13857.073,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,7.18,12,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.4856863]]"
8,270511,13857.073,13857.073,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,9.068,12,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.4856863]]"
9,311442,13857.073,13857.073,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,10.792,12,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.4856863]]"
10,355031,13857.073,13857.073,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,13.806,12,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.4856863]]"
11,402038,13857.073,13857.073,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,16.612,12,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(exp(10.46841), X1)) [likelihood params: Float32[6.4856863]]"
12,446756,13853.31,13853.31,42.064083,29.39645,0.9670852,0.96711594,13811.85,11296.656,18.088,11,"((pdiv(-89.58047, log(abs(exp(X2))) - 37.640564) + pdiv(35186.21, X1)) [likelihood params: Float32[6.4856863]]"
