Complexity,Loss,Equation
1,0.113488264,"2.9722574"
3,0.11249192,"log(sqrtabs(x48))"
4,0.065258086,"log(x48 + -330.1312)"
11,0.05316567,"(sin(x31 * 0.23130023) * 0.23233587) + log(x46 + -322.64044)"
13,0.049400106,"log(x46 + -322.64044) + ((sin(x31 * 0.2310318) * 0.32494727) + 0.09724471)"
14,0.04886309,"(sin(x31 * 0.23087607) * 0.29546085) + log(x30 + (sqrtabs(x7) + -323.0496))"
18,0.048715588,"log(x46 + (sqrtabs(x7) + -323.59152)) + ((sin((x31 * 0.23130023) + 0.061806135) * 0.32494727) + 0.08100285)"
19,0.04480774,"(sin(x31 * 0.23130023) * 0.23233587) + log((x30 + (sqrtabs(x7) + -323.59152)) + sin(x49 * 0.23233587))"
22,0.043642752,"(sin(x31 * 0.23130023) * 0.23233587) + log((x30 + (sqrtabs(x7) + -323.59152)) + (sin(x49 * 0.23130023) + sin(x46)))"
23,0.042316318,"(sin(x31 * 0.23130023) * 0.23233587) + log((x30 + (sqrtabs(x7) + -323.59152)) + ((sin(x49 * 0.23130023) + -0.088369936) * 2.2030466))"
24,0.04182112,"(sin(x31 * 0.23130023) * 0.23233587) + log((x30 + (sqrtabs(x7) + -323.59152)) + (sin(x49 * 0.23130023) + sin(x49 * 0.14307941)))"
26,0.041685887,"(sin(x31 * 0.23130023) * 0.23233587) + log((x30 + (sqrtabs(x7) + -323.59152)) + (sin(x49 * 0.23130023) + (sin(x49 * 0.14357215) * 2.2030466)))"
30,0.04110034,"(0.2310318 * sin(x31 * 0.23130023)) + log(((x30 + sin(x49 * 0.14357215)) + (sin(x49 * 0.23130023) + (0.2313161 * x7))) + (sin(x49 * 0.2313161) + -323.59152))"
31,0.041028403,"(0.22924332 * sin(x31 * 0.23130023)) + log(((x30 + sin(sin(x49 * 0.14357215))) + (sin(x49 * 0.23210672) + (0.2898406 * x7))) + (sin(x49 * 0.2310318) + -323.59152))"
35,0.040359415,"(0.2310318 * sin(x31 * 0.23130023)) + log(((x30 + sin(x49 * 0.23130023)) + (sin(x49 * 0.14401838) + (0.2313161 * x7))) + (sin(sin(x49 * 0.23130023) + (0.2310318 * x7)) + -323.59152))"
36,0.040078666,"sin((sin(x49 * 0.14313088) * 0.11436559) + ((x49 + ((sin(x48 * 0.23096448) * x49) + -322.48416)) * (0.2593803 / (x48 + 0.23080213)))) + log(x30 + ((sin(x49 * 0.23189162) * 2.2072499) + -321.57022))"
38,0.038710173,"(((0.14401838 / x30) * sin(x49 * 0.23204085)) * (0.9056632 * x49)) + ((((sin(x48 * -0.22217003) * x49) + -41.081757) * sin(0.23204085 / x48)) + log((x30 + (sin(x49 * 0.14401838) * 2.203047)) + -321.5702))"
40,0.038651995,"(((((0.14694764 / x30) * sin(x49 * 0.23179609)) * 0.9045363) * (x49 + -8.099221)) + (((sin(x48 * -0.22205083) * x49) + -41.081715) * sin(0.23589432 / x48))) + log(x30 + ((sin(x49 * 0.1441347) * 2.2045856) + -321.5693))"
46,0.0386221,"(((x30 * -0.12755999) + x49) * ((0.15883972 / x48) * (sin(x49 * 0.23168428) * 0.9080831))) + ((((x49 + -0.90345365) + ((sin(x48 * -0.2218459) * x49) + -321.5702)) * sin(0.24878854 / x30)) + log((x30 + -321.57047) + (sin(x49 * 0.14360854) * 2.2035573)))"
47,0.03799666,"((((0.23961706 / x48) * (sin(x49 * 0.14371206) * 0.23957238)) * (((x49 + (x49 * 0.088108465)) + log(x48)) + x49)) + (((sin(x48 * -0.23125598) * x49) + x30) * sin(-0.25676328 / x48))) + log((x30 + (sin(x49 * 0.23170537) * 2.3672502)) + -316.19476)"
