Id,Expression,max_features,max_samples,MSE_train,OOB_score,MSE_test,R2_train,R2_test
maxfeatsqrt_maxsampl0.1,X,sqrt,0.1,0.3315342467083125,0.39425388574863385,0.3959181337370704,0.48149158944317894,0.42906047217059406
maxfeatsqrt_maxsampl0.2,X,sqrt,0.2,0.310199020547082,0.38260057849471873,0.40760735651462676,0.514859165539964,0.4122038577227626
maxfeatsqrt_maxsampl0.3,X,sqrt,0.3,0.30213762517662124,0.3704094811427844,0.4139610180812355,0.5274669167509127,0.403041467254342
maxfeatsqrt_maxsampl0.4,X,sqrt,0.4,0.29826419920391906,0.3585947805061718,0.41877983714944905,0.5335248246878939,0.39609241882977986
maxfeatsqrt_maxsampl0.5,X,sqrt,0.5,0.29704957783298347,0.35168076279831006,0.4261180791690353,0.5354244516577322,0.38551019973763057
maxfeatsqrt_maxsampl0.6,X,sqrt,0.6,0.2959085733878246,0.34360859965645496,0.4325665826323849,0.5372089442317922,0.3762110411266838
maxfeatsqrt_maxsampl0.7,X,sqrt,0.7,0.2953687146526808,0.3378888576199419,0.4361028834401389,0.5380532651351797,0.3711114668930301
maxfeatlog2_maxsampl0.1,X,log2,0.1,0.3317442045793769,0.3945078239550015,0.39905835764431097,0.4811632223948561,0.4245320664167187
maxfeatlog2_maxsampl0.2,X,log2,0.2,0.30971285117209535,0.3839857943057259,0.40396642559806023,0.51561951808993,0.4174543153331344
maxfeatlog2_maxsampl0.3,X,log2,0.3,0.3019196158100683,0.3732537246276092,0.41505944660428196,0.527807876067364,0.4014574623582212
maxfeatlog2_maxsampl0.4,X,log2,0.4,0.2982500808474979,0.359282089691763,0.4155690068613308,0.5335469053224596,0.400722643546529
maxfeatlog2_maxsampl0.5,X,log2,0.5,0.29665018747723454,0.3513492876694916,0.42379317921592446,0.5360490847404595,0.38886285567422696
maxfeatlog2_maxsampl0.6,X,log2,0.6,0.2960182379681909,0.3449156260255798,0.42974179544400254,0.5370374325167141,0.380284566752627
maxfeatlog2_maxsampl0.7,X,log2,0.7,0.2954480455652575,0.3398573507287116,0.43283695929088156,0.5379291942562385,0.3758211405169767
maxfeat0.1_maxsampl0.1,X,0.1,0.1,0.3413959167548879,0.37585334784818847,0.4139455898354137,0.466068269191789,0.40306371578158573
maxfeat0.1_maxsampl0.2,X,0.1,0.2,0.3126061170727807,0.37876983045966517,0.405373953166237,0.5110945475374835,0.4154245696440536
maxfeat0.1_maxsampl0.3,X,0.1,0.3,0.30344867477254456,0.3666855829648108,0.411256973137919,0.5254164792805978,0.40694087476213725
maxfeat0.1_maxsampl0.4,X,0.1,0.4,0.29887944807853567,0.35875009856465256,0.4185924923276333,0.5325625961421503,0.3963625821665766
maxfeat0.1_maxsampl0.5,X,0.1,0.5,0.29687407149946804,0.3502801147602008,0.42418257857760794,0.5356989376601203,0.3883013166368555
maxfeat0.1_maxsampl0.6,X,0.1,0.6,0.29615420136078285,0.34223906161776185,0.4305325219550985,0.5368247903438866,0.37914428803736333
maxfeat0.1_maxsampl0.7,X,0.1,0.7,0.2955898911102493,0.33926355971400457,0.4326830421587869,0.5377073525949065,0.37604309896554156
maxfeat0.2_maxsampl0.1,X,0.2,0.1,0.33544839003664834,0.38722255398210237,0.402468316359693,0.47537000093153237,0.41961468564281634
