id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp((((Abs(t0) ^ (((t1 + (x1 - (Log(((Exp((Abs(Log(Exp((Abs(t2) ^ x1)))) ^ x0)) + Sin(t3)) / Sqrt(Abs((Exp(((x1 - t4) * (t5 * (Abs(x0) ^ Sqrt(Abs(t6)))))) * (Exp(t7) * t8)))))) - t9))) - t10) / x1)) * Sin(t11)) - Exp(t12))),-2.6347195871397906;-1.2189951104072363;-0.719087024283;-1.043748341141498;0.7033697241800237;6.023291822605728e-2;-0.6695185508562281;0.807813583274398;0.6542522856910826;-0.6892837595312417;-0.22655135246294633;7.839847544208843;-8.267557553238282,49,3.624270936540973,7.280069820328208,0.8462616861241861,0.1391406800021061
