id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Exp(Sqrt(Abs(((Abs(t0) ^ ((t1 + x0) + (t2 - t3))) - ((Abs(t4) ^ (Abs(x1) ^ t5)) / t6))))) + Log((Abs((x1 * (Abs(t7) ^ t8))) ^ Sqrt(Abs(Exp(Sin(Sin(((Sin((Sin((Abs(t9) ^ (Sin(t10) * Log(Sin(t11))))) + x1)) * (t12 + t13)) + t14))))))))),0.5443679638666375;-0.4917249182992362;-1.2680971959456977;0.8798674638873331;-0.1635095166511666;-1.2736240568246353;0.10502570065826107;-0.6885837970028617;0.5589493043189478;-0.7405323415655805;0.49845772801809657;0.31908357135394516;0.250740936376028;-1.1624868166531774;5.925268070396514e-2,49,3.3794486719039543,10.03500261206995,0.8357837208733001,-1.431967103132914e-2
