id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs((t0 * x1)) ^ ((Abs(t1) ^ x0) * t2)) * (((t3 + t4) / Sqrt(Abs((Abs(Log(Exp(t5))) ^ ((Sin((x0 - t6)) * t7) * (Log(t8) - Sin(((x1 - t9) - (Abs((Abs((t10 / t11)) ^ t12)) ^ x0))))))))) * (Abs((x0 + t13)) ^ (t14 + t15)))),-1.1656275434860004;0.7512460112031135;0.8093831353251952;0.6052229405975398;1.682308077077369;1.4541307181028658;0.4823159845179588;0.779957567741243;0.760716236143766;-0.7123356685774604;-0.3073342186169921;1.0068659960469066;0.4642229741159883;0.6608540271790133;1.726188546111989e-4;0.9807976757240383,49,3.34103549449669,6.433677607705004,0.8582762788663385,0.23922552020182208
