id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Exp(((Sqrt(Abs((Sqrt(Abs(Sin(x0))) - (t0 / t1)))) + t2) + Log(((Abs(t3) ^ t4) + (Log(x1) + t5))))) + (((Abs((Log(Exp(Log(Exp((Abs((Abs(t6) ^ x1)) ^ x1))))) - (x0 * t7))) ^ (Abs(Sqrt(Abs((t8 / x1)))) ^ ((t9 + t10) + t11))) / t12) - t13)),-0.6709544167948287;0.29899382927351037;3.7985814420808284e-2;-5.991248110576705e-2;0.7202587477610009;-0.5708785905028346;-0.1377519065011785;2.5537843542320577;-2.8297163034585733;0.7697801880074661;-0.4541870696243951;1.0329640060713499;0.32277185324395935;-0.18039440285663816,50,3.867674742092558,5.365507308328535,0.7958805696740779,0.5290418237999469
