-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25291,6,14463.063,14282.71,14463.063,14510.117,25.084633,21.968647,14282.71,57.35707,46.30476,0.95511854,0.9482016,14,"((((-0.16176684 * X1) + 178.43326) * (-0.0052391742 * X1)) - (-269.60483 - log(abs(2.522675e7)))) NeoGP.GaussianLikelihood{Float32} Float32[7.5734506]"
2,41751,6,14476.643,14271.786,14476.643,14504.161,9.656628,17.86195,14271.786,57.729137,46.18234,0.95482737,0.94833857,6,"exp((5.901842 + (-0.0050014467 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[7.597965]"
3,62671,6,14476.643,14271.786,14476.643,14504.161,9.656628,17.86195,14271.786,57.729137,46.18234,0.95482737,0.94833857,6,"exp((5.901842 + (-0.0050014467 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[7.597965]"
4,86493,6,13841.803,13671.56,13841.803,13895.442,28.56392,25.076544,13671.56,42.668365,37.995537,0.96661234,0.95749664,13,"exp(((17398.605 - (14.77861 * X1)) / (sqrt(abs(8.99722e6)) + (-0.175419 * X2)))) NeoGP.GaussianLikelihood{Float32} Float32[6.532104]"
5,111411,7,13841.803,13671.56,13841.803,13895.442,28.56392,25.076544,13671.56,42.668365,37.995537,0.96661234,0.95749664,13,"exp(((17398.605 - (14.77861 * X1)) / (sqrt(abs(8.99722e6)) + (-0.175419 * X2)))) NeoGP.GaussianLikelihood{Float32} Float32[6.532104]"
6,135317,7,13841.803,13671.56,13841.803,13895.442,28.56392,25.076544,13671.56,42.668365,37.995537,0.96661234,0.95749664,13,"exp(((17398.605 - (14.77861 * X1)) / (sqrt(abs(8.99722e6)) + (-0.175419 * X2)))) NeoGP.GaussianLikelihood{Float32} Float32[6.532104]"
7,159623,9,13506.44,13369.501,13506.44,13604.755,47.827156,50.48765,13369.501,36.370613,32.826614,0.9715403,0.96327883,23,"((((30.712189 * X1) - ((-884.4145 - (-0.002687659 * X1)) * (-0.034842547 * X1))) + 31.52095) * (exp(sin((0.0039714747 * X2))) + 6.9890914)) NeoGP.GaussianLikelihood{Float32} Float32[6.030808]"
8,185380,12,13329.649,13202.542,13329.649,3.4028235e38,54.930614,3.4028235e38,13202.542,33.434048,28.608007,0.9738381,0.9679979,25,"((((-0.6172373 * X1) + (-0.75049 * X2)) * sin(0.18274349)) + sqrt(abs(((abs((-10861.676 / (-3.3055577 * X2))) ^ (0.001343172 * X2)) / (3.315871e-7 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[5.78222]"
9,213317,12,13329.649,13202.542,13329.649,3.4028235e38,54.930614,3.4028235e38,13202.542,33.434048,28.608007,0.9738381,0.9679979,25,"((((-0.6172373 * X1) + (-0.75049 * X2)) * sin(0.18274349)) + sqrt(abs(((abs((-10861.676 / (-3.3055577 * X2))) ^ (0.001343172 * X2)) / (3.315871e-7 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[5.78222]"
10,241173,12,13329.649,13202.542,13329.649,3.4028235e38,54.930614,3.4028235e38,13202.542,33.434048,28.608007,0.9738381,0.9679979,25,"((((-0.6172373 * X1) + (-0.75049 * X2)) * sin(0.18274349)) + sqrt(abs(((abs((-10861.676 / (-3.3055577 * X2))) ^ (0.001343172 * X2)) / (3.315871e-7 * X1))))) NeoGP.GaussianLikelihood{Float32} Float32[5.78222]"
