-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25627,7,13988.011,13839.481,13988.011,14068.596,43.668274,36.917152,13839.481,45.744892,39.342056,0.96420497,0.9559904,21,"(((abs((log(abs((-1.4424633 * X1))) * 0.05547182)) ^ (log(abs(0.3174827)) * ((0.00030692923 * X2) + 3.9371226))) - (0.040981885 * X2)) - 61.89751) NeoGP.GaussianLikelihood{Float32} Float32[6.7634935]"
2,44282,10,13965.853,13817.665,13965.853,14043.023,43.668274,33.502815,13817.665,45.264755,39.48759,0.96458066,0.9558276,21,"(((abs((log(abs((-30.197855 * X1))) * 0.0885975)) ^ (log(abs(0.12023656)) * ((0.0011548602 * X2) + 7.4309883))) - (0.16202812 * X1)) - -95.451744) NeoGP.GaussianLikelihood{Float32} Float32[6.72791]"
3,66777,10,13965.853,13817.665,13965.853,14043.023,43.668274,33.502815,13817.665,45.264755,39.48759,0.96458066,0.9558276,21,"(((abs((log(abs((-30.197855 * X1))) * 0.0885975)) ^ (log(abs(0.12023656)) * ((0.0011548602 * X2) + 7.4309883))) - (0.16202812 * X1)) - -95.451744) NeoGP.GaussianLikelihood{Float32} Float32[6.72791]"
4,86590,10,13965.853,13817.665,13965.853,14043.023,43.668274,33.502815,13817.665,45.264755,39.48759,0.96458066,0.9558276,21,"(((abs((log(abs((-30.197855 * X1))) * 0.0885975)) ^ (log(abs(0.12023656)) * ((0.0011548602 * X2) + 7.4309883))) - (0.16202812 * X1)) - -95.451744) NeoGP.GaussianLikelihood{Float32} Float32[6.72791]"
5,110888,13,13439.355,13332.6045,13439.355,13592.409,68.11396,84.93938,13332.6045,35.227108,31.048676,0.97243506,0.96526766,31,"(((((((-33786.48 * X2) * 5419.107) / -355371.97) - ((513.83514 * X2) + sqrt(abs(-2.6474025e6)))) / (-0.06750734 * X1)) + (((0.9750408 * X1) + -50.19578) * -0.037669685)) * exp((0.0016396206 * X2))) NeoGP.GaussianLikelihood{Float32} Float32[5.935245]"
6,135234,13,9775.476,9740.871,9775.476,9966.172,74.85989,115.83591,9740.871,6.154055,4.594596,0.9951845,0.9948603,36,"(((((((-216334.98 * X2) * 33477.22) / -45542.96) - ((-49306.477 * X2) + sqrt(abs(-5.1981948e7)))) / (114.9205 - ((-0.015356188 * X1) * ((3.425594 * X2) + -13.669863)))) + (((2.0735047 * X1) + -305.31522) * -5.5023046)) * 0.0073888367) NeoGP.GaussianLikelihood{Float32} Float32[2.4807363]"
7,162388,12,9364.862,9332.436,9364.862,9552.89,70.70101,117.326324,9332.436,5.0610847,3.6950877,0.99603975,0.99586654,34,"(((((((-226127.84 * X2) * 35218.777) / -42731.043) - (-150319.25 + sqrt(abs(-5.1981944e7)))) / (104.08215 - ((-0.014435004 * X1) * ((3.228976 * X2) + -10.635177)))) + (((2.0354764 * X1) + -10.196962) * -4.221724)) * 0.0078093507) NeoGP.GaussianLikelihood{Float32} Float32[2.2496862]"
8,192092,13,9364.862,9332.436,9364.862,9552.89,70.70101,117.326324,9332.436,5.0610847,3.6950877,0.99603975,0.99586654,34,"(((((((-226127.84 * X2) * 35218.777) / -42731.043) - (-150319.25 + sqrt(abs(-5.1981944e7)))) / (104.08215 - ((-0.014435004 * X1) * ((3.228976 * X2) + -10.635177)))) + (((2.0354764 * X1) + -10.196962) * -4.221724)) * 0.0078093507) NeoGP.GaussianLikelihood{Float32} Float32[2.2496862]"
9,222155,12,9364.863,9319.103,9364.863,9528.084,60.323215,102.89711,9319.103,5.0610895,3.6950514,0.99603975,0.99586654,31,"(((((((-228565.64 * X2) * 35369.81) / -43220.9) - -143507.2) / (104.56139 - ((-0.014453703 * X1) * ((3.2396376 * X2) + -10.672274)))) + (((1.9999781 * X1) + -10.258789) * -4.293314)) * 0.0078167785) NeoGP.GaussianLikelihood{Float32} Float32[2.2496853]"
10,252890,12,9364.863,9319.103,9364.863,9528.084,60.323215,102.89711,9319.103,5.0610895,3.6950514,0.99603975,0.99586654,31,"(((((((-228565.64 * X2) * 35369.81) / -43220.9) - -143507.2) / (104.56139 - ((-0.014453703 * X1) * ((3.2396376 * X2) + -10.672274)))) + (((1.9999781 * X1) + -10.258789) * -4.293314)) * 0.0078167785) NeoGP.GaussianLikelihood{Float32} Float32[2.2496853]"
