id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((x3 + x0) / Exp(Sqrt(Abs((Exp(Log((Abs(x1) ^ Sin(Exp(Sqrt(Abs(Sin((Sqrt(Abs((x37 - t0))) / x6))))))))) / (((Abs((Abs((Log(Exp((x3 + x0))) + (x1 - t1))) ^ t2)) ^ Sqrt(Abs(x3))) / t3) + ((Sin(x4) * (x3 + x0)) + (t4 - t5)))))))),0.9710877937617486;-0.4869457712392859;1.0294487982949283;0.822271806897741;-0.37228631724334116;-0.3521606208911113,48,0.3847000624985538,0.43905280333914165,0.6255620092621546,0.5280081627637536
