id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin(Sqrt(Abs(Exp(((((x1 * (t0 / Log(Log(x0)))) + Log(x1)) - t1) - t2))))) + t3),-0.2918830248771251;-0.376661044840678;-0.7615873828060981;-0.1762635133823869,19,6.940079269620966e-4,8.684495168932805e-4,0.979870825780868,0.9123731902553498
