id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs(((x1 + (x1 - ((Log(x0) / t0) - t1))) / (x1 * t2))) ^ t3) + (Abs(t4) ^ x1)),0.5481544111109946;1.2450732155407516;2.1356534195817307;1.375809456442719;-0.7806643294010698,20,6.358996813936343e-4,1.8805723028320984e-3,0.9815562114273054,0.810249705727481
