id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((Sqrt(Abs((x0 - t0))) / Log(x0))) ^ (Exp((Abs(((Log(x0) - x1) / x1)) ^ Log(x1))) - t1)),-4.101646972860371e-3;2.049357691059142,20,3.594450895610666e-4,6.501159536195702e-4,0.989574567452482,0.9344031105186459
