id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(Exp((Exp((Abs(Sqrt(Abs(x1))) ^ Sin(Exp((Abs(Log((Abs(x0) ^ (t0 / x1)))) ^ t1))))) * t2))) ^ x1),1.2828162143223285;-0.8537552715210764;-2.8701796235057482e-2,19,5.006540393765293e-4,7.769536826448309e-4,0.9854789088271139,0.9216051466375677
