id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((t0 / (Sqrt(Abs(x0)) * (Abs((x1 - t1)) ^ Sin((t2 / ((x1 - t3) * x0)))))) + t4),4279.646698326791;-12.83058850988252;136.0974102386031;-2.783149388795822;-160.99975122282527,19,8.319526679352125,6.382236776025174,0.9934900378926625,0.9928605779723298
