Complexity,Loss,Equation
1,0.03447771,"0.5276489"
3,0.0070910137,"powabs(x0, -0.15539196)"
4,0.007091013,"sqrtabs(powabs(x0, -0.31077823))"
5,0.0012307169,"powabs(x0 / 5.6345406, -0.2669402)"
7,0.0012167401,"(28.735575 / (x0 + 40.68672)) + 0.25209212"
9,0.0011522935,"((x1 + 24.302801) / (x0 + 41.159344)) + 0.24828915"
11,0.0010670106,"(x1 / ((x0 / x1) + 7.080658)) + (1.353186 / x1)"
12,0.0007628294,"sin((x1 / ((x0 / x1) + x1)) + (1.3315004 / x1))"
13,0.0007516924,"(x1 / ((x1 + 1.8447793) + (x0 / x1))) + (1.3229251 / x1)"
14,0.0007038329,"sin((x1 / ((x0 / x1) + x1)) + (2.03169 / powabs(x1, 1.2684782)))"
16,0.00058938976,"sin((x1 / (x1 + (x0 / 6.063138))) + (0.21025756 + (x0 / powabs(6.063138, x1))))"
18,0.0003325939,"sin((x1 / (x1 + (x0 / 6.063138))) + 0.21513513) + ((x0 / 6.063138) / powabs(x1, x1))"
20,0.00031044817,"sin(((x1 / (x1 + (x0 / 6.063138))) + 0.21686126) + (((x0 / x1) / 1.3315004) / powabs(x1, x1)))"
24,0.00029570135,"(-0.111584 / x1) + sin(((x0 / powabs(x1 + 0.21576735, x1)) / x1) + ((x1 / (x1 + (x0 / 6.5652227))) + 0.23030873))"
26,0.00029521246,"(-0.111584 / x1) + sin(((x0 / powabs(x1 + 0.21576735, x1)) / (x1 + -0.063927665)) + ((x1 / (x1 + (x0 / 6.5652227))) + 0.23030873))"
28,0.00028849888,"sin((x1 / ((x1 + (x0 / 6.063138)) + (x0 / (powabs(x1, x1) / 6.063138)))) + (((x0 / powabs(x1, x1)) / powabs(x0, 0.29202718)) + 0.21686126))"
31,0.00027634518,"sin((x1 / (((x0 - 0.98915774) / x1) + x1)) + (powabs(0.8897153 / x1, 0.8011707) + (2.9442115 / ((0.8897153 / powabs(x0 / powabs(x1, x1), x1)) + sqrtabs(x0)))))"
32,0.00026059648,"sin(((x1 / (((x0 - 0.8011707) / x1) + x1)) + powabs(0.8897153 / x1, 0.8011707)) + (2.9442115 / ((0.5503122 / powabs(x0 / powabs(x1, x1), x1)) + powabs(2.1062696, x1))))"
33,0.00026044715,"sin((x1 / (((x0 - sqrtabs(0.8897153)) / x1) + x1)) + (powabs(0.8897153 / x1, 0.8011707) + (2.9442115 / ((0.6527507 / powabs(x0 / powabs(x1, x1), x1)) + powabs(2.1062696, x1)))))"
34,0.0002604297,"sin((x1 / (((x0 - sqrtabs(sqrtabs(0.8897153))) / x1) + x1)) + (powabs(0.8897153 / x1, 0.8011707) + (2.9442115 / ((0.6527507 / powabs(x0 / powabs(x1, x1), x1)) + powabs(2.1062696, x1)))))"
35,0.00024723375,"sin((x1 / (((x0 - sqrtabs(0.8897153)) / (x1 + 0.25881702)) + x1)) + ((0.8897153 / powabs(x1, 0.8011707)) + (2.9442115 / ((0.6527507 / powabs(x0 / powabs(x1, x1), x1)) + powabs(2.1062696, x1)))))"
43,0.00024645127,"((3.482701 / x0) + (((((x0 / 2.1062696) / x1) - x1) / -1.0760877) / (((((x0 / -2.3256688) / (x1 - 3.827246)) + -56.362755) / -1.1758921) + (sin(((0.5542251 - x1) + 0.5169751) / 0.47584152) / ((-2.3256688 + 24.302801) / x0))))) + sin(0.5014569)"
44,0.00020579669,"sin((x1 / ((x0 / x1) + x1)) + ((0.15155433 + (powabs(1.8365266, x1) / ((powabs(2.7782583, x1) + (x0 / x1)) + x1))) + (3.1045165 / (powabs(0.7577004 / (x0 / powabs(x1, x1)), x1) + ((powabs(1.8043606, x1) + x1) + 0.20123492)))))"
46,0.0001944072,"sin((((x1 / ((x0 / x1) + x1)) + 0.15155433) + (powabs(1.8365266, x1) / ((powabs(2.7782583, x1) + (x0 / x1)) + (6.9005165 + x1)))) + (3.1045165 / (powabs(0.7577004 / (x0 / powabs(x1, x1)), x1) + ((powabs(1.8043606, x1) + x1) + 0.20123492))))"
48,0.00019402482,"sin(((x1 / ((x0 / x1) + x1)) + powabs(0.22331315 / x1, 0.5033452)) + ((powabs(1.3152865, x1) / ((powabs(2.1897454, x1) + (x0 / x1)) + (6.9005165 + x1))) + (3.0350296 / (powabs(0.79181826 / (x0 / powabs(x1, x1)), x1) + (powabs(1.9880546, x1) + 0.62832534)))))"
50,0.00018664681,"sin(((x1 / (powabs(0.727651 / (x0 / powabs(x1, x1)), x1) + ((powabs(1.8402987, x1) + x1) + (x1 / (x0 / powabs(x1, x1)))))) + (powabs(1.7586519, x1) / ((powabs(2.6759155, x1) + (x0 / x1)) + x1))) + ((x1 / ((x0 / x1) + x1)) + 0.15374266))"
