id,view,Expression,Numpy,Math,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,dl_train,dl_val,dl_test
0,0,0.5210643478260871,"t[0]","$$\theta_{0}$$",0.5210643478260871,1,3.710652559848771e-2,3.1935576832514176e-2,1.0112652151182906e-2,3.1935576832514176e-2,4.440892098500626e-16,-5.457609253547657e-3,-2.0369553817628727e-2,22.052201772365823,17.41392568122606,-19.513966516309484
1,0,(2.0730024184951343 / Log(x0)),"(t[0] / np.log(x[:, 0]))","$$\frac{\theta_{0}}{\operatorname{log}(x_{0})}$$",2.0730024184951343,4,1.905852293942861e-3,1.631445975529367e-3,1.9416042268856854e-3,1.631445975529367e-3,0.9486383523328162,0.9486356617641548,0.804091566775979,-57.565314505086924,-61.788302163525096,-67.09205740497457
2,0,((x0 * 0.17941884705493166) ^ -0.2670484607076993),"(x[:, 0] * t[0]) ** t[1]","$${\left(x_{0} \cdot \theta_{0}\right)^{\theta_{1}}}$$",0.17941884705493166;-0.2670484607076993,5,1.2374385415384792e-3,1.2299952019132925e-3,1.4789278095914925e-3,1.2299952019132925e-3,0.9666517271132248,0.9612749116261473,0.850775752330724,-65.82407525065513,-65.98688158960964,-72.15395090621551
3,0,(Exp((Sqrt(x0) * -0.18444520491850247)) + 0.28831837047060643),"(np.exp((np.sqrt(x[:, 0]) * t[0])) + t[1])","$$\left(\operatorname{exp}(\left(\operatorname{sqrt}(x_{0}) \cdot \theta_{0}\right)) + \theta_{1}\right)$$",-0.18444520491850247;0.28831837047060643,7,1.3780342268038667e-3,1.198776531294897e-3,2.102642028266515e-3,1.198776531294897e-3,0.9628627524518214,0.962257798207112,0.7878428056116282,-57.30643442506267,-61.06959526414017,-55.49609209378571
4,0,(((x1 + 25.62293487914079) / (x0 + 43.45295563206378)) + 0.245038693011035),"(((x[:, 1] + t[0]) / (x[:, 0] + t[1])) + t[2])","$$\left(\frac{\left(x_{1} + \theta_{0}\right)}{\left(x_{0} + \theta_{1}\right)} + \theta_{2}\right)$$",25.62293487914079;43.45295563206378;0.245038693011035,9,1.1483806466872095e-3,1.1701106310389872e-3,1.78707504547188e-3,1.1701106310389872e-3,0.9690517873025004,0.9631603135331877,0.819683606285868,-58.22908779945293,-57.72377284310393,-56.57809668548943
5,0,(((x1 * 5.213791675295699) / (x0 + 36.11454067256862)) + (1.3153487945843851 / x1)),"(((x[:, 1] * t[0]) / (x[:, 0] + t[1])) + (t[2] / x[:, 1]))","$$\left(\frac{\left(x_{1} \cdot \theta_{0}\right)}{\left(x_{0} + \theta_{1}\right)} + \frac{\theta_{2}}{x_{1}}\right)$$",5.213791675295699;36.11454067256862;1.3153487945843851,11,8.55024164526944e-4,8.82342206896613e-4,1.2657024348421723e-3,8.82342206896613e-4,0.9769575795433192,0.9722203957504053,0.8722902548808895,-60.936764326596034,-60.09272313928301,-62.14986660818114
6,0,((1.29464074805231 / x1) + ((x1 * 5.493461207289388) / (x0 + 38.59735383564695))),"((t[0] / x[:, 1]) + ((x[:, 1] * t[1]) / (x[:, 0] + t[2])))","$$\left(\frac{\theta_{0}}{x_{1}} + \frac{\left(x_{1} \cdot \theta_{1}\right)}{\left(x_{0} + \theta_{2}\right)}\right)$$",1.29464074805231;5.493461207289388;38.59735383564695,11,8.488421209785085e-4,8.948446196313703e-4,1.2467574442970807e-3,8.77055005357053e-4,0.9771241821408064,0.971826770606757,0.8742018099567074,-61.13145639992251,-59.71499463146934,-62.62033006176701
7,0,((28.458931690256144 / ((x0 / (x1 + -3.479390627350637)) + 41.189264173667674)) + ((5.377967695083365 / x1) / x1)),"((t[0] / ((x[:, 0] / (x[:, 1] + t[1])) + t[2])) + ((t[3] / x[:, 1]) / x[:, 1]))","$$\left(\frac{\theta_{0}}{\left(\frac{x_{0}}{\left(x_{1} + \theta_{1}\right)} + \theta_{2}\right)} + \frac{\frac{\theta_{3}}{x_{1}}}{x_{1}}\right)$$",28.458931690256144;-3.479390627350637;41.189264173667674;5.377967695083365,15,9.8510767283609e-4,1.1753878048353069e-3,1.4621283262105063e-3,5.011178720016315e-4,0.9734519021399234,0.9629941673390328,0.8524708251074355,-50.644884991843234,-45.88995621725005,-51.120573168055465
8,0,((16.770151015146002 / ((((x0 + 7.130236934263689) / (x1 + -3.341923439287595)) + 13.594003874815968) + x1)) + ((6.415490693167052 / x1) / x1)),"((t[0] / ((((x[:, 0] + t[1]) / (x[:, 1] + t[2])) + t[3]) + x[:, 1])) + ((t[4] / x[:, 1]) / x[:, 1]))","$$\left(\frac{\theta_{0}}{\left(\left(\frac{\left(x_{0} + \theta_{1}\right)}{\left(x_{1} + \theta_{2}\right)} + \theta_{3}\right) + x_{1}\right)} + \frac{\frac{\theta_{4}}{x_{1}}}{x_{1}}\right)$$",16.770151015146002;7.130236934263689;-3.341923439287595;13.594003874815968;6.415490693167052,19,5.369761885605295e-4,5.259351696878729e-4,7.172019985892739e-4,5.341991460584712e-4,0.9855287936582666,0.9834414915656591,0.9276341089995815,-58.3981391138385,-58.95222993265637,-64.74254411892345
9,0,(((6.650843067908273 / x1) / x1) + (30.260456723948824 / (((((x0 + x0) + 14.118789084664488) / (x1 + -3.3524902161376975)) + 26.12399944077023) + x1))),"(((t[0] / x[:, 1]) / x[:, 1]) + (t[1] / (((((x[:, 0] + x[:, 0]) + t[2]) / (x[:, 1] + t[3])) + t[4]) + x[:, 1])))","$$\left(\frac{\frac{\theta_{0}}{x_{1}}}{x_{1}} + \frac{\theta_{1}}{\left(\left(\frac{\left(\left(x_{0} + x_{0}\right) + \theta_{2}\right)}{\left(x_{1} + \theta_{3}\right)} + \theta_{4}\right) + x_{1}\right)}\right)$$",6.650843067908273;30.260456723948824;14.118789084664488;-3.3524902161376975;26.12399944077023,21,6.017237336498777e-4,5.751967364216832e-4,7.37095464653519e-4,5.027118762917084e-4,0.9837838837254437,0.9818905436251844,0.9256268524670324,-52.140673327588914,-53.344539120225804,-60.67715060767522
