id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sin(Sqrt(Abs(((Abs(((Abs((Sin(Sqrt(Abs(Sin((Abs(x2) ^ t0))))) * t1)) ^ ((t2 + t3) * (x0 / t4))) * (Sin(Sin((Abs(x2) ^ t5))) * t6))) ^ (t7 + Sin(x1))) * (t8 - (Abs(t9) ^ x4)))))) / (t10 - t11)) - ((t12 * x3) + (t13 + t14))),0.24916012398515178;0.3584812811552561;0.31644338006444633;0.29102821565332454;0.3353907542290578;-0.199163219503705;4.720650871523849e-2;1.072425006667353;0.16857340205327087;0.5641065021748571;-0.6806837389376972;-0.23262795178407833;-0.6430985652943182;-0.9908728693704778;0.1292233120296653,49,0.16133191855403972,0.2451104367332418,0.8371735847509738,0.7562626615574224
