id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin((Sin((((Abs(x2) ^ (Abs(Exp(x1)) ^ t0)) + x0) / t1)) / Sqrt(Abs((Sin(t2) / Exp(x1)))))) + (((t3 * (((x3 + t4) * t5) - x4)) / (Abs(x0) ^ (t6 + (x3 * t7)))) - Sin(((((x0 * t8) - (t9 - x1)) * t10) * x1)))),-0.8346899314417738;3.1917457602318366;0.2200922739944159;-0.33186332038881095;-0.3924638715996074;-1.8588259299403114;-5.127725097373033e-2;7.082874698304326e-2;0.27426589637374815;2.073910333714821;0.20190998127906085,50,8.15592678709735e-2,0.12240969196313188,0.9214915470666375,0.8653172404599214
