Complexity,Loss,Equation
1,0.05341108,"1.80595"
5,0.03254728,"sqrtabs(sin(x0)) + 0.9598834"
6,0.030667806,"sqrtabs(sin(sin(x0))) + 1.0083356"
7,0.023805344,"sin(sqrtabs(x0 + x0)) + 0.92417467"
8,0.017285023,"sin(x0 + sin(x0)) + sqrtabs(x0)"
9,0.01201988,"sin(x0 + sin(sin(x0))) + sqrtabs(x0)"
10,0.0033514318,"sin(sin(x0) + x0) + sqrtabs(x0 + 0.25597298)"
15,0.0016825991,"sqrtabs((x0 + (powabs(powabs(0.07025247, x0) * 131.82039, x0) * 0.29612768)) + sin(x0))"
16,0.0016764029,"sqrtabs(x0 + (sin(x0) + (powabs(sin(powabs(0.070256725, x0)) * 131.82039, x0) * 0.29612815)))"
17,0.0015657215,"sqrtabs((powabs(powabs(0.08104741, x0) * 101.62024, x0) * 0.33868107) + ((sin(x0) + -0.06263868) + x0))"
19,0.0013617435,"sqrtabs((((x0 * 0.8264252) + 0.36544853) + sin(x0)) + (x0 * powabs(powabs(-0.092162415, x0) * 27.776226, x0)))"
21,0.0013546901,"sqrtabs(((x0 * (powabs(powabs(-0.09363077, x0) * 27.083807, x0) + -0.08874867)) + (x0 + 0.24335578)) + sin(x0 + 0.117270224))"
26,0.0013509518,"(sin(powabs(-1.570584, x0)) * 0.13573289) + sqrtabs(powabs(-1.4972522, sin(x0)) + ((x0 + -0.78682107) + (x0 * powabs(powabs(-0.0946955, x0) * 25.413034, x0))))"
28,0.0013144137,"sqrtabs(((sin(powabs(0.49264592, x0) * 8.900633) + x0) * -0.17268334) + (((x0 + sin(x0)) + (x0 * powabs(powabs(-0.10264881, x0) * 21.572266, x0))) + 0.51680666))"
30,0.0012428642,"sqrtabs((sin((powabs(-0.12190507, x0) * 32.84231) - -0.18869236) * 0.11423526) + (((x0 * powabs(powabs(-0.083394796, x0) * 30.58407, x0)) + x0) + sin(x0 - -0.24608302))) + 0.024839468"
38,0.0012192578,"((sin((powabs(powabs(-0.49144495, x0) * 0.11663344, x0) * 28.861273) + 0.03105932) * -0.03483184) + -0.03361538) + sqrtabs(((x0 * -0.147573) + x0) + ((sin(x0) + 0.41531917) + (x0 * powabs(powabs(-0.0934302, x0) * 28.873295, x0))))"
