Id,Expression,size,MSE_train,MSE_test,FBF_train,FBF_test,R2_train,R2_test
0,(2.185810 * Scorer_2),1,10791521.215189874,8502841.96226415,2843.52232106264,2843.52232106264,0.011185638153398347,0.010572844618387922
0,sin((1.603833 * Scorer_2)),2,9674076.35443038,7893338.1635220125,2829.4722349844665,2829.4722349844665,0.11357579287369579,0.08149732051246139
0,exp(sin((36.114323 * Scorer_2))),3,9160074.53164557,7609951.798742139,2823.8332892262224,2823.8332892262224,0.16067317370166923,0.11447337322783191
0,(41.098392 ^ sin((36.116821 * Scorer_2))),4,9002250.53164557,7494346.867924528,2825.159911580212,2825.159911580212,0.1751344006901696,0.12792565875243522
0,((1.414214 * Scorer_2) / (((-0.241996) * Scorer_1) + 0.722676)),5,8534055.696202531,6429300.729559748,2825.973681695921,2825.973681695921,0.2180345412909993,0.25185899488983077
0,(((0.796925 * Scorer_1) + (-2.391457)) ^ sin((1.577033 * Scorer_2))),6,949146.0253164558,1394672.7044025157,2501.8189284053824,2501.8189284053824,0.9130308690862342,0.837709903026598
0,(sin((0.603918 - (1.263766 * Scorer_1))) ^ sin((1.577033 * Scorer_2))),7,928789.3670886076,1439764.0251572328,2500.532002962859,2500.532002962859,0.9148961256717993,0.832462883568311
0,(((((-0.243000) * Scorer_1) + 0.719504) ^ sin((1.577033 * Scorer_2))) / (1.349268 * Subject)),8,883565.6708860759,301905932.8805031,2504.7536471904073,2504.7536471904073,0.9190399196197654,-34.13106908119531
0,((158.610641 ^ sin((36.129078 * Scorer_2))) / sin((0.088944 - (1.080001 * Scorer_1)))),9,852929.9240506329,1434486.0377358492,2495.7632162633236,2495.7632162633236,0.9218470369716864,0.8330770528194456
0,(((((-0.241746) * Scorer_1) + 0.723433) ^ sin((1.574432 * Scorer_2))) / ((0.473091 * Subject) + (0.920721 * Scorer_1))),10,712082.7341772151,18614032.10062893,2483.6768995696216,2483.6768995696216,0.9347526988700788,-1.1660086019760771
0,(((((-0.243000) * Scorer_1) + 0.719504) ^ ((3.052171 * Scorer_2) * sin((1.442695 * Scorer_2)))) / ((0.117363 * Subject) + sin((4.723678 * Scorer_1)))),13,703729.2658227849,12222310.23899371,2495.212205281523,2495.212205281523,0.935518117323639,-0.4222404350955302
0,(((((-0.243000) * Scorer_1) + 0.719504) ^ ((3.052171 * Scorer_2) * sin((1.442695 * Scorer_2)))) / ((1.349268 * Subject) + (sin((0.603918 - (1.263766 * Scorer_1))) ^ sin((35.614933 ^ sin((36.116821 * Scorer_2))))))),21,703707.3924050633,10684135.044025157,2527.5822133589168,2527.5822133589168,0.9355201215591081,-0.24325177290580813
0,(((((0.067544 * Subject) + 1.196939) / ((abs(((0.425584 * Scorer_1) + (-1.246356))) - sin(((-1.056633) * Scorer_2))) / (2.185810 * Scorer_2))) / ((0.424055 * Scorer_1) + (-1.260144))) / ((0.235892 * Subject) + sin((9.361891 * Scorer_1)))),22,699304.8101265823,42426796.27672956,2535.862855207677,2535.862855207677,0.9359235249810507,-3.9369639631478774
0,((((25.817396 ^ sin((36.072811 * Scorer_2))) / ((abs(((0.313117 * Scorer_1) + (-1.139130))) - sin(((-1.029296) * Scorer_2))) / (-0.267022))) / ((0.377647 * Scorer_1) + (-1.352228))) / ((0.000272 * Subject) + sin((4.189959 * Scorer_1)))),23,611154.4303797468,9551525.836477987,2516.805128053158,2516.805128053158,0.944000640316117,-0.11145650829242082
