id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((Abs(Log(x0)) ^ t0) / ((Abs(x54) ^ t1) / (t2 + Exp(Exp(Sin(x46)))))) + ((Exp(t3) * (Abs(Sqrt(Abs(x48))) ^ t4)) / (Abs(Log(x30)) ^ t5))),-16.82241212221115;-6.285859182576995;6.753913383398636;-67.94506576139734;10.862539855315168;-21.052803501614935,28,3.68952366728236e-2,5.0193317246387044e-2,0.6748982830840051,0.6415542147785998
