gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
85,0.0022118967,0.0015103368,0.001687777,0.0029145584,0.0031535062,0.0033712012,0.0024532743,0.0025362277,0.0043146634,0.0053168843,-1021.9309,-1039.0802,-1034.7428,-1004.75476,-998.9138,-971.7219,-992.82574,-988.9338,-959.6027,-943.8884,17,12,13,25,27,51.41,44.002,44.986,57.782,59.264
86,0.0022085146,0.0015103368,0.001687777,0.0029631958,0.0031535062,0.0033769363,0.0024532743,0.0025362277,0.0043146634,0.0053168843,-1022.0136,-1039.0802,-1034.7428,-1003.56586,-998.9138,-972.0014,-992.82574,-988.9338,-959.6027,-945.2096,17,12,13,25,27,51.596,43.502,45.008,57.466,59.692
87,0.0022085146,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033712012,0.0024533856,0.0025362277,0.0041810884,0.0048125573,-1022.0136,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.0014,-992.82574,-988.9338,-960.5564,-948.089,17,12,13,25,26,52.074,43.664,45.796,57.222,59.648
88,0.0022085146,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033712012,0.0024532664,0.0025279198,0.0041810884,0.0048125573,-1022.0136,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.0014,-992.82574,-988.9339,-960.5564,-948.089,17,12,13,25,25,51.83,44.12,45.266,57.058,58.01
89,0.0022085146,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033769363,0.0024532664,0.0025279198,0.0043146634,0.0048125573,-1022.0136,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.0014,-992.82574,-989.2204,-960.5564,-949.7369,17,12,13,25,25,51.872,44.02,45.836,57.324,58.262
90,0.0021875429,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033769363,0.0024724836,0.0025362575,0.0043146634,0.0048125573,-1022.52625,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.17725,-992.82574,-989.2204,-960.5564,-956.0882,17,12,13,25,25,51.908,44.754,45.994,57.064,57.89
91,0.0021875429,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033712012,0.0024724836,0.0025362575,0.0043146634,0.0048125573,-1022.52625,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.36304,-992.82574,-989.2204,-960.5564,-956.0882,17,12,13,25,25,51.756,44.78,46.104,56.284,57.552
92,0.0021817097,0.0015103368,0.001687777,0.0029409511,0.0031535062,0.0033712012,0.0024724836,0.0025362575,0.0043146634,0.0048125573,-1022.6688,-1039.0802,-1034.7428,-1004.1096,-998.9138,-972.36304,-992.82574,-989.2204,-960.5564,-956.43036,17,12,13,25,25,51.648,43.67,45.65,56.622,58.698
93,0.0021817097,0.0014905563,0.001687777,0.0029145584,0.0031535062,0.0033712012,0.0024731825,0.0025362575,0.0043146634,0.0048125573,-1022.6688,-1039.5637,-1034.7428,-1004.75476,-998.9138,-972.36304,-992.82574,-989.2204,-961.3917,-956.43036,17,12,13,25,25,51.136,44.108,45.572,56.558,57.992
94,0.0021817097,0.0014905563,0.001687777,0.0029145584,0.0031535062,0.0033712012,0.0024731825,0.0025362575,0.0043146634,0.0048125573,-1022.6688,-1039.5637,-1034.7428,-1004.75476,-998.9138,-972.911,-992.82574,-989.2204,-961.3917,-956.43036,17,12,13,25,25,50.76,44.152,45.324,56.758,57.626
95,0.0021817097,0.0014874397,0.001687777,0.0029145584,0.0031535062,0.0033696778,0.0024731825,0.002549916,0.0043146634,0.0048125573,-1022.6688,-1039.6399,-1034.7428,-1004.75476,-998.9138,-973.1536,-993.11224,-991.53265,-961.3917,-956.43036,17,12,13,25,25,50.788,44.234,45.37,56.542,57.426
96,0.0021776548,0.0014874397,0.001687777,0.0029145584,0.0031535062,0.0033696778,0.0024731825,0.0025576218,0.0043146634,0.0048125573,-1022.76794,-1039.6399,-1034.7428,-1004.75476,-998.9138,-973.1536,-993.11224,-991.53265,-962.55914,-956.9569,17,12,13,25,25,50.904,43.592,44.978,57.07,58.636
97,0.0021770329,0.0014874397,0.001687777,0.0029145584,0.0031535062,0.0033696778,0.0024731825,0.0025576218,0.0043146634,0.0048125573,-1022.78314,-1039.6399,-1034.7428,-1004.75476,-998.9138,-973.1558,-993.11224,-991.53265,-962.55914,-956.9569,17,12,13,25,25,50.778,43.242,45.522,57.614,59.182
98,0.002145154,0.0014874397,0.0016654661,0.002888349,0.0031058632,0.0033582381,0.0024731825,0.0025576218,0.0041571585,0.0047067357,-1023.56244,-1039.6399,-1035.2881,-1005.39545,-1000.0784,-973.1685,-993.11224,-991.53265,-962.70105,-956.9569,17,12,13,25,26,50.442,42.43,44.878,57.486,58.296
99,0.002145154,0.0014874397,0.0016654661,0.0029145565,0.0031058632,0.0033468874,0.0024731825,0.0026030792,0.0041767135,0.0047067357,-1023.56244,-1039.6399,-1035.2881,-1004.7548,-1000.0784,-973.1685,-993.11224,-991.53265,-962.70105,-958.26215,17,13,13,25,25,51.326,42.114,45.056,58.0,59.094
100,0.0021324547,0.0014766935,0.0016446267,0.0029145565,0.0031058632,0.0033388804,0.0024724817,0.0025580232,0.0041767135,0.0047067357,-1023.87286,-1039.9026,-1035.7975,-1004.7548,-1000.0784,-973.1685,-993.364,-991.9152,-963.4081,-958.26215,17,13,13,25,25,50.642,43.006,45.056,57.382,59.124
101,0.002145154,0.0014766935,0.0016446267,0.0029145565,0.0031058632,0.0033379586,0.0024724817,0.0025580232,0.0041571585,0.0045964713,-1023.56244,-1039.9026,-1035.7975,-1004.7548,-1000.0784,-973.1685,-993.3983,-992.8256,-963.7323,-958.26215,17,13,13,24,25,50.672,43.194,44.63,56.842,59.064
102,0.0021324547,0.0014766935,0.0016446267,0.0028704314,0.002963196,0.0033379954,0.0024533856,0.0025576218,0.0041571585,0.0045964713,-1023.87286,-1039.9026,-1035.7975,-1005.83344,-1003.56586,-973.6081,-993.3983,-992.8256,-965.1666,-958.27734,17,13,13,24,25,51.522,43.41,44.9,56.142,58.034
103,0.0021324547,0.0014766935,0.0016446267,0.0028704314,0.002963196,0.003344198,0.0024533856,0.0025576218,0.00417628,0.004637009,-1023.87286,-1039.9026,-1035.7975,-1005.83344,-1003.56586,-973.6081,-993.3983,-992.8256,-965.1666,-958.26215,17,13,13,24,25,50.892,43.056,44.792,56.034,58.328
104,0.0021324547,0.0014766935,0.0016446267,0.0028704314,0.002963196,0.003344825,0.0024533856,0.0025576218,0.00417628,0.0045964713,-1023.87286,-1039.9026,-1035.7975,-1005.83344,-1003.56586,-973.85425,-993.3983,-992.8256,-965.1666,-958.27734,17,13,13,24,25,50.832,42.488,45.23,57.002,57.996
105,0.0021324547,0.0014766935,0.0016446267,0.0028704314,0.002963196,0.003345181,0.0024533856,0.0025576218,0.00417628,0.0045964713,-1023.87286,-1039.9026,-1035.7975,-1005.83344,-1003.56586,-973.85425,-993.3983,-992.8256,-965.21387,-958.26215,17,13,13,24,25,50.38,43.238,45.4,56.484,58.256
106,0.0021770294,0.0014766935,0.0016446267,0.0028704314,0.002963196,0.003347278,0.002453422,0.002536278,0.0041810884,0.0045964713,-1022.78326,-1039.9026,-1035.7975,-1005.83344,-1003.56586,-974.0132,-993.3983,-992.8256,-965.21387,-958.27734,17,13,13,24,25,50.23,42.806,45.472,57.736,59.744
107,0.002145154,0.0014874397,0.0016654661,0.0028704314,0.002963196,0.0033379954,0.002453422,0.002536278,0.004157132,0.004530675,-1023.56244,-1039.6399,-1035.2881,-1005.83344,-1003.56586,-974.63794,-993.3983,-992.8256,-965.21387,-958.27734,17,13,13,24,25,50.212,43.814,45.6,56.318,58.562
108,0.002145154,0.0014874397,0.0016654661,0.0028934588,0.002963196,0.0033225024,0.002453422,0.002536278,0.004157132,0.004530675,-1023.56244,-1039.6399,-1035.2881,-1005.2705,-1003.56586,-974.63794,-993.3983,-992.8256,-965.2245,-958.27734,17,13,13,24,25,50.276,43.496,45.004,56.966,59.126
109,0.002145154,0.0014766935,0.0016654661,0.0028934588,0.002963196,0.0033379954,0.002453422,0.002536278,0.00417495,0.004530675,-1023.56244,-1039.9026,-1035.2881,-1005.2705,-1003.56586,-974.7324,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,24,25,49.886,43.078,44.744,57.044,58.402
110,0.002145154,0.0014766935,0.0016654661,0.0028934588,0.002963196,0.0033225024,0.002453422,0.002536278,0.004157132,0.004530675,-1023.56244,-1039.9026,-1035.2881,-1005.2705,-1003.56586,-974.7324,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,24,25,50.244,43.366,44.624,55.824,59.122
111,0.0021221093,0.0014766935,0.0016654661,0.0028934588,0.0029631958,0.0033225024,0.002453422,0.0025576218,0.004156529,0.004530675,-1024.1257,-1039.9026,-1035.2881,-1005.2705,-1003.56586,-974.7324,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,24,25,50.534,42.974,44.88,56.084,58.758
112,0.0021221093,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033247396,0.002453422,0.0025576218,0.004157132,0.004530675,-1024.1257,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.8703,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,23,25,49.934,42.56,45.064,55.186,58.958
113,0.0021221093,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033225024,0.002453422,0.0025576218,0.00417628,0.0045964713,-1024.1257,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,23,25,50.136,42.71,44.73,54.664,58.55
114,0.0021221093,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033225024,0.002453422,0.0025576218,0.00417628,0.0045964713,-1024.1257,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,23,25,49.772,42.828,44.836,54.95,58.41
115,0.0021221093,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033225024,0.002453422,0.0025576218,0.00417628,0.0045964713,-1024.1257,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.3983,-992.8256,-965.5633,-958.8202,17,13,13,23,25,49.724,42.644,44.734,55.78,58.06
116,0.0021194445,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033379954,0.002453422,0.0025576218,0.00417628,0.0045964713,-1024.1909,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.3983,-992.8256,-966.25433,-961.29987,17,13,13,23,25,49.492,43.024,43.962,55.254,58.638
117,0.0021194445,0.0014874397,0.0016935287,0.0028934588,0.0029631958,0.0033379954,0.002453422,0.0025576218,0.004156529,0.004530675,-1024.1909,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.56036,-992.82574,-966.25433,-961.16376,17,12,13,23,25,49.404,42.692,44.646,55.062,57.882
118,0.0021221107,0.0014874397,0.0016935287,0.002894449,0.002963196,0.0033225024,0.002453422,0.0025576795,0.004156529,0.004530675,-1024.1257,-1039.6399,-1034.6022,-1005.24634,-1003.56586,-974.9872,-993.56036,-992.82574,-966.63354,-962.70105,17,12,13,23,25,49.722,43.504,44.398,55.86,57.776
119,0.0021221107,0.0014874397,0.0016935287,0.002894449,0.003006552,0.0033225024,0.002453422,0.0025576795,0.004157132,0.004529807,-1024.1257,-1039.6399,-1034.6022,-1005.24634,-1002.50604,-974.9872,-993.56036,-992.82574,-966.7587,-962.70105,17,12,13,23,25,49.43,42.512,44.972,56.066,57.926
120,0.0021221107,0.0014874397,0.0016935287,0.0028934588,0.002963196,0.003319891,0.002453422,0.0025576795,0.004156529,0.004529807,-1024.1257,-1039.6399,-1034.6022,-1005.2705,-1003.56586,-974.9872,-993.56036,-992.82574,-966.7587,-962.70105,17,12,13,23,25,49.326,41.858,45.018,55.25,57.246
121,0.0021221107,0.0014874397,0.0016935287,0.0028433371,0.0029631958,0.003319891,0.002453422,0.0025576795,0.004156529,0.004529807,-1024.1257,-1039.6399,-1034.6022,-1006.4957,-1003.56586,-974.9872,-993.59717,-992.82574,-966.7587,-962.70105,17,12,13,23,25,49.786,42.744,44.698,55.988,58.012
122,0.0021221107,0.0014874397,0.0016935287,0.0028433371,0.0029631958,0.003319891,0.002453422,0.0025576795,0.004156529,0.004529807,-1024.1257,-1039.6399,-1034.6022,-1006.4957,-1003.56586,-974.9872,-993.59717,-992.82574,-966.7587,-962.70105,17,12,13,23,25,49.942,41.962,44.35,54.728,57.394
123,0.0021221107,0.0014874397,0.0016935287,0.0028433371,0.0029631958,0.0033225024,0.0024533856,0.0025361972,0.004156529,0.004547614,-1024.1257,-1039.6399,-1034.6022,-1006.4957,-1003.56586,-974.9872,-993.59717,-992.82574,-966.7587,-962.70105,17,12,13,23,25,50.04,42.632,44.664,55.012,57.774
124,0.0021221107,0.0014874397,0.0016935287,0.0028433371,0.0029631958,0.0033225024,0.0024533856,0.0025361972,0.004156529,0.004547614,-1024.1257,-1039.6399,-1034.6022,-1006.4957,-1003.56586,-975.22614,-993.59717,-992.82574,-966.7587,-962.70105,17,12,13,23,25,50.126,42.442,44.802,54.438,56.614
125,0.0021221107,0.0014874397,0.0016935287,0.002787234,0.0029145565,0.003319891,0.0024533856,0.0025361972,0.004156529,0.004547614,-1024.1257,-1039.6399,-1034.6022,-1007.8671,-1004.7548,-975.22614,-993.59717,-992.82574,-966.7587,-965.02936,17,13,13,23,25,50.354,42.728,44.606,55.224,56.588
126,0.0021194445,0.0014874397,0.0016935287,0.0027572052,0.0029145563,0.0033225024,0.0024533856,0.0025361972,0.004157132,0.0045630224,-1024.1909,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-975.4797,-993.59717,-992.82574,-966.7587,-965.02936,17,13,13,23,25,50.314,43.502,45.016,55.322,57.534
127,0.0021194445,0.0014874397,0.0016935287,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156529,0.004547614,-1024.1909,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-975.89044,-993.59717,-992.82574,-966.7587,-965.02936,17,13,13,23,25,50.076,44.39,45.064,55.868,58.248
128,0.0021194445,0.0014874397,0.0016935287,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156529,0.004547614,-1024.1909,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-975.89044,-993.59717,-992.82574,-966.7587,-965.042,17,13,13,23,25,49.698,43.5,44.726,55.772,56.986
129,0.0021221107,0.0014874397,0.0016935287,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156529,0.004547614,-1024.1257,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-975.89044,-993.59717,-992.82574,-967.4341,-965.1996,17,13,13,23,25,49.952,43.39,44.016,55.87,57.556
130,0.0021324547,0.0014874397,0.0016935295,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-975.89044,-993.56036,-992.82574,-967.4341,-965.1996,17,13,13,23,25,50.07,42.716,44.088,55.522,56.932
131,0.0021324547,0.0014874397,0.0016935295,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-976.0164,-993.56036,-992.82574,-967.4341,-965.1996,17,13,13,23,25,49.598,43.75,44.89,54.826,56.498
132,0.0021324547,0.0014874397,0.0016935295,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-976.0164,-993.56036,-992.82574,-967.446,-965.1996,17,13,13,23,25,49.972,43.056,45.044,55.344,56.12
133,0.0021324547,0.0014874397,0.0016935295,0.0027572052,0.0029145563,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1008.6012,-1004.7548,-976.1216,-993.56036,-992.82574,-967.4486,-965.1996,17,13,13,23,25,50.224,42.512,44.864,54.584,55.92
134,0.0021283196,0.0014874397,0.0016935295,0.0027305938,0.002894449,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.97394,-1039.6399,-1034.6022,-1009.25165,-1005.24634,-976.18866,-993.56036,-992.82574,-967.6483,-965.1996,17,13,13,23,25,50.216,43.124,44.79,55.212,55.74
135,0.0021283196,0.0014874397,0.0016935295,0.0027305938,0.002894449,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.97394,-1039.6399,-1034.6022,-1009.25165,-1005.24634,-976.18866,-993.56036,-992.82574,-967.4486,-965.1996,17,13,13,23,25,49.98,41.976,44.208,54.98,57.282
136,0.0021324547,0.0014874397,0.0016935295,0.0027305938,0.002894449,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1009.25165,-1005.24634,-976.18866,-993.56036,-992.82574,-967.4486,-965.1996,17,13,13,23,25,49.94,41.912,44.314,54.696,56.292
137,0.0021324547,0.0014874397,0.0016935295,0.0027305938,0.002894449,0.0033379954,0.002453422,0.0025361972,0.004156594,0.004547614,-1023.87286,-1039.6399,-1034.6022,-1009.25165,-1005.24634,-976.18866,-993.56036,-992.82574,-967.4486,-965.1996,17,13,13,23,25,49.634,43.254,44.176,54.59,56.534
138,0.0021283196,0.0014766915,0.0016654661,0.0027305938,0.0028875642,0.003346794,0.0024724812,0.002543185,0.004053923,0.0043146634,-1023.97394,-1039.9026,-1035.2881,-1009.25165,-1005.4146,-976.18866,-993.56036,-992.82574,-968.4736,-965.21387,17,13,13,23,25,49.946,42.836,44.456,55.166,57.512
139,0.0021283196,0.0014766915,0.0016654661,0.0027305938,0.0028667136,0.0033539154,0.0024724812,0.0025576795,0.004053923,0.0043146634,-1023.97394,-1039.9026,-1035.2881,-1009.25165,-1005.9243,-976.18866,-993.56036,-992.82574,-967.7458,-965.21387,17,13,13,23,25,50.074,41.718,43.486,54.906,55.45
140,0.0021221107,0.0014766915,0.0016654661,0.0026403011,0.0028667136,0.0033539154,0.002455744,0.002543185,0.004053923,0.0043146634,-1024.1257,-1039.9026,-1035.2881,-1011.4588,-1005.9243,-976.55176,-993.56036,-992.82574,-967.80365,-965.1996,17,13,13,23,24,50.082,40.752,43.504,54.752,56.936
141,0.0021221107,0.0014766915,0.0016654661,0.0026403011,0.0028667136,0.0033539154,0.0024568415,0.002543185,0.004053923,0.0043146634,-1024.1257,-1039.9026,-1035.2881,-1011.4588,-1005.9243,-976.55176,-993.3983,-992.82574,-967.8161,-965.1996,17,13,13,23,24,49.98,41.404,43.654,54.868,56.16
142,0.0021221107,0.0014766889,0.0016654661,0.0026403011,0.0028667136,0.0033539154,0.0024568415,0.002543185,0.004053923,0.0043146634,-1024.1257,-1039.9027,-1035.2881,-1011.4588,-1005.9243,-976.55176,-993.3983,-992.82574,-967.8161,-965.1996,17,13,13,23,24,50.432,39.418,44.406,55.184,56.5
143,0.0021221107,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033582381,0.0024568415,0.002543185,0.004053923,0.0043146634,-1024.1257,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0355,-993.3983,-992.82574,-968.5247,-965.1996,17,12,13,23,24,49.842,40.582,45.09,54.794,56.496
144,0.0021283196,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033582381,0.0024568415,0.0025365294,0.004053923,0.0043146634,-1023.97394,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0355,-993.47003,-992.82574,-968.679,-965.1996,17,12,13,23,24,49.95,40.166,44.066,54.908,57.636
145,0.0021155963,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033645132,0.0024568415,0.0025365467,0.004053923,0.0043146634,-1024.2849,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0355,-993.3983,-992.82574,-968.679,-965.1996,17,12,13,23,24,49.246,41.658,44.75,55.612,57.044
146,0.0021083716,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033645132,0.0024568415,0.0025365467,0.004053923,0.0043146634,-1024.4615,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0355,-993.3983,-992.82574,-968.679,-965.1996,17,12,13,23,25,49.42,41.626,44.866,55.66,57.084
147,0.0021083716,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033645132,0.0024724812,0.00255781,0.004053923,0.0043146634,-1024.4615,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0355,-993.3983,-992.82574,-968.679,-965.1996,17,12,13,23,25,48.606,41.108,45.226,55.296,56.704
148,0.0021083716,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033645132,0.0024724812,0.00255781,0.004053923,0.0043146634,-1024.4615,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.0915,-993.3983,-992.82574,-969.07306,-965.1996,17,12,13,23,25,48.778,40.962,45.442,55.96,57.108
149,0.0021083716,0.0014766889,0.0016654661,0.0027305938,0.0028667136,0.0033712022,0.0024731825,0.0026030792,0.004156594,0.0045630224,-1024.4615,-1039.9027,-1035.2881,-1009.25165,-1005.9243,-978.2463,-993.3983,-992.82574,-969.1007,-965.1996,17,12,13,23,24,48.984,41.79,44.92,55.258,57.49
150,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033712022,0.0024731825,0.0026030792,0.004090738,0.0042616352,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.3983,-992.82574,-969.1007,-965.1996,17,12,13,23,24,49.67,41.864,44.422,55.236,56.634
151,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026032317,0.004053923,0.0042616352,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.3983,-992.82574,-969.1007,-965.1996,17,12,13,23,24,49.92,41.918,44.712,54.996,57.494
152,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026032317,0.004053923,0.0042616352,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.56036,-992.82574,-969.1007,-965.1996,17,12,13,23,24,50.042,42.936,43.904,55.014,55.988
153,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026032317,0.004053923,0.0042616236,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.56036,-992.82574,-969.1007,-967.216,17,12,13,23,24,50.054,40.232,43.28,55.04,56.91
154,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033712017,0.0024731825,0.0026369642,0.004053923,0.0042616236,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.7194,-992.82574,-969.1007,-967.70154,17,12,13,23,24,50.124,40.282,44.16,55.308,56.66
155,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004053923,0.0042616236,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.7194,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.842,40.924,44.224,55.104,56.996
156,0.0020918916,0.0014766889,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004053923,0.0042616236,-1024.8644,-1039.9027,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.7194,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.372,40.692,43.9,54.454,56.614
157,0.0020918916,0.0014766963,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004053923,0.0042615104,-1024.8644,-1039.9025,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.7194,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.198,41.604,43.784,54.396,55.526
158,0.0020918916,0.0014766963,0.0016446267,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004053923,0.0042615104,-1024.8644,-1039.9025,-1035.7975,-1009.25165,-1005.9243,-978.53,-993.7194,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.538,41.59,43.24,54.966,56.16
159,0.0020918914,0.0014667764,0.0015888877,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.058,40.592,43.812,54.698,55.992
160,0.0020918914,0.0014667764,0.0015888877,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.994,41.2,43.018,54.352,55.94
161,0.0020918914,0.0014667764,0.0015888877,0.0027305938,0.0028667136,0.0033645132,0.0024731825,0.0026369642,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.966,41.256,43.972,54.628,56.328
162,0.0020918914,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033645132,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.884,41.98,44.644,54.274,55.964
163,0.002091891,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.68,42.94,44.082,54.03,55.642
164,0.002091891,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.088,42.852,43.756,54.558,55.964
165,0.002091891,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,49.528,43.04,44.048,54.486,55.95
166,0.0020918904,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.43,42.254,43.996,54.95,57.448
167,0.0020918904,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.002636992,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-978.53,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,24,50.136,42.042,44.756,54.956,56.518
168,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,25,49.784,42.836,44.288,55.116,57.288
