gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.6922116,0.52910244,0.5993227,0.7313295,0.7313298,0.7122051,0.55399096,0.5871977,0.79419076,0.79824513,206.24612,182.70822,194.21448,210.83633,210.83636,219.33325,207.5922,210.79706,238.15392,245.49403,12.542316,3.295837,3.295837,39.55004,39.758507,4.475259,2.3532612,3.239907,6.38136,6.587727,7,3,3,16,18,6.082,5.818,5.842,6.278,6.382
2,0.65265375,0.5251181,0.53087974,0.71656966,0.7312677,0.709084,0.513764,0.5356324,0.79419076,0.79551363,201.33257,182.08084,182.98656,209.13388,210.82927,218.5226,203.12576,204.81598,245.49403,254.73254,14.4849415,5.5451775,5.5451775,39.143948,39.758507,4.5873146,2.353261,3.239907,9.4090185,9.7826805,9,4,4,17,17,6.03,5.678,5.714,6.366,6.37
3,0.60764074,0.41400215,0.5251181,0.71031815,0.730202,0.64148873,0.4683987,0.513764,0.79419076,0.79551363,195.22733,163.32541,182.08084,208.4022,210.70749,219.62146,203.12576,204.81598,253.57323,254.73254,21.501114,5.5451775,6.931472,57.56463,59.94738,4.5873146,2.3562639,3.2510755,9.4090185,10.928417,11,4,5,25,25,6.138,5.544,5.712,6.672,6.694
4,0.591707,0.41198123,0.5251181,0.69221175,0.71007735,0.5911095,0.4683987,0.5288448,0.79419076,0.80059516,192.53094,162.47195,182.08084,206.24614,208.3739,217.7967,202.76054,204.53891,254.73254,255.3273,21.501114,8.04719,8.04719,57.56463,59.94738,5.105805,3.6973605,3.946928,14.033367,16.19885,11,5,5,25,25,6.57,5.854,5.966,7.172,7.646
5,0.5732671,0.41198123,0.4906204,0.6151967,0.6337678,0.55091727,0.37163293,0.5207192,0.74106395,0.75225043,190.50305,161.94127,177.50368,195.22131,198.88068,215.59912,201.1935,203.22563,232.39151,246.63586,17.917595,10.750557,10.750557,57.549488,59.94738,5.477909,3.6973605,4.089241,10.4780655,10.845071,10,6,6,24,25,7.036,6.164,6.4,8.446,9.256
6,0.5635976,0.41198123,0.46967924,0.59473044,0.5983987,0.55285376,0.3562319,0.4512638,0.73351574,0.74106395,189.08261,161.94127,175.74983,193.5722,194.08565,215.74185,198.08803,202.82469,244.77989,253.57323,17.917595,10.750557,10.750557,55.151592,57.549488,5.477909,3.8540292,4.155164,10.4780655,25.030506,10,6,6,23,24,7.556,6.562,6.946,9.268,10.216
7,0.52824974,0.41198123,0.43192628,0.58348703,0.5835958,0.54624206,0.42362314,0.4512638,0.6542027,0.6819571,182.57434,161.94127,166.86447,191.97852,191.9941,212.49234,193.86105,198.08803,226.48605,229.63521,22.873857,11.266066,11.266066,36.841362,55.151592,5.748898,4.155164,4.2476153,10.408098,10.4780655,11,7,7,17,23,8.348,7.482,7.64,10.742,11.824
8,0.52706426,0.4032485,0.42024764,0.57060194,0.5722324,0.5582848,0.42362314,0.45003584,0.645319,0.6819571,182.38788,160.16301,164.57565,190.11395,190.3522,212.68251,193.86105,198.08803,245.78827,269.19437,31.172638,11.266066,11.266066,59.32506,67.14107,6.1653385,4.040909,4.2476153,14.824128,17.683544,14,7,7,27,28,9.312,7.906,8.234,12.062,12.686
9,0.5230349,0.3982676,0.4138012,0.57060194,0.5722324,0.5555027,0.42362314,0.44996676,0.659411,0.6819571,181.75092,159.13141,163.28487,190.11395,190.3522,216.02237,197.45644,201.6199,245.78827,269.21063,35.155594,11.266066,14.4849415,59.32506,67.14107,6.295311,3.4463744,5.0525417,11.951587,14.779467,17,7,9,27,28,9.928,8.486,8.502,13.544,14.134
10,0.48677176,0.3830306,0.39829507,0.57060194,0.57223237,0.531333,0.33691248,0.42892355,0.6507525,0.6819571,176.84608,156.83276,159.13715,190.11395,190.35219,216.02237,195.40208,197.45644,259.26346,268.08942,35.83519,11.266066,14.334076,67.14107,85.19565,7.499757,3.5896866,4.1875896,15.861771,16.906588,19,7,8,28,37,11.072,9.386,9.774,14.934,15.804
