id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs(Sqrt(Abs(Exp(((Sin((x2 + (t0 / x1))) * x3) - t1))))) ^ (t2 * Sin(x2))) + t3),1.757592752147743;3.957363711929918;1.138532163652799;6.381245061688652,19,2.42517437431992e-3,4.491099602055399e-3,0.982861074974424,0.9717713930178633
