id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((t0 * (Abs((t1 / x2)) ^ t2)) - (((t3 * x1) / x3) - t4)) - (t5 / x4)),8.129575183131934;4.470393584155909;-11.974726563351881;0.5104529231159853;6.894686656974575;-1.4445599085680607,19,1.6430611198541248e-3,3.1775334765938835e-3,0.9883883395586696,0.9800277545298037
