id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((Abs(Sin(x4)) ^ x1) * t0) + t1) * ((x0 + Exp((Sin(Sqrt(Abs((x8 - (t2 - (Abs((((x7 + t3) - x8) + x4)) ^ Sqrt(Abs(x0)))))))) + Log(Exp((Sqrt(Abs(Sqrt(Abs(x0)))) / Exp(x8))))))) - Sqrt(Abs((Abs(Sqrt(Abs((Sqrt(Abs(t4)) / x6)))) ^ ((t5 / x1) - x0)))))),0.8227667815969635;14.62054588702167;-62.15419025977199;29.478635620350875;-0.542060080584812;32.05540891158234,50,144.13318911247424,142.63445810513713,0.4183216853763191,0.4302094950770834
