Complexity,Loss,Equation
1,1277.9684,"71.75035"
3,197.50706,"24037.17 / x0"
5,63.342216,"(35186.316 / x0) - 38.396507"
6,59.802567,"(3794.1785 / log(x0)) - 582.68207"
7,58.539173,"(60801.934 / (x0 + 92.21617)) - 73.47791"
9,58.42687,"(powabs(x0 + 190.85176, -1.5928369) * 2.3671745e6) - 41.403214"
10,56.27002,"sqrtabs(x1 + 570.26917) + ((35186.19 / x0) + -67.73829)"
11,43.000565,"powabs(x0, -1.582494) * (powabs(0.49592665, powabs(0.9632707, x1)) * 653072.44)"
13,40.747845,"powabs(x0 + 1.1868364, -1.582494) * (powabs(0.49592665, powabs(0.9632707, x1)) * 653072.44)"
15,11.754291,"(powabs(((592.8432 / (x1 + -0.3715134)) + 110.14067) + x0, -1.6729252) * 2.3671745e6) + -19.262981"
22,5.7324953,"powabs(powabs(896.74567, powabs(x1 + 0.44363147, -0.20930095)) + ((powabs(0.01919294, sin(x0 + x0)) + -23.577051) + x0), -1.7427821) * 1.567488e6"
23,5.7319345,"powabs(powabs(896.74567, powabs(x1 + sin(0.44363147), -0.20930095)) + ((powabs(0.01919294, sin(x0 + x0)) + -23.577051) + x0), -1.7427821) * 1.567488e6"
24,3.9379315,"2.2551775e6 * powabs(powabs(570.26917, powabs(x1 + 0.06347719, -0.17578761)) + (powabs(0.026682818, sin((x0 + x0) + 0.35161746)) + (x0 + -29.931528)), -1.807272)"
26,3.5624325,"powabs((x0 + -187.10393) + powabs(powabs(x0, powabs(x1 + -0.30886883, -0.15689582)) + 109.9722, powabs(powabs(x0, sin(x0 + 1.3181462)), 0.03387243)), -1.9193981) * 2.3665918e6"
28,2.2039468,"powabs(powabs(powabs(x0 + x0, powabs(x1 + -0.17291048, -0.17291048)) + 95.03356, powabs(powabs(x0, sin(x0 + 1.1834209)), 0.03785511)) + (x0 + -136.09476), -1.8755755) * 2.3671745e6"
30,2.2025785,"powabs(powabs(powabs(x0 + x0, powabs(x1 + -0.17291048, -0.17291048)) + 95.03356, powabs(powabs(x0 + -3.6681066, sin(x0 + 1.1834209)), 0.03785511)) + (x0 + -136.09476), -1.8755755) * 2.3671745e6"
32,2.2010264,"powabs(powabs(powabs(x0 + (x0 + -1.7673573), powabs(x1 + -0.17291048, -0.17291048)) + 95.03356, powabs(powabs(x0 + -3.6681066, sin(x0 + 1.1834209)), 0.03785511)) + (x0 + -136.09476), -1.8755755) * 2.3671745e6"
36,2.177733,"powabs((powabs(powabs(x0 + x0, powabs(x1 + 0.03907885, -0.17172562)) + 95.03366, powabs(powabs(x0, sin(x0 + 1.1838615)), 0.038509138)) + (x0 + -137.81253)) + powabs(powabs(0.03907885, x1 + -1.8780409), 1.7725928), -1.8780409) * 2.3671742e6"
