gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
22,0.060388494,0.04588847,0.048900858,0.08299283,0.08755677,0.13893357,0.070719965,0.088376835,0.15683796,0.16385941,10.9921875,-86.6226806640625,-64.01962280273438,124.02545166015625,143.05648803710938,197.46969604492188,45.592437744140625,55.226680755615234,3.4028234663852886e38,3.4028234663852886e38,111.8208,47.213226,52.959457,210.99713,260.65564,35.90088,13.83673,15.365515,3.4028235e38,3.4028235e38,43,19,23,76,92,39.29286,34.878174,35.72038,43.82443,45.425148
23,0.060388494,0.045599673,0.048900858,0.08299283,0.08755677,0.14293857,0.07428625,0.088376835,0.15683796,0.16385941,10.9921875,-88.86709594726562,-64.01962280273438,124.02545166015625,143.05648803710938,197.46969604492188,40.74402618408203,55.226680755615234,3.4028234663852886e38,3.4028234663852886e38,117.43184,47.213226,52.18304,219.04176,263.48883,34.73507,12.234317,15.153761,3.4028235e38,3.4028235e38,45,19,23,82,93,40.47983,36.07126,36.880436,44.574734,46.255447
24,0.059559543,0.044481672,0.047529545,0.08299283,0.08755677,0.14130053,0.0684025,0.088376835,0.15699954,0.16950417,6.078460693359375,-97.69174194335938,-74.1312255859375,124.02545166015625,143.05648803710938,197.1759796142578,45.592437744140625,65.3907241821289,3.4028234663852886e38,3.4028234663852886e38,127.4946,50.536167,59.867214,232.3235,271.69495,36.52729,14.331308,15.7765255,3.4028235e38,3.4028235e38,48,21,25,83,93,41.615696,37.151962,38.075893,45.727116,47.193115
25,0.059116464,0.044481672,0.04662311,0.08192078,0.08755677,0.14130053,0.0684025,0.088376835,0.15683796,0.16385941,3.423919677734375,-97.69174194335938,-80.9764404296875,119.40339660644531,143.05648803710938,197.46969604492188,40.74402618408203,65.3907241821289,3.4028234663852886e38,3.4028234663852886e38,135.85684,47.213226,52.18304,219.04176,260.65564,36.66646,14.424736,16.21272,3.4028235e38,3.4028235e38,50,19,23,82,92,42.65567,38.133614,38.813705,46.89456,48.314034
26,0.058421355,0.04405373,0.04662311,0.08192078,0.086169176,0.13722324,0.06763248,0.08557685,0.15680654,0.16385941,-0.78094482421875,-101.12844848632812,-80.9764404296875,119.40339660644531,137.37741088867188,197.76011657714844,40.74402618408203,65.3907241821289,3.4028234663852886e38,3.4028234663852886e38,135.40251,47.957905,52.18304,244.38843,271.69495,38.445065,15.33055,16.65015,3.4028235e38,3.4028235e38,51,20,23,87,95,43.427437,39.315216,39.52965,47.605724,48.866665
27,0.058421355,0.04405373,0.04662311,0.08138428,0.0854219,0.13893357,0.06904167,0.0907602,0.16015363,0.26905003,-0.78094482421875,-101.12844848632812,-80.9764404296875,117.06753540039062,134.28099060058594,206.18975830078125,40.74402618408203,52.566261291503906,3.4028234663852886e38,3.4028234663852886e38,133.08426,47.213226,52.18304,241.21523,269.15527,41.28521,15.365515,19.056078,3.4028235e38,3.4028235e38,50,19,22,83,94,44.419174,40.222664,40.704,48.61832,49.54577
28,0.05713237,0.04405373,0.046241764,0.08138428,0.0854219,0.13807772,0.06560751,0.084879525,0.15786414,0.26905003,-8.712371826171875,-101.12844848632812,-83.89614868164062,117.06753540039062,134.28099060058594,207.32986450195312,41.558956146240234,63.67850875854492,3.4028234663852886e38,3.4028234663852886e38,135.94232,43.749115,59.63776,244.38843,276.77725,42.92244,15.365515,19.719662,3.4028235e38,3.4028235e38,53,19,24,84,95,45.043144,41.0705,41.927666,49.49043,50.470688
29,0.056702815,0.04405373,0.04588847,0.08138428,0.08492305,0.13739024,0.06560751,0.084879525,0.15786414,0.17573503,-11.395294189453125,-101.12844848632812,-86.6226806640625,117.06753540039062,132.19883728027344,197.76011657714844,40.17668914794922,63.67850875854492,3.4028234663852886e38,3.4028234663852886e38,141.63968,43.749115,59.63776,241.21523,271.69495,39.092236,16.21272,21.213676,3.4028235e38,3.4028235e38,53,19,24,84,94,45.907803,42.133453,42.63255,50.204723,51.12422
30,0.056126222,0.04405373,0.04576067,0.08059301,0.084342405,0.13656591,0.06560751,0.084879525,0.15730253,0.1660143,-15.028778076171875,-101.12844848632812,-87.61410522460938,113.59425354003906,129.7598419189453,195.0161895751953,40.17668914794922,71.43912506103516,3.4028234663852886e38,3.4028234663852886e38,142.5091,43.749115,69.25363,241.21523,269.15527,39.17563,16.21272,21.213676,3.4028235e38,3.4028235e38,54,19,27,84,93,46.491253,42.83303,43.463196,50.60181,51.39697
31,0.05586194,0.043868773,0.04576067,0.08059301,0.084342405,0.13627025,0.06730211,0.090302095,0.15786414,0.18678035,-16.7066650390625,-102.6241455078125,-87.61410522460938,113.59425354003906,129.7598419189453,202.15919494628906,45.592437744140625,74.40974426269531,3.4028234663852886e38,3.4028234663852886e38,153.1897,47.213226,71.93686,245.6816,269.15527,45.035465,16.21272,22.038431,3.4028235e38,3.4028235e38,56,19,30,86,93,47.197693,43.716724,44.14765,51.14706,51.9875
32,0.055467974,0.043796875,0.044936635,0.079707906,0.084342405,0.13656591,0.06730211,0.085864075,0.16193767,0.248691,-19.2227783203125,-103.20724487304688,-94.07412719726562,109.66842651367188,129.7598419189453,217.82009887695312,49.11077117919922,78.86687469482422,3.4028234663852886e38,3.4028234663852886e38,155.82674,47.213226,77.032104,260.13345,276.77725,47.41095,16.21272,21.781593,3.4028235e38,3.4028235e38,57,19,31,90,94,47.923447,44.57947,44.93272,51.721664,52.366486
33,0.055302132,0.043796875,0.04484879,0.079707906,0.084342405,0.13503881,0.06730211,0.085864075,0.15866293,0.21186057,-20.2872314453125,-103.20724487304688,-94.769775390625,109.66842651367188,129.7598419189453,217.82009887695312,49.11077117919922,78.86687469482422,3.4028234663852886e38,3.4028234663852886e38,157.06691,47.213226,71.93686,260.13345,276.77725,49.34735,14.933526,21.213676,3.4028235e38,3.4028235e38,57,19,30,90,94,48.433334,45.244373,45.77414,52.122707,52.835007
34,0.054752834,0.043796875,0.044367064,0.07948638,0.0840508,0.13627025,0.054898,0.084879525,0.15946966,0.21186057,-23.835968017578125,-103.20724487304688,-98.60885620117188,108.67898559570312,128.5286102294922,202.15919494628906,49.11077117919922,73.15138244628906,3.4028234663852886e38,3.4028234663852886e38,151.33202,47.213226,74.38353,251.46234,271.69495,50.777313,14.933526,21.213676,3.4028235e38,3.4028235e38,57,19,30,87,94,49.047546,46.01413,46.405453,52.605263,53.233925
35,0.054653265,0.043406196,0.04405373,0.077981286,0.0840508,0.13463052,0.06910539,0.08174662,0.15946966,0.27643916,-24.4830322265625,-106.39260864257812,-101.12844848632812,101.88298034667969,128.5286102294922,202.15919494628906,57.392337799072266,74.40974426269531,3.4028234663852886e38,3.4028234663852886e38,160.81015,47.213226,79.51701,251.46234,269.15527,52.039207,16.65015,22.038431,3.4028235e38,3.4028235e38,58,19,32,87,92,49.57399,46.603077,47.16124,53.136856,53.78399
36,0.05453182,0.04331693,0.04405373,0.077981286,0.0840508,0.13463052,0.07056566,0.08098513,0.15946966,0.27643916,-25.273834228515625,-107.12445068359375,-101.12844848632812,101.88298034667969,128.5286102294922,200.72000122070312,57.392337799072266,74.40974426269531,3.4028234663852886e38,3.4028234663852886e38,151.33202,50.536167,77.032104,260.13345,269.15527,52.039207,19.704308,22.038431,3.4028235e38,3.4028235e38,57,23,32,90,93,50.132374,47.309776,47.632294,53.314518,54.23827
37,0.05453182,0.043116618,0.04405373,0.07681977,0.08079534,0.13463052,0.07056566,0.08098513,0.15998611,0.27643916,-25.273834228515625,-108.77224731445312,-101.12844848632812,96.54806518554688,114.48562622070312,202.34832763671875,57.392337799072266,77.54362487792969,3.4028234663852886e38,3.4028234663852886e38,144.49388,54.930614,79.51701,260.13345,267.94394,50.777313,19.41223,22.038431,3.4028235e38,3.4028235e38,54,25,32,90,94,50.534794,47.6727,48.267914,53.571808,54.43727
38,0.05453182,0.043116618,0.04405373,0.07678205,0.08079534,0.13399665,0.07056566,0.08098513,0.158663,0.19913316,-25.273834228515625,-108.77224731445312,-101.12844848632812,96.37344360351562,114.48562622070312,218.66677856445312,58.306663513183594,78.86687469482422,3.4028234663852886e38,3.4028234663852886e38,160.81015,69.25363,79.51701,260.62335,268.097,52.19874,19.704308,22.07262,3.4028235e38,3.4028235e38,59,27,33,90,94,50.827496,48.444283,48.8965,53.80971,54.689903
39,0.05384327,0.043116618,0.043899655,0.07678205,0.07984976,0.132672,0.06464662,0.0808623,0.15900862,0.19913316,-29.7911376953125,-108.77224731445312,-102.37393188476562,96.37344360351562,110.30049133300781,235.729248046875,63.67850875854492,74.40974426269531,3.4028234663852886e38,3.4028234663852886e38,167.15959,50.536167,79.51701,260.13345,267.94394,55.743736,19.41223,21.213676,3.4028235e38,3.4028235e38,60,23,33,90,94,51.332504,48.95905,49.46039,54.190536,54.897907
40,0.05381596,0.043116618,0.043899655,0.0758782,0.07984976,0.13199787,0.061985973,0.0808623,0.15946966,0.19913316,-29.971527099609375,-108.77224731445312,-102.37393188476562,92.16384887695312,110.30049133300781,234.84432983398438,63.81047821044922,79.41349029541016,3.4028234663852886e38,3.4028234663852886e38,174.6731,64.607574,79.51701,260.13345,267.91797,55.31923,19.349453,21.213676,3.4028235e38,3.4028235e38,61,26,33,89,92,51.797043,49.435963,49.872803,54.376884,55.35613
41,0.0537391,0.043116618,0.043796875,0.0758782,0.07984976,0.1301198,0.06305695,0.07458738,0.15866336,0.17573503,-30.4796142578125,-108.77224731445312,-103.20724487304688,92.16384887695312,110.30049133300781,237.1025390625,68.85626220703125,94.13105010986328,3.4028234663852886e38,3.4028234663852886e38,178.73131,69.25363,89.773224,265.9142,269.15527,65.824585,19.464437,22.038431,3.4028235e38,3.4028235e38,64,27,35,92,99,52.15777,49.846252,50.268055,54.624203,55.52881
42,0.0537391,0.042506687,0.04373333,0.07584681,0.07984976,0.12914005,0.06305695,0.074261956,0.15866336,0.18776028,-30.4796142578125,-113.83709716796875,-103.72341918945312,92.0167236328125,110.30049133300781,236.78323364257812,63.81047821044922,77.14984130859375,3.4028234663852886e38,3.4028234663852886e38,178.73131,69.25363,89.773224,262.05508,269.15527,65.824585,19.704308,22.038431,3.4028235e38,3.4028235e38,64,27,35,92,97,52.627274,50.197876,50.68982,55.020607,55.661156
43,0.05344378,0.041897997,0.04316385,0.07552843,0.07984976,0.12914005,0.053351227,0.07237468,0.15629905,0.18776028,-32.43865966796875,-118.96456909179688,-108.38296508789062,90.52127075195312,110.30049133300781,236.22357177734375,63.81047821044922,77.14984130859375,3.4028234663852886e38,3.4028234663852886e38,179.54645,74.38353,94.90313,263.90573,269.15527,63.75391,19.704308,22.038431,3.4028235e38,3.4028235e38,65,29,37,92,97,52.930824,50.632225,51.15574,55.190647,55.99418
44,0.05324882,0.041897997,0.04316385,0.07552843,0.07984976,0.1272658,0.053351227,0.07402756,0.15866336,0.18776028,-33.73785400390625,-118.96456909179688,-108.38296508789062,90.52127075195312,110.30049133300781,235.729248046875,68.85626220703125,77.18891906738281,3.4028234663852886e38,3.4028234663852886e38,179.54645,74.38353,94.90313,263.90573,269.15527,65.824585,19.704308,22.038431,3.4028235e38,3.4028235e38,66,29,37,92,97,53.172825,50.987938,51.50852,55.401337,56.16276
45,0.052758288,0.041897997,0.04316385,0.07547857,0.07984976,0.12825507,0.061985973,0.08044714,0.15900862,0.20082724,-37.027923583984375,-118.96456909179688,-108.38296508789062,90.28656005859375,110.30049133300781,235.729248046875,68.85626220703125,85.2662353515625,3.4028234663852886e38,3.4028234663852886e38,182.09341,74.38353,94.90313,267.91797,272.61163,66.540474,20.545425,22.038431,3.4028235e38,3.4028235e38,65,29,37,92,99,53.58167,51.50641,51.862946,55.758278,56.37653
46,0.052758288,0.041824423,0.04316385,0.07547857,0.07984976,0.12595382,0.061985973,0.08044714,0.15900862,0.20082724,-37.027923583984375,-119.58941650390625,-108.38296508789062,90.28656005859375,110.30049133300781,229.0504913330078,68.85626220703125,85.2662353515625,3.4028234663852886e38,3.4028234663852886e38,185.49965,74.38353,97.46808,263.90573,269.15527,65.36693,19.704308,22.041748,3.4028235e38,3.4028235e38,66,29,38,92,98,53.816456,51.808254,52.172882,55.9846,56.674698
47,0.05248815,0.041824423,0.04316385,0.07547857,0.07984976,0.12343656,0.06008376,0.074261956,0.15580443,0.20082724,-38.8529052734375,-119.58941650390625,-108.38296508789062,90.28656005859375,110.30049133300781,229.0504913330078,57.392337799072266,85.2662353515625,3.4028234663852886e38,3.4028234663852886e38,184.15887,82.00192,105.162926,269.15527,272.61163,65.824585,19.704308,23.91939,3.4028235e38,3.4028235e38,66,33,41,95,99,54.174164,52.255905,52.51903,56.134327,56.96013
48,0.052443713,0.041824423,0.04316385,0.074228644,0.07984976,0.1237075,0.06008376,0.074261956,0.15946966,0.31535837,-39.153961181640625,-119.58941650390625,-108.38296508789062,84.35018920898438,110.30049133300781,234.84432983398438,57.392337799072266,107.66490173339844,3.4028234663852886e38,3.4028234663852886e38,187.37308,82.00192,108.20135,269.15527,289.03717,65.824585,19.704308,24.518473,3.4028235e38,3.4028235e38,70,33,41,95,99,54.384438,52.48057,52.835754,56.278744,57.140045
49,0.052443713,0.041824423,0.04316385,0.074228644,0.07953423,0.12343656,0.06008376,0.07365344,0.15946966,0.31535837,-39.153961181640625,-119.58941650390625,-108.38296508789062,84.35018920898438,108.89295959472656,236.22357177734375,57.392337799072266,107.66490173339844,3.4028234663852886e38,3.4028234663852886e38,191.30862,84.486824,115.098976,271.69495,290.58603,70.522255,21.213676,24.813492,3.4028235e38,3.4028235e38,71,34,46,96,99,54.56073,52.762756,53.12867,56.42534,57.290283
50,0.0523208,0.04176152,0.04316385,0.074228644,0.07953423,0.123939194,0.06008376,0.07365344,0.15676774,0.20082724,-39.988128662109375,-120.12445068359375,-108.38296508789062,84.35018920898438,108.89295959472656,240.64566040039062,57.392337799072266,94.13105010986328,3.4028234663852886e38,3.4028234663852886e38,191.30862,82.00192,108.20135,271.9885,290.58603,65.824585,21.213676,26.194132,3.4028235e38,3.4028235e38,72,33,41,96,98,54.903404,53.17633,53.388638,56.716843,57.397797
51,0.052060075,0.0408648,0.042681646,0.074228644,0.07953423,0.123270586,0.053369854,0.07167848,0.1559994,0.18776028,-41.764068603515625,-127.84103393554688,-112.37680053710938,84.35018920898438,108.89295959472656,236.22357177734375,57.392337799072266,94.13105010986328,3.4028234663852886e38,3.4028234663852886e38,192.65118,82.00192,108.20135,271.9885,284.37592,66.57667,21.213676,26.535553,3.4028235e38,3.4028235e38,73,33,41,95,98,55.058887,53.32419,53.584297,56.862846,57.566322
52,0.052060075,0.0408648,0.042681646,0.074228644,0.07953423,0.123270586,0.053369854,0.07167848,0.1559994,0.18776028,-41.764068603515625,-127.84103393554688,-112.37680053710938,84.35018920898438,108.89295959472656,236.22357177734375,57.392337799072266,94.13105010986328,3.4028234663852886e38,3.4028234663852886e38,192.65118,82.00192,108.20135,271.9885,284.37592,66.57667,21.213676,26.535553,3.4028235e38,3.4028235e38,73,33,41,95,98,55.216217,53.5899,53.897545,56.972775,57.64335
53,0.052060075,0.0408648,0.042516053,0.074228644,0.07953423,0.1238563,0.053369854,0.07167848,0.15694116,0.18776028,-41.764068603515625,-127.84103393554688,-113.75872802734375,84.35018920898438,108.89295959472656,231.89303588867188,49.83903884887695,85.2662353515625,3.4028234663852886e38,3.4028234663852886e38,190.01213,71.380135,97.46808,271.9885,284.37592,70.085045,21.213676,26.535553,3.4028235e38,3.4028235e38,70,31,38,96,98,55.505207,53.809025,54.134212,57.090435,57.749737
54,0.052047618,0.0408648,0.042516053,0.07181441,0.07953423,0.123939194,0.056429103,0.07167848,0.16432409,0.18659376,-41.849151611328125,-127.84103393554688,-113.75872802734375,72.5955810546875,108.89295959472656,240.14195251464844,41.14845275878906,107.66490173339844,3.4028234663852886e38,3.4028234663852886e38,191.30862,82.00192,108.20135,272.61163,284.37592,70.522255,21.213676,26.447723,3.4028235e38,3.4028235e38,72,33,41,95,98,55.6645,54.088135,54.311714,57.283783,57.797726
55,0.051660594,0.039342307,0.041824423,0.07172157,0.07953423,0.1238563,0.056429103,0.06816107,0.16498326,0.18880267,-44.50250244140625,-141.3388671875,-119.58941650390625,72.13571166992188,108.89295959472656,253.61009216308594,41.14845275878906,107.66490173339844,3.4028234663852886e38,3.4028234663852886e38,197.68767,84.486824,110.303185,269.15527,284.37592,71.913765,19.490656,25.675095,3.4028235e38,3.4028235e38,72,34,43,94,99,55.827793,54.356102,54.52998,57.438774,57.916668
56,0.051585384,0.039342307,0.041824423,0.07172157,0.07953423,0.1238563,0.056429103,0.07035172,0.16498326,0.19066186,-45.02044677734375,-141.3388671875,-119.58941650390625,72.13571166992188,108.89295959472656,242.13833618164062,41.14845275878906,107.66490173339844,3.4028234663852886e38,3.4028234663852886e38,197.68767,84.486824,110.303185,271.71368,284.37592,71.913765,19.490656,26.447723,3.4028235e38,3.4028235e38,72,34,43,95,99,56.028835,54.515522,54.660313,57.593117,57.886642
