id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp((((Abs((t0 - t1)) ^ t2) - (Exp(t3) / t4)) + ((Abs(t5) ^ x1) + ((Abs(((Sin(t6) + t7) - (Abs(Sin((t8 - t9))) ^ x1))) ^ Exp((t10 - x0))) * (Abs(Exp(Exp(t11))) ^ ((t12 + t13) - (Log(Sqrt(Abs((Abs(t14) ^ x0)))) * Log(Exp(t15))))))))),-7.879314482235225e-2;0.8529453064775471;-0.42083159969082196;-0.470690906589395;0.2898427435091522;-0.7974905808285315;0.8926254647678579;0.5094823175925005;-0.1136642034905541;0.9907136512036335;0.34347674052980676;5.789752570509204e-2;0.37906118025918467;0.8949421246286319;0.9631581833754126;0.580977871851068,50,3.6963902190679643,6.35422820852927,0.8432024510151754,0.2486203141305403
