id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin((((Sin(Sin(t0)) * (x0 + t1)) - t2) - t3)) * ((((Abs(Sin((Abs(Exp((Log(Sqrt(Abs(t4))) * x0))) ^ Sqrt(Abs(t5))))) ^ t6) * x1) + (((t7 * t8) + t9) * (Exp(t10) * Sqrt(Abs(x1))))) + (Abs((t11 / t12)) ^ (Sin((t13 * x1)) + t14)))),0.20195562503504502;0.5636453207469897;8.694673655441941e-2;-0.3275579972636407;-1.6386537131146863;-0.6899866144031224;0.12986834733057256;0.9119629963923672;0.21756874021909042;0.9274319115871621;-0.5458146898789934;0.3543519593717394;1.234014741304049;-0.1964969847838665;-1.0349951467373806,50,2.8934908429847366,14.562716308587861,0.8593976870036523,-0.47197267270092946
