Complexity,Loss,Equation
1,0.113488264,"2.9722414"
3,0.111846,"sqrtabs(sqrtabs(x56))"
4,0.086930916,"log(x46 + -322.81726)"
6,0.056194562,"log(-236.64775 + (x48 - x15))"
8,0.0542111,"sqrtabs((x15 - (x48 + -228.58203)) * -0.31523156)"
10,0.053026646,"sqrtabs(((x34 * 0.099232286) - (x48 + -303.61914)) * 0.32281467)"
11,0.04975812,"sqrtabs(sqrtabs((x46 + -305.36942) / x6) * (x48 + -305.36942))"
12,0.044901736,"sqrtabs((x15 - (x48 + -224.34004)) * ((x46 + -269.51523) / -269.51523))"
13,0.041283164,"sqrtabs(sqrtabs((x46 + -306.65112) / x9) * (x15 - (x48 + -223.2092)))"
15,0.0365638,"sqrtabs(sqrtabs((x46 + -302.5748) / (x6 + -452.3248)) * (x15 - (x48 + -226.1624)))"
17,0.036318026,"sqrtabs(sqrtabs((x46 + -301.7792) / (x56 - (x6 - x48))) * (x15 - (x48 + -225.5296)))"
19,0.03525234,"sqrtabs(sqrtabs((x46 + -302.89868) / ((-226.01042 - x6) + (x46 / 0.4863121))) * (x15 - (x48 + -226.87941)))"
21,0.03492571,"sqrtabs(sqrtabs((x46 + -298.92072) / ((-263.5064 - x6) + ((x29 + -2.377257) / 0.44023404))) * (x15 - (x48 + -228.40715)))"
23,0.034130275,"sqrtabs(sqrtabs((x46 + -302.9608) / ((-228.87712 - x6) + ((x41 + (x29 + -227.41484)) / 0.56251407))) * (x15 - (x48 + -226.98242)))"
27,0.033815023,"sqrtabs(sqrtabs((x46 + -300.61395) / ((-225.50916 - x6) + ((x41 + (x29 + -225.50916)) / 0.56332725))) * (((x48 + -227.24272) - x15) + (x15 / -227.36865)))"
31,0.029724669,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + ((x29 + (-292.30078 + x41)) / 0.44742733))) * ((x15 - (x48 + -225.29085)) + ((x48 / -262.50272) / (x4 + 0.44742733))))"
34,0.029364252,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + (((x29 + -292.30078) + x41) / 0.44742733))) * ((x15 - (x48 + -225.29085)) + ((x15 / -262.50272) / (x4 + (sqrtabs(x46) / x44)))))"
36,0.029201275,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + (((x29 + -292.30078) + x41) / 0.44742733))) * ((x15 - (x48 + -225.5296)) + ((x15 / -262.50272) / (x4 + (sqrtabs(x46 + x48) / x44)))))"
41,0.029063424,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + (((x29 + -292.30078) + x41) / 0.44742733))) * ((x15 - (x48 + -225.29085)) + (((x46 + (x6 + (x6 + x46))) / x15) / (x4 + (-307.62717 / (-307.62717 + x46))))))"
42,0.02809758,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + (((x29 + -292.30078) + x41) / 0.44742733))) * ((x15 - (x48 + -225.29085)) + (((x48 + -305.04236) / -262.50272) / (x4 + (sqrtabs(-269.51523) / (x15 + (x46 + (x51 + -293.85526))))))))"
44,0.027888123,"sqrtabs(sqrtabs((x46 + -307.62717) / ((-262.50272 - x6) + (((x29 + -292.30078) + x41) / 0.44742733))) * ((x15 - (x48 + -225.29085)) + (((x48 + -305.04236) / -262.50272) / (x4 + (sqrtabs(-225.5296) / (-262.50272 + ((x46 + x41) + (x51 + -293.85526))))))))"
