Complexity,Loss,Equation
1,0.0001933735,"0.08786336"
5,9.3466064e-5,"0.084893525 / powabs(x0, 0.18077981)"
6,9.312985e-5,"sin(powabs(0.08514177, powabs(x0, 0.0760922)))"
7,9.283992e-5,"powabs(0.3997289, powabs(x0, 0.21278675)) * 0.21278675"
8,9.2367336e-5,"exp(powabs(0.34119886, x0) * 0.04957084) - 0.9317193"
10,7.437803e-5,"exp(powabs(powabs(0.34119886, x0), x1) * 0.04313326) - 0.92883354"
12,6.7210305e-5,"exp(powabs(0.7086029, (x1 * x0) * 2.5311105) * 0.034481116) - 0.9286581"
14,6.434104e-5,"exp(powabs(powabs(powabs(1.6415117, x6) * -0.35647222, x0), x1) * 0.04313326) - 0.92883354"
16,6.2923216e-5,"exp(powabs(powabs(powabs(powabs(x0 + 0.7905778, -1.1330428), 1.5416346), 0.9588713), x1) * 0.03656836) - 0.93021554"
18,6.142436e-5,"exp(powabs(powabs(powabs(powabs(x1, -1.4934716) + (x1 + 0.81094223), -1.0866699), x0), x1) * 0.04313326) - 0.92883354"
19,5.7797708e-5,"exp(powabs(0.9267986 * exp(-0.35755005), x1 * (x1 - x6)) * (powabs(-0.35755005, x0) * 0.050750412)) - 0.9267986"
20,5.615148e-5,"exp((powabs(0.60486597, x0) * 0.05011963) * powabs(powabs(0.60486597, x0) * powabs(0.60486597, x0), x1 - x6)) - 0.9267986"
21,5.3619686e-5,"exp((powabs(0.60486597, x0) * 0.05011963) * powabs(powabs(0.60486597, x0) * exp(-0.35647222), (1.4444563 - x6) * x1)) - 0.9267986"
22,4.7746642e-5,"exp((powabs(0.60486597, 0.60486597) * 0.05011963) * powabs(powabs(0.60486597, x0) * powabs(0.60486597, x0), (1.4444563 - x6) * x1)) - 0.9267986"
25,4.244479e-5,"exp((powabs(exp(powabs(-0.23111568, x6) * -0.88581645), x0) * 0.0805925) * powabs(0.60486597, powabs(x1, x1) * powabs(powabs(-0.31444252, x0), 0.087865435))) - 0.9346766"
34,4.141817e-5,"exp((powabs(exp(powabs(0.4637001, x6) * -0.97756445), x0) * 0.063942276) * powabs(powabs(powabs(-1.0740252, 0.07236779), x0) * exp(powabs(x1, powabs(x0, x0)) * -0.30722567), (1.2545835 - x6) * 0.97841454)) - 0.9326409"
35,4.1205443e-5,"exp((powabs(exp(powabs(-0.23111568, x6) * -0.88581645), x0) * 0.0805925) * powabs(powabs(powabs(powabs(0.784282, x1), -0.33305183), 1.8658601) * 0.50327903, powabs(x1, x1) * powabs(powabs(-0.31444252, x0), powabs(-0.048414536, x1)))) - 0.9346766"
36,3.9427265e-5,"exp((powabs(exp(powabs(0.4637001, x6) * -0.97756445), x0) * 0.063942276) * powabs(powabs(powabs(-1.0740252, x0), x0) * exp(powabs(x1, powabs(x0, x0)) * -0.30722567), (1.2545835 - x6) * powabs(1.3860149, 0.9326409))) - 0.9326409"
37,3.8748578e-5,"exp(powabs(exp((1.0599345 - x6) * -0.37802848) * 0.87790734, powabs(powabs(powabs(powabs(x1, x0), 1.4150385), 1.3411132), 1.3411008) * (powabs(x0, 0.2684462) - x6)) * (powabs(powabs(1.6415117, x6) * -0.35647222, x0) * 0.055115893)) - 0.9280969"
38,3.7640715e-5,"exp((powabs(exp(powabs(0.4637001, x6) * -0.97756445), x0) * 0.063942276) * powabs(powabs(powabs(-1.0740252, x0), x0) * exp(powabs(x1, powabs(x0, x0)) * -0.30722567), (1.2545835 - x6) * powabs(1.3860149, powabs(x0, 0.87408006)))) - 0.9326409"
