-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,23819,4,7618.224,7392.036,7618.224,7636.6416,6.931472,11.486005,7392.036,242454.81,242045.53,0.5311732,0.53952795,5,"((-1155.0454 * X1) + 3322.9722) NeoGP.GaussianLikelihood{Float32} Float32[492.39703]"
2,41793,5,7618.224,7392.036,7618.224,7636.6416,6.931472,11.486005,7392.036,242454.81,242045.53,0.5311732,0.53952795,5,"((-1155.0454 * X1) + 3322.9722) NeoGP.GaussianLikelihood{Float32} Float32[492.39703]"
3,58569,5,7618.224,7392.036,7618.224,7636.6416,6.931472,11.486005,7392.036,242454.81,242045.53,0.5311732,0.53952795,5,"((-1155.0454 * X1) + 3322.9722) NeoGP.GaussianLikelihood{Float32} Float32[492.39703]"
4,76121,5,7618.224,7392.036,7618.224,7636.6416,6.931472,11.486005,7392.036,242454.81,242045.53,0.5311732,0.53952795,5,"((-1155.0454 * X1) + 3322.9722) NeoGP.GaussianLikelihood{Float32} Float32[492.39703]"
5,93809,7,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
6,111335,7,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
7,130201,6,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
8,146998,7,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
9,164698,9,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
10,181752,9,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
11,198111,10,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
12,213824,13,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
13,229980,12,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
14,246233,14,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
15,262048,14,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
16,279163,14,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
17,294568,15,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
18,312433,16,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
19,330094,16,7596.6323,7381.277,7596.6323,7625.1777,14.4849415,14.060382,7381.277,232207.83,235878.14,0.5509875,0.5512609,9,"((285.6507 * X8) - (-3071.1167 - (-1122.8455 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[481.87943]"
