gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
98,1.1671505,0.7193726,0.757703,2.374498,2.7678504,1.7556322,1.1939055,1.2640419,3.024662,3.3302047,6651.8354,6233.9097,6269.6846,7778.6934,8145.8223,6889.8193,6417.8926,6530.2905,8007.4355,8340.923,77,54,59,91,95,71.928,64.892,66.538,76.118,77.29
99,1.1655313,0.6679054,0.74016255,2.374498,2.7678504,1.7423389,1.1939055,1.2348149,3.024662,3.3302047,6650.324,6185.8735,6253.3135,7778.6934,8145.8223,6875.408,6378.4185,6522.989,8007.4355,8340.923,79,55,61,91,94,71.76,64.412,65.542,75.928,77.05
100,1.1655313,0.6679054,0.74016255,2.374498,2.7678504,1.7525837,1.1939055,1.2637681,3.024662,3.3302047,6650.324,6185.8735,6253.3135,7778.6934,8145.8223,6871.41,6378.4185,6525.9,8007.4355,8340.923,78,55,61,91,94,71.502,65.368,66.986,76.07,77.23
101,1.1655313,0.6679054,0.7318296,2.296634,2.7678504,1.7524376,1.1939055,1.2534251,3.0426207,3.3302047,6650.324,6185.8735,6245.536,7706.02,8145.8223,6873.641,6378.4185,6503.352,7979.64,8340.923,78,55,61,91,95,72.112,65.244,66.684,75.776,77.254
102,1.1544544,0.6679054,0.7318296,2.296634,2.7678504,1.7523338,1.1939055,1.2534251,3.0426207,3.3302047,6639.986,6185.8735,6245.536,7706.02,8145.8223,6855.8047,6378.4185,6503.352,7979.64,8340.923,77,55,61,89,94,72.004,65.848,66.896,76.218,77.032
103,1.154452,0.6598806,0.72994995,2.296634,2.7678504,1.7522538,1.1939055,1.22484,3.0426207,3.3302047,6639.9834,6178.384,6243.7817,7706.02,8145.8223,6856.2007,6372.961,6470.366,7979.64,8340.923,77,55,61,91,95,71.876,65.0,66.676,76.256,77.7
104,1.1461082,0.65988016,0.72994995,2.296634,2.7678504,1.7445242,1.1939055,1.22484,3.0416439,3.3302047,6632.1963,6178.3833,6243.7817,7706.02,8145.8223,6856.2007,6372.961,6464.1436,7976.64,8340.923,77,57,61,91,95,71.37,65.258,65.772,76.294,77.402
105,1.1427255,0.6291632,0.7278372,2.28845,2.7678504,1.7058903,1.1496222,1.2234234,3.0081573,3.3302047,6629.039,6149.714,6241.8096,7698.382,8145.8223,6839.4204,6372.961,6458.503,7891.23,8340.923,77,57,61,92,95,71.612,65.528,66.394,76.754,77.436
106,1.1427255,0.62322867,0.7278273,2.28845,2.7678504,1.6975629,1.1499982,1.2224848,3.0079403,3.3166194,6629.039,6144.1753,6241.801,7698.382,8145.8223,6839.4204,6372.961,6458.503,7888.368,8340.923,75,57,61,92,95,71.984,65.872,66.462,76.418,77.566
107,1.1427255,0.62322867,0.7278273,2.28845,2.6395814,1.7123377,1.1343158,1.2224848,3.007781,3.315354,6629.039,6144.1753,6241.801,7698.382,8026.1045,6839.4204,6372.9585,6458.503,7886.868,8155.6494,77,57,61,91,95,71.478,66.336,66.716,76.664,77.748
108,1.1382753,0.6152131,0.7278273,2.28845,2.6395814,1.7060344,1.120838,1.2198052,2.9602292,3.3144577,6624.8853,6136.694,6241.801,7698.382,8026.1045,6834.674,6351.6426,6458.503,7886.868,8155.6494,75,57,61,90,95,71.824,65.512,66.832,76.84,78.12
109,1.1382753,0.592114,0.7278273,2.175907,2.4912665,1.6884979,1.0990677,1.2224848,2.929989,3.3138268,6624.8853,6115.135,6241.801,7593.3413,7887.6772,6834.674,6331.9243,6458.503,7859.266,8130.6406,76,55,61,91,95,72.368,65.188,66.544,76.92,77.86
110,1.1382753,0.592114,0.7278273,2.175907,2.4753542,1.7065495,1.0990677,1.1963501,2.929989,3.3133805,6624.8853,6115.135,6241.801,7593.3413,7872.8257,6834.674,6329.0337,6458.503,7859.266,8129.14,77,55,59,91,95,71.49,64.636,66.884,76.12,77.314
111,1.1382753,0.592096,0.7278273,2.175907,2.4722013,1.7123377,1.0990677,1.1963501,2.929989,3.3133805,6624.8853,6115.118,6241.801,7593.3413,7869.883,6834.674,6329.0337,6438.579,7859.266,8087.077,77,55,59,91,95,72.036,65.59,67.226,76.07,77.718
112,1.1382753,0.58880705,0.69349736,2.175907,2.4722013,1.6885623,1.0691155,1.1963501,2.929989,4.3119726,6624.8853,6112.0483,6209.7593,7593.3413,7869.883,6834.674,6329.0337,6441.066,7856.563,8087.077,78,55,60,89,93,72.256,66.522,66.94,76.73,77.368
113,1.1382753,0.58880705,0.6934243,2.175907,2.4722013,1.6885623,1.0691155,1.1963501,2.929989,4.3119726,6624.8853,6112.0483,6209.6914,7593.3413,7869.883,6834.674,6326.102,6437.9414,7856.563,8087.077,77,55,60,90,93,71.98,65.812,66.834,76.514,77.746
114,1.1340381,0.58880705,0.6934243,2.175907,2.4722013,1.6819395,1.0691155,1.1963501,2.929989,4.3119726,6620.9307,6112.0483,6209.6914,7593.3413,7869.883,6832.1064,6326.102,6444.0283,7856.563,8077.679,77,55,60,90,93,72.196,65.276,66.716,76.2,77.69
115,1.1340381,0.58880705,0.6934243,2.175907,2.473184,1.6819395,1.0691155,1.1963501,2.9602292,4.3119726,6620.9307,6112.0483,6209.6914,7593.3413,7870.8003,6832.1064,6325.903,6430.7173,7818.8975,8072.438,79,55,59,89,94,72.04,65.216,66.49,76.828,77.402
116,1.1298664,0.5777663,0.6934243,2.175907,2.473184,1.6452107,1.0691155,1.1939055,2.9602292,4.3119726,6617.037,6101.7437,6209.6914,7593.3413,7870.8003,6832.1064,6322.634,6425.931,7809.7686,8072.438,79,55,59,89,94,72.268,64.764,66.424,76.186,77.572
117,1.1235667,0.5777663,0.6934243,2.152016,2.473184,1.652884,1.0691155,1.1939055,2.929989,4.321881,6611.157,6101.7437,6209.6914,7571.0435,7870.8003,6832.1064,6322.634,6425.931,7765.2764,8072.438,79,55,59,90,93,72.586,64.04,65.736,76.424,76.914
118,1.123435,0.5777663,0.6928297,2.152016,2.473184,1.652884,1.0691155,1.1781214,2.929989,4.325401,6611.0347,6101.7437,6209.136,7571.0435,7870.8003,6832.1064,6322.634,6425.931,7765.2764,8072.438,78,55,58,90,93,72.36,64.784,66.362,76.38,77.218
119,1.1184527,0.5777663,0.6928303,2.152016,2.473184,1.652884,1.0606966,1.1811624,2.929989,4.3264165,6606.3843,6101.7437,6209.1367,7571.0435,7870.8003,6831.4336,6322.634,6425.931,7765.2764,8072.438,78,55,58,89,93,71.908,64.716,66.18,76.802,78.236
120,1.1184527,0.5777663,0.6928297,2.152016,2.473184,1.6452823,1.0606966,1.16392,2.929989,4.330126,6606.3843,6101.7437,6209.136,7571.0435,7870.8003,6800.178,6322.634,6425.931,7765.2764,8072.438,78,55,58,90,93,71.906,65.396,66.016,76.306,77.904
121,1.1184527,0.5783834,0.6928295,2.152016,2.477954,1.652884,1.0606966,1.1648812,2.929989,4.330126,6606.3843,6102.3193,6209.1357,7571.0435,7875.252,6793.2744,6320.7656,6425.931,7765.2764,8072.345,78,57,59,90,91,72.22,65.272,66.002,76.798,77.506
122,1.1184527,0.5783834,0.692828,2.152016,2.4719658,1.652884,1.0606966,1.1647097,2.929989,4.330126,6606.3843,6102.3193,6209.135,7571.0435,7869.663,6789.952,6320.7656,6425.931,7765.2764,8066.0747,77,57,59,90,91,71.678,64.56,65.814,77.02,77.624
123,1.1184527,0.5783834,0.692828,2.0933304,2.4719658,1.6435789,1.0606966,1.1647097,2.929989,4.330126,6606.3843,6102.3193,6209.135,7516.27,7869.663,6787.956,6320.7656,6425.931,7716.887,8049.4956,78,57,59,90,91,72.064,64.436,65.698,76.992,77.74
124,1.1079726,0.5655831,0.692828,2.0933304,2.4719658,1.6206061,1.0445032,1.1267852,2.929989,4.330126,6596.603,6090.3726,6209.135,7516.27,7869.663,6784.6353,6317.7583,6425.931,7716.887,8049.4956,78,57,59,91,94,72.354,64.828,65.856,76.77,77.364
125,1.1079726,0.5655831,0.692828,2.0933304,2.3813717,1.6206061,1.0443122,1.1267852,2.96533,4.4812264,6596.603,6090.3726,6209.135,7516.27,7785.109,6772.2065,6317.7583,6421.3955,7716.887,8049.4956,78,56,59,91,96,71.442,65.608,66.146,76.666,77.422
126,1.1079726,0.5655831,0.692828,2.0933304,2.3813574,1.6206061,1.0441631,1.1267852,3.0265574,4.4812264,6596.603,6090.3726,6209.135,7516.27,7785.0957,6772.2065,6317.7583,6421.3955,7716.887,8032.1406,78,56,59,91,96,72.132,65.772,66.358,76.378,77.732
127,1.1079726,0.5655831,0.692828,2.0933304,2.3813574,1.6206061,1.0440631,1.1267852,3.0225475,3.5490534,6596.603,6090.3726,6209.135,7516.27,7785.0957,6772.2065,6317.7583,6421.3955,7716.887,8032.1406,78,56,59,91,94,71.3,65.168,66.088,76.062,76.934
128,1.0642633,0.5655831,0.692828,2.0933304,2.3141503,1.6214414,1.0459789,1.1267852,3.0225475,3.5490534,6555.8076,6090.3726,6209.135,7516.27,7722.369,6767.761,6317.7583,6420.04,7716.887,8032.1406,78,56,59,91,95,71.582,64.868,65.952,76.91,77.824
129,1.0522617,0.5655831,0.692828,2.0350215,2.2516892,1.6214414,1.0428616,1.1267852,2.557606,3.0869274,6544.606,6090.3726,6209.135,7461.8486,7664.072,6767.204,6317.7583,6416.5464,7716.887,7984.1416,78,56,59,90,94,70.96,64.46,65.61,76.276,77.78
130,1.0104591,0.5575049,0.66790515,1.8666055,2.2516892,1.596456,1.0269488,1.0996784,2.481002,3.0721238,6505.5903,6082.833,6185.873,7304.66,7664.072,6757.605,6309.144,6384.619,7546.2964,7938.8433,78,54,59,90,94,71.236,63.084,65.254,76.924,78.432
131,1.0104591,0.5575049,0.66790515,1.8666055,2.2516892,1.5946957,1.0269488,1.0996784,2.4152615,3.0721238,6505.5903,6082.833,6185.873,7304.66,7664.072,6757.605,6309.144,6384.619,7546.2964,7938.8433,78,54,59,90,94,71.458,64.02,64.6,77.142,78.04
132,1.0104591,0.5575049,0.66790515,1.780642,2.2516892,1.5807774,1.0269488,1.0996784,2.3736532,3.0721238,6505.5903,6082.833,6185.873,7224.4277,7664.072,6754.0405,6309.144,6372.961,7456.6445,7938.8433,78,54,59,89,94,71.166,63.924,65.6,77.072,78.396
133,1.0045284,0.5575049,0.66790515,1.7708113,2.2516892,1.5840701,1.0269488,1.0996784,2.3771758,3.0721238,6500.055,6082.833,6185.873,7215.2524,7664.072,6745.4,6309.144,6372.961,7413.989,7938.8433,77,54,59,89,94,71.854,64.1,65.366,76.968,78.726
134,1.0045284,0.5575049,0.66790515,1.7695541,2.2516913,1.5960554,1.0269488,1.0995991,2.4056134,3.5490534,6500.055,6082.833,6185.873,7214.079,7664.0737,6745.4,6309.144,6372.961,7413.989,7938.21,77,54,59,89,92,71.848,64.948,66.47,76.824,78.142
135,1.0045284,0.5575049,0.6196033,1.7695541,2.2516901,1.5840701,1.0269488,1.0995991,2.3686647,3.5490534,6500.055,6082.833,6140.7915,7214.079,7664.0723,6733.2134,6309.144,6361.5137,7409.736,7939.4507,76,54,59,89,92,71.516,64.53,66.004,77.796,78.278
136,1.0045284,0.5525565,0.6196033,1.7695541,2.2516901,1.5807774,1.0254457,1.0995991,2.3686647,3.5490534,6500.055,6078.2144,6140.7915,7214.079,7664.0723,6736.1953,6306.0376,6361.5137,7406.3228,7939.4507,76,54,59,89,92,71.316,64.342,65.96,77.086,77.802
137,0.9880928,0.5525565,0.6196033,1.7695541,2.2515533,1.5840701,1.0254463,1.0978934,2.3686647,3.5490534,6484.715,6078.2144,6140.7915,7214.079,7663.945,6735.462,6306.0376,6361.5137,7413.8013,7901.201,76,54,59,89,92,70.888,64.84,66.044,77.026,78.332
138,0.9880928,0.5525565,0.62675524,1.7695541,2.2515533,1.5840701,1.0254472,1.0972949,2.3614206,3.5490534,6484.715,6078.2144,6147.467,7214.079,7663.945,6734.976,6302.212,6361.5137,7404.384,7901.201,76,54,59,89,92,70.832,65.082,65.496,76.816,78.326
139,0.9880928,0.5525565,0.59203994,1.7695541,2.2515533,1.5840701,1.0254472,1.0984273,2.3614206,3.5490441,6484.715,6078.2144,6115.066,7214.079,7663.945,6734.976,6302.212,6361.5137,7406.154,7901.201,76,54,59,89,92,70.724,64.84,66.182,77.192,79.038
140,0.9880928,0.54891366,0.59203994,1.7695541,2.1520174,1.5763335,1.0254472,1.0955441,2.3614206,3.112322,6484.715,6074.8145,6115.066,7214.079,7571.0444,6734.976,6302.212,6361.5137,7406.154,7756.7563,76,54,59,89,92,70.846,65.054,66.268,77.306,79.796
141,0.9895252,0.5488718,0.59203994,1.7695541,2.1520174,1.5763335,1.0254472,1.0955441,2.3614206,3.1123216,6486.052,6074.7754,6115.066,7214.079,7571.0444,6734.976,6302.212,6361.5137,7406.154,7752.9824,76,54,59,89,91,71.024,64.996,65.866,77.776,79.036
142,0.9895252,0.5475625,0.59203994,1.7695541,2.1520174,1.5763335,1.0254472,1.0953405,2.3614206,3.1127126,6486.052,6073.553,6115.066,7214.079,7571.0444,6734.976,6302.212,6361.5137,7402.0254,7752.0107,76,54,59,89,91,71.158,64.688,65.58,77.19,79.19
143,0.9895252,0.54600984,0.59203994,1.7695541,2.1032481,1.5596344,0.981178,1.0920211,2.3614206,3.1127126,6486.052,6072.1045,6115.066,7214.079,7525.5264,6734.976,6302.212,6361.5137,7402.0254,7752.0107,76,52,59,88,91,71.56,65.124,65.712,77.708,78.218
144,0.9895252,0.5512705,0.59203994,1.7695541,2.1032481,1.5170565,0.981178,1.0920211,2.3614206,3.1127126,6486.052,6077.014,6115.066,7214.079,7525.5264,6733.8633,6302.212,6361.5137,7398.4697,7752.0107,76,54,59,88,91,71.79,65.21,66.424,77.596,78.226
145,0.9871381,0.54658365,0.59203994,1.7695541,2.1032481,1.5181464,0.981178,1.0920211,2.3614206,3.1127126,6483.824,6072.6396,6115.066,7214.079,7525.5264,6730.921,6302.212,6361.5137,7398.4697,7752.0107,77,54,59,88,91,71.53,65.64,66.31,77.618,78.89
146,0.9871381,0.54657745,0.59203994,1.7695541,2.1032481,1.5181464,0.981178,1.0920211,2.3546913,3.0588675,6483.824,6072.6343,6115.066,7214.079,7525.5264,6730.921,6302.212,6361.5137,7398.4697,7752.0107,76,54,59,88,91,71.274,65.346,66.468,77.466,78.584
147,0.9829942,0.5465774,0.58433795,1.7695541,2.0870683,1.5318955,0.9531728,1.0920211,2.3546913,3.0588675,6479.9565,6072.634,6107.877,7214.079,7510.4253,6724.376,6302.212,6357.2085,7398.914,7716.7485,77,54,59,89,92,71.702,66.034,67.212,77.046,78.442
148,0.9762987,0.5465774,0.58433795,1.7695541,2.0779467,1.5318955,0.9531728,1.0920211,2.3546913,3.0588675,6473.707,6072.634,6107.877,7214.079,7501.912,6715.7915,6302.212,6357.2085,7402.3555,7705.5244,77,54,59,89,92,71.996,66.042,66.782,77.48,78.316
149,0.9762987,0.5450764,0.58433795,1.7571905,2.0775554,1.5318955,0.9531728,1.0920211,2.2711468,3.0588675,6473.707,6071.233,6107.877,7202.5396,7501.547,6715.7915,6299.591,6357.2085,7395.76,7701.858,77,54,59,90,92,72.018,64.808,66.474,77.998,78.736
150,0.9762987,0.54507625,0.58433795,1.7695541,2.1520174,1.5318955,0.9531728,1.0920211,2.3546913,3.356463,6473.707,6071.233,6107.877,7214.079,7571.0444,6715.7915,6299.591,6357.2085,7401.3594,7716.7485,77,54,59,89,92,72.012,65.526,66.484,77.54,78.596
151,0.9762987,0.54507565,0.58433795,1.7560432,2.0775554,1.5318955,0.9531728,1.0920211,2.3546913,3.3683832,6473.707,6071.2324,6107.877,7201.4688,7501.547,6714.844,6299.591,6357.2085,7404.289,7701.858,77,54,59,90,93,71.74,64.746,66.702,77.378,78.57
152,0.9762987,0.54507565,0.58433795,1.7560432,2.0775554,1.537972,0.9531728,1.0740912,2.3546913,3.3683832,6473.707,6071.2324,6107.877,7201.4688,7501.547,6707.2686,6299.591,6357.2085,7398.4697,7700.8447,77,52,59,90,93,72.078,64.682,67.092,77.8,78.732
153,0.9762987,0.54507565,0.58433795,1.7560432,2.0775554,1.537972,0.9531728,1.0748348,2.3546913,3.3683832,6473.707,6071.2324,6107.877,7201.4688,7501.547,6706.4473,6299.591,6357.2085,7398.4697,7700.8447,77,51,59,90,93,72.052,65.456,66.35,77.248,78.628
154,0.9735127,0.54507565,0.58433795,1.7203236,2.0775554,1.537972,0.9531728,1.0748348,2.753518,3.3683832,6471.107,6071.2324,6107.877,7168.1304,7501.547,6706.4473,6299.591,6357.2085,7390.2944,7700.8447,77,51,59,90,93,72.186,65.63,66.682,77.114,79.072
155,0.9762987,0.54507565,0.5679024,1.7199568,2.0775554,1.537972,0.981178,1.0920211,2.928739,3.3683832,6473.707,6071.2324,6092.537,7167.788,7501.547,6706.4473,6299.591,6350.9204,7390.736,7700.8447,77,51,59,89,95,71.688,65.13,67.26,77.516,78.432
156,0.9762987,0.54507565,0.5679024,1.692089,2.0775554,1.537972,0.981178,1.0920211,2.928739,3.3683832,6473.707,6071.2324,6092.537,7141.7783,7501.547,6702.9355,6299.591,6356.654,7340.9263,7700.8447,77,51,57,89,93,71.416,64.172,66.41,77.076,78.328
157,0.9762987,0.53770614,0.56325114,1.6768291,1.8371043,1.5379925,0.981178,1.0920211,2.2317035,3.2282581,6473.707,6064.354,6088.1963,7127.5356,7277.126,6702.9355,6299.591,6324.831,7328.815,7517.325,77,51,57,90,97,71.75,65.042,66.308,77.378,77.988
158,0.9762987,0.5364984,0.56325114,1.6768061,1.8371043,1.5229348,0.981178,1.0920211,2.2317035,3.2282581,6473.707,6063.227,6088.1963,7127.514,7277.126,6682.106,6299.591,6323.406,7331.5664,7517.325,77,51,57,91,97,71.656,65.026,66.432,76.82,77.992
159,0.96906614,0.53796273,0.56062937,1.6767986,1.8371043,1.5258151,1.025478,1.0920211,2.2317035,3.2282581,6466.957,6064.5938,6085.749,7127.5073,7277.126,6679.4404,6299.591,6323.406,7323.5195,7517.325,75,51,57,91,97,71.476,65.266,66.084,76.976,77.76
160,0.96906614,0.53796273,0.56325114,1.6767986,1.8371043,1.5252417,1.025478,1.0920211,2.2317035,3.1123235,6466.957,6064.5938,6088.1963,7127.5073,7277.126,6679.4404,6299.591,6323.406,7323.413,7517.325,77,51,57,91,97,72.26,64.936,65.772,77.216,78.058
161,0.9662638,0.53796273,0.56325114,1.6767986,1.8371043,1.5237714,1.025478,1.0920211,2.2317035,3.1123235,6464.3413,6064.5938,6088.1963,7127.5073,7277.126,6675.601,6299.591,6319.2437,7323.413,7517.325,77,51,57,91,95,72.358,64.842,65.658,77.13,78.294
162,0.9651048,0.53796273,0.5604919,1.6767986,1.8371043,1.5179051,1.025478,1.0920211,2.2640321,3.1123235,6463.26,6064.5938,6085.621,7127.5073,7277.126,6673.906,6299.591,6319.2437,7323.413,7512.7954,77,51,59,91,93,71.648,64.96,66.206,76.666,78.396
163,0.9453323,0.53796273,0.5604919,1.6767986,1.8371043,1.4984572,1.025478,1.0920211,2.7115972,3.86817,6444.805,6064.5938,6085.621,7127.5073,7277.126,6678.006,6285.4966,6319.2437,7323.413,7512.0054,77,51,59,91,95,71.538,65.62,66.606,76.87,78.608
164,0.945246,0.52683973,0.55741876,1.6767986,1.8371043,1.4984572,0.9531728,1.0829875,2.6401777,3.86817,6444.7246,6054.2124,6082.7524,7127.5073,7277.126,6678.006,6279.2134,6319.2437,7323.413,7501.664,77,54,59,93,97,72.186,65.5,66.408,76.736,78.522
165,0.945246,0.52683973,0.5532309,1.6767986,1.8371043,1.496212,0.9531728,1.0809422,2.6414058,3.86817,6444.7246,6054.2124,6078.8438,7127.5073,7277.126,6678.006,6279.2134,6315.801,7323.413,7501.0005,77,57,60,91,93,72.186,65.026,66.204,76.26,77.89
166,0.94040674,0.52683973,0.5532309,1.6767986,1.8371012,1.496212,0.8861747,1.0634911,2.6420326,3.86817,6440.208,6054.2124,6078.8438,7127.5073,7277.123,6657.0415,6279.2134,6319.2437,7323.413,7500.8037,79,56,61,91,97,71.926,65.02,66.72,76.894,78.856
167,0.94040674,0.52683973,0.5532309,1.6767986,1.8371013,1.4930422,0.9531728,1.0634911,2.6420283,3.86817,6440.208,6054.2124,6078.8438,7127.5073,7277.123,6654.069,6279.2134,6319.2437,7323.413,7497.6,79,56,61,91,96,72.168,64.568,66.648,77.408,78.902
168,0.94040674,0.52683973,0.548327,1.6767986,1.8371013,1.4930422,0.86414707,1.0550188,2.6420283,3.86817,6440.208,6054.2124,6074.267,7127.5073,7277.123,6653.31,6279.2134,6309.144,7323.413,7494.9805,79,56,61,91,93,72.186,64.862,66.216,77.236,78.484
169,0.94040674,0.52683973,0.548327,1.6767986,1.8371013,1.4829278,0.86414707,1.0550188,2.6420283,3.86817,6440.208,6054.2124,6074.267,7127.5073,7277.123,6653.31,6277.2163,6309.144,7323.413,7493.272,79,56,61,93,95,71.936,65.318,65.882,77.184,78.226
170,0.94040674,0.52683973,0.548327,1.6767986,1.8371013,1.4854612,0.86414707,1.025478,2.6420283,3.86817,6440.208,6054.2124,6074.267,7127.5073,7277.123,6653.31,6277.2163,6309.144,7323.413,7491.848,79,56,61,93,96,71.85,64.068,65.822,77.624,78.08
171,0.94040674,0.52683973,0.548327,1.6767986,1.8371013,1.4854612,0.86414707,1.025478,2.6420283,3.8681781,6440.208,6054.2124,6074.267,7127.5073,7277.123,6653.31,6277.2163,6309.144,7323.413,7490.363,79,55,61,93,96,72.16,64.668,65.954,77.624,78.788
172,0.94040674,0.52683973,0.548327,1.6767986,1.8371013,1.4854612,0.86414707,1.025478,2.642032,3.8681781,6440.208,6054.2124,6074.267,7127.5073,7277.123,6653.31,6277.2163,6309.144,7323.413,7490.306,79,55,59,93,96,71.572,64.96,66.058,77.364,78.636
173,0.94040674,0.5238767,0.543981,1.6767986,1.8371013,1.4854612,0.86414707,1.025478,2.7115972,3.8681781,6440.208,6051.447,6070.211,7127.5073,7277.123,6653.31,6276.6147,6306.7935,7323.413,7483.7856,79,55,59,95,97,71.588,65.374,66.382,77.17,79.038
174,0.94040674,0.5238767,0.543981,1.604992,1.8371013,1.4854612,0.86414707,1.025478,2.7378716,3.8681781,6440.208,6051.447,6070.211,7060.488,7277.123,6653.31,6276.6147,6306.7935,7277.1846,7483.3916,78,55,59,95,97,71.228,64.504,65.848,77.024,78.976
175,0.9260035,0.5238767,0.543981,1.6049277,1.8371013,1.4829278,0.86414707,1.025478,2.7375915,3.8681781,6426.765,6051.447,6070.211,7060.4277,7277.123,6653.31,6275.167,6306.7935,7276.3115,7483.5747,79,55,60,92,97,71.634,64.628,65.57,77.552,78.644
176,0.9258738,0.5238767,0.543981,1.6048647,1.7564874,1.4629705,0.86414707,1.025478,2.7376332,3.0796256,6426.644,6051.447,6070.211,7060.3687,7201.8833,6647.5396,6265.5415,6306.7935,7281.3516,7483.363,78,57,61,95,97,71.144,63.612,65.702,77.46,79.304
177,0.9258738,0.5238767,0.543981,1.5986267,1.7017813,1.4629705,0.86307955,1.0088445,2.4249344,3.0796256,6426.644,6051.447,6070.211,7054.547,7150.824,6645.738,6265.144,6306.7935,7268.8164,7481.6445,78,57,61,95,97,71.498,64.252,65.368,77.336,79.394
178,0.9258738,0.5238767,0.543981,1.5976539,1.7017813,1.4761245,0.87526304,1.0088445,2.4249344,3.0796256,6426.644,6051.447,6070.211,7053.6387,7150.824,6645.738,6265.0854,6306.7935,7268.235,7466.1475,77,57,61,94,97,71.484,64.814,66.478,77.752,78.624
179,0.9256467,0.52389956,0.543981,1.5976503,1.7017813,1.4629705,0.8749437,1.0088445,2.4249344,3.0796256,6426.432,6051.4683,6070.211,7053.6353,7150.824,6630.0674,6265.144,6306.7935,7263.972,7468.8315,77,57,60,94,97,71.348,64.034,65.96,78.024,78.924
180,0.9256467,0.52389514,0.543981,1.5670053,1.6920898,1.4404781,0.8747475,1.0088445,2.4331086,3.0796256,6426.432,6051.464,6070.211,7025.033,7141.779,6630.0674,6265.144,6306.7935,7263.972,7373.636,76,55,60,92,97,71.432,63.934,66.08,77.922,78.892
181,0.9256467,0.5238934,0.543981,1.5653586,1.6920897,1.4404781,0.84838086,1.0088445,2.3002381,3.0542378,6426.432,6051.4624,6070.211,7023.4966,7141.779,6630.0674,6265.144,6306.7935,7263.972,7338.8276,77,55,60,91,96,71.372,65.45,66.262,77.632,79.516
182,0.9256467,0.52389437,0.543981,1.5643709,1.6802828,1.4404781,0.84838086,0.9735683,2.3002381,3.0542378,6426.432,6051.4634,6070.211,7022.5747,7130.7593,6630.0674,6262.012,6306.7935,7263.972,7344.8623,77,55,60,91,97,71.908,65.454,66.868,77.448,79.472
183,0.9256467,0.52389437,0.543981,1.4681083,1.680283,1.4542868,0.84838086,0.9735683,2.4032638,3.0542378,6426.432,6051.4634,6070.211,6932.7295,7130.7593,6626.3677,6259.239,6306.7935,7247.6484,7344.441,77,55,59,90,96,71.402,65.158,65.836,77.55,78.578
184,0.9188179,0.52389437,0.5439478,1.467447,1.6806597,1.4542868,0.84838086,0.9735683,2.389038,3.0542378,6420.0586,6051.4634,6070.1797,6932.1123,7131.111,6621.974,6260.269,6306.026,7247.63,7338.8276,77,55,59,91,96,71.93,65.114,66.118,77.556,79.266
185,0.9119572,0.52389437,0.5439478,1.4406986,1.6806415,1.4542868,0.84838086,0.9735683,2.0934718,3.0542378,6413.6553,6051.4634,6070.1797,6907.147,7131.0938,6627.867,6260.269,6306.026,7129.3267,7338.8276,77,55,58,92,97,71.758,65.914,66.716,78.122,79.73
186,0.9119545,0.52389437,0.5439478,1.4406986,1.6806282,1.4404781,0.84838086,0.9735683,2.0934718,3.0542378,6413.653,6051.4634,6070.1797,6907.147,7131.0815,6622.9385,6260.269,6306.026,7129.3267,7338.8276,77,55,58,91,98,71.652,65.626,66.29,78.2,79.388
187,0.9167077,0.52389437,0.5439478,1.4406986,1.680618,1.4404781,0.84838086,0.9735683,2.0934718,3.0542378,6418.089,6051.4634,6070.1797,6907.147,7131.072,6619.4224,6260.269,6306.026,7129.3267,7338.8276,77,55,58,90,98,71.3,65.166,66.072,77.632,79.058
188,0.91073143,0.52389437,0.54361373,1.4406986,1.6806464,1.4404781,0.84838086,0.9735683,2.0934718,3.0542378,6412.511,6051.4634,6069.868,6907.147,7131.0986,6619.4224,6260.269,6306.026,7129.3267,7338.8276,77,55,59,91,98,71.796,65.286,66.586,77.236,78.75
189,0.91073143,0.52389437,0.54272974,1.4406986,1.6806436,1.4404781,0.84838086,0.9735683,2.0934718,3.0542378,6412.511,6051.4634,6069.043,6907.147,7131.0957,6619.4224,6260.269,6306.026,7129.3267,7338.8276,77,54,58,91,98,71.5,65.55,67.262,77.162,78.416
190,0.91073143,0.5159879,0.53796285,1.4406986,1.6806382,1.4404781,0.84838086,0.9735683,2.0934718,3.0542378,6412.511,6044.084,6064.5938,6907.147,7131.091,6619.4224,6249.3965,6306.026,7101.679,7338.8276,77,54,58,91,98,72.168,65.008,66.0,77.104,79.028
191,0.91073143,0.5140017,0.53796285,1.4406986,1.6806382,1.4404781,0.84838086,0.9735683,2.0932598,3.0542378,6412.511,6042.23,6064.5938,6907.147,7131.091,6619.4224,6249.3965,6306.026,7101.679,7338.8276,77,54,57,91,98,71.388,65.076,66.264,77.402,78.876
192,0.89942133,0.5140006,0.53796285,1.4406986,1.6806409,1.4404781,0.86607283,1.0066975,2.0932598,3.0542378,6401.955,6042.229,6064.5938,6907.147,7131.0933,6607.634,6249.3965,6306.026,7101.679,7338.8276,76,54,57,91,98,71.766,64.8,66.372,77.852,78.252
