Complexity,Loss,Equation
1,0.03447771,"0.5276365"
3,0.007091013,"powabs(x0, -0.15538204)"
5,0.0012307169,"powabs(x0 / 5.634964, -0.26694694)"
7,0.0012198966,"powabs((x0 + -22.591154) / 2.3586757, -0.22548315)"
8,0.0012117489,"powabs(x0 / (sqrtabs(x1) + 3.4670277), -0.2681928)"
9,0.001178502,"powabs((x0 + (6.1334825 - x1)) / 6.1334825, -0.27541792)"
10,0.0010240172,"powabs(0.54990435, x1) + sqrtabs(powabs(x0 / x1, -0.5963152))"
12,0.00068953587,"powabs(x0 / (x1 + powabs(exp(powabs(-0.29063955, x1)), x0)), -0.28713417)"
14,0.0006274441,"powabs(x0 / (x1 + powabs(sqrtabs(x0), x0 / powabs(x1, x1))), -0.28340635)"
15,0.00041245404,"powabs(x0 / (powabs(x0, x0 / (x0 + powabs(x1, x1))) + x1), -0.28713417)"
17,0.00040059132,"powabs((-0.41135785 + x0) / (x1 + powabs(x0, x0 / (x0 + powabs(x1, x1)))), -0.2881529)"
18,0.00038545643,"powabs((sin(x1) + x0) / (x1 + powabs(x0, x0 / (x0 + powabs(x1, x1)))), -0.29063955)"
20,0.0002993822,"sqrtabs((x0 / powabs(x1, 1.0565873 + x1)) + powabs(x0 / (x1 + (x1 + x1)), -0.41998407)) + -0.22571549"
22,0.00029138688,"sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs(x0 / ((x1 + (x1 + x1)) + x1), -0.38637453)) + -0.28299633"
23,0.00029088094,"sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs((sin(x1) + x0) / (x1 + (x1 + x1)), -0.4033287)) + -0.23594579"
24,0.00028972075,"sqrtabs(powabs(x0 / (((x1 + x1) + x1) + x1), -0.38637453) + (((x0 / x1) + -1.3700433) / powabs(x1, x1))) + -0.28254998"
25,0.00027863972,"sqrtabs(((x0 / (x1 + 0.40287477)) / powabs(x1, x1)) + powabs((sin(x1) + x0) / (x1 + (x1 + x1)), -0.4033287)) + -0.23594579"
27,0.00023767995,"sqrtabs(((x0 / powabs(x1, x1)) / x1) + powabs((sin((x1 + x0) / -0.38032076) + x0) / ((x1 + x1) + x1), -0.41135785)) + -0.22975741"
29,0.0002212853,"sqrtabs(powabs((sin((x1 + x0) / -0.38032076) + x0) / (x1 + (x1 + (x1 + x1))), -0.38637453) + ((x0 / x1) / powabs(x1, x1))) + -0.28299633"
31,0.0002201781,"sqrtabs(powabs((sin((x1 + x0) / -0.38032076) + x0) / (x1 + (x1 + (x1 + x1))), -0.38637453) + (((x0 / x1) + -1.0581396) / powabs(x1, x1))) + -0.28299633"
34,0.00021621567,"sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs((sin((x1 + x1) + sqrtabs(x1)) / x0) + (x0 / ((x1 + x1) + ((x1 + x1) + -2.3882365))), -0.40028593)) + -0.25886634"
35,0.0001915025,"sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs((sin((x1 + x1) + -3.9792314) / (x0 + -8.827134)) + (x0 / ((x1 + x1) + (x1 + (x1 + -5.3716)))), -0.42399567)) + -0.220577"
36,0.00019025883,"sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs((sin((x1 + x1) + sqrtabs(x1)) / (x0 + -8.827134)) + (x0 / (((x1 + x1) + x1) + (x1 + -5.3716))), -0.42399567)) + -0.220577"
39,0.00018632444,"sqrtabs(((x0 / ((x1 + x1) + -3.9792314)) / powabs(x1, x1)) + powabs((sin(x1 + (x1 + -3.9792314)) / (x0 + -8.827134)) + (x0 / ((x1 + x1) + (x1 + (x1 + -5.3716)))), -0.42399567)) + -0.220577"
40,0.00016796065,"sqrtabs(((x0 / (log(x0) + (x1 + -5.1956143))) / powabs(x1, x1)) + powabs((sin(x1 + (x1 + x0)) / (x0 + -11.312431)) + (x0 / ((x1 + x1) + (x1 + (x1 + -8.658495)))), -0.46816212)) + -0.15974864"
44,0.00016377408,"sqrtabs(((x0 / ((x1 / x0) + (log(x0) + (x1 + -5.2615037)))) / powabs(x1, x1)) + powabs((sin((x1 + x0) + x1) / (x0 + -11.818467)) + (x0 / ((x1 + x1) + ((x1 + x1) + -9.227581))), -0.4800282)) + -0.14614101"
46,0.00016377047,"sqrtabs(((x0 / ((x1 / (x0 + -0.14614101)) + (log(x0) + (x1 + -5.2615037)))) / powabs(x1, x1)) + powabs((sin((x1 + x0) + x1) / (x0 + -11.818467)) + (x0 / ((x1 + x1) + ((x1 + x1) + -9.227581))), -0.4800282)) + -0.14614101"
48,0.00016360017,"sqrtabs(((x0 / ((x1 / (x0 + (x0 + -8.827134))) + (log(x0) + (x1 + -5.2615037)))) / powabs(x1, x1)) + powabs((sin((x1 + x0) + x1) / (x0 + -11.818467)) + (x0 / ((x1 + x1) + ((x1 + x1) + -9.227581))), -0.4800282)) + -0.14614101"
50,0.00016322536,"sqrtabs((((x1 + x0) / (((x1 + x1) / (x0 + -0.14614101)) + (log(x0) + (x1 + -5.2615037)))) / powabs(x1, x1)) + powabs((sin((x1 + x0) + x1) / (x0 + -11.818467)) + (x0 / ((x1 + x1) + ((x1 + x1) + -9.227581))), -0.4800282)) + -0.14614101"
