id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sqrt(Abs((t0 * (x1 - (x1 - t1))))) * ((Abs(Log((Sqrt(Abs(t2)) / Sqrt(Abs((Abs((((t3 * (t4 - t5)) - t6) / t7)) ^ (((Abs(t8) ^ t9) - t10) - t11))))))) ^ Sin((((t12 * x1) * x0) - (t13 / t14)))) - Exp(Exp((t15 / t16))))),-80.30151509385921;62.5472186067264;29.929481783854193;15764.244948533538;-326.34050257153655;327.38092590658664;4293.115093029613;4684.1673752095185;82003.96472968969;-4297.053243016449;-33.79596924595117;-33.734159591327995;-15.892154323326638;-74.70133421378371;190.35344537836187;-1.8145352493196376;5.1169229743627094e-2,48,917600.2997037375,1499882.3728488826,0.8917589466207889,0.8886192011058769
