id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sqrt(Abs((((Sin((Exp(t0) / t1)) + ((Abs((Abs((Sqrt(Abs(x0)) + t2)) ^ (((Sin(Sqrt(Abs((x3 * t3)))) * t4) / (t5 + (Abs(t6) ^ ((x10 - x11) + t7)))) + Log(x10)))) ^ Sin(x0)) + Sin(Sqrt(Abs(((t8 + x5) - t9)))))) / t10) + Exp(t11)))) / x12),0.47901912258171564;-0.6319087159534759;624.6365173469985;2161.160788049565;-7543.490758017426;35738.44322593776;-0.1921935639199186;-5.9705666220344344e-3;0.17890061008202282;-0.2777828725671807;-1071.805213956462;23.040792156778956,50,181.28516737111002,771.3117771949047,0.8849796943684288,0.45023494848621903
