gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.00015064694,9.512924e-5,9.627213e-5,0.00019337359,0.0001933736,0.0001422771,0.00011540411,0.00011740282,0.00014923389,0.00015441494,-3008.17919921875,-3240.09912109375,-3234.074462890625,-2882.213134765625,-2882.213134765625,-2951.087646484375,-3214.20361328125,-3207.825439453125,-2873.51220703125,-2873.511962890625,6.931472,1.3862944,1.3862944,29.11218,35.96843,11.492203,3.2556248,3.2556252,16.670061,18.12856,5,2,2,14,16,8.813953,8.0,8.083333,9.547619,9.685715
2,0.00011495708,9.2479175e-5,9.288901e-5,0.00019337342,0.00019337349,0.00014206301,0.000115210925,0.00011540411,0.00014993265,0.00015656027,-3144.586181640625,-3254.35302734375,-3252.1220703125,-2882.213623046875,-2882.21337890625,-3117.151611328125,-3228.226806640625,-3223.673583984375,-2876.87841796875,-2874.20556640625,14.334076,0.0,2.0794415,32.23619,35.155594,12.364168,3.2556252,8.007919,16.694689,18.12856,8,1,3,15,16,9.887096,8.586957,8.921569,11.131147,11.4375
3,0.00010283935,8.102843e-5,9.027146e-5,0.00016977714,0.00019337334,0.00013459653,9.811767e-5,0.000115211005,0.00015147313,0.0001614203,-3200.78271484375,-3321.039306640625,-3266.542724609375,-2947.86767578125,-2882.2138671875,-3154.998046875,-3269.9736328125,-3229.90673828125,-2924.64111328125,-2876.878662109375,17.917595,6.931472,6.931472,40.864113,49.906597,13.03673,8.008145,9.172046,17.401514,25.279833,10,5,5,19,21,11.2739725,9.770492,10.047619,12.589041,13.088235
4,9.551867e-5,7.018764e-5,8.198977e-5,0.0001273312,0.00014385769,0.00013383396,7.6076445e-5,8.5507105e-5,0.00014956428,0.00015533899,-3238.0380859375,-3393.49951171875,-3315.089111328125,-3093.009765625,-3031.44384765625,-3200.503662109375,-3346.87890625,-3253.260498046875,-3064.103271484375,-2984.456787109375,17.917595,6.931472,6.931472,40.864113,52.753696,13.176681,7.5277004,9.033345,20.104324,25.279833,10,5,5,19,22,12.578313,10.875,11.176471,14.165049,14.446809
5,9.346608e-5,6.634615e-5,7.0321905e-5,0.000115803065,0.00013004438,0.00013160355,7.4871576e-5,7.838827e-5,0.00014956428,0.00015533899,-3248.99755859375,-3421.896240234375,-3392.53564453125,-3140.886962890625,-3082.37255859375,-3212.5263671875,-3375.2822265625,-3319.585693359375,-3090.00390625,-3053.18017578125,19.709354,6.931472,9.656628,50.3558,59.94738,13.456335,8.007906,9.631914,23.228775,28.350475,11,5,6,21,25,13.878505,11.977012,12.363636,15.854701,16.12931
6,9.266406e-5,5.942567e-5,6.248274e-5,0.00011507083,0.00012673742,0.00012905986,6.981792e-5,7.5428376e-5,0.00014923414,0.00015146771,-3253.34521484375,-3477.4716796875,-3452.163818359375,-3144.0869140625,-3095.367919921875,-3221.764404296875,-3403.076171875,-3387.19921875,-3111.533935546875,-3059.4111328125,27.03274,6.931472,9.656628,71.93686,80.59048,13.456335,7.573688,8.829027,28.246017,37.29579,13,5,6,28,35,15.220339,12.868687,13.378641,17.72388,18.066668
7,9.239969e-5,5.8675596e-5,6.0785176e-5,0.000114964634,0.00012603165,0.000121287456,6.58021e-5,7.0991504e-5,0.00014908201,0.00014956428,-3254.78662109375,-3483.880126953125,-3466.06005859375,-3144.552978515625,-3098.18505859375,-3224.59716796875,-3415.429443359375,-3397.7763671875,-3113.083251953125,-3073.751220703125,33.271065,8.317766,9.656628,71.93686,94.90313,15.654589,8.378116,10.375055,29.984636,37.29579,16,6,6,29,37,16.676691,14.105263,14.559322,19.138159,19.38346
8,8.8172856e-5,5.4204367e-5,5.934913e-5,0.00011494999,0.0001166349,0.00011540411,5.2349635e-5,6.753613e-5,0.00014924524,0.00016964016,-3278.409423828125,-3523.8681640625,-3478.121826171875,-3144.6171875,-3137.276123046875,-3231.90869140625,-3417.486572265625,-3410.33837890625,-3120.03173828125,-3096.122314453125,35.350506,9.656628,11.266066,79.51701,96.91136,16.127089,8.378116,10.419394,32.11312,45.148216,17,6,7,32,37,17.97436,15.147286,15.68,20.655367,21.137363
9,8.046451e-5,4.1503932e-5,5.8774953e-5,0.000103612176,0.000114957205,0.00011236823,5.029032e-5,6.534981e-5,0.00014924524,0.00018479531,-3324.562744140625,-3658.555908203125,-3483.0263671875,-3197.005859375,-3144.585693359375,-3251.16064453125,-3521.5341796875,-3414.976318359375,-3132.028076171875,-3118.056396484375,39.143948,9.704061,11.266066,86.32423,94.78175,16.329576,8.378116,10.632893,32.869213,46.94706,18,7,7,34,37,19.22619,16.172932,16.75,22.152174,22.59893
10,7.3715004e-5,4.120082e-5,5.4204367e-5,9.746147e-5,0.000114042035,0.000106935986,4.9014954e-5,5.79831e-5,0.00016401216,0.00024283062,-3368.76171875,-3662.25390625,-3523.8681640625,-3227.8798828125,-3148.617919921875,-3278.529052734375,-3558.751220703125,-3420.690185546875,-3147.974609375,-3131.43359375,41.58883,11.266066,15.567281,78.287895,89.773224,17.258408,8.378116,10.419394,31.859333,46.94706,19,7,9,32,36,20.505209,17.120806,17.741722,23.944445,24.30531
