id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,199.00000000000003,"t[0]",199.00000000000003,1,1726.1999999999996,1303.7272727272727,1595.500000000001,1303.7272727272727,2.220446049250313e-16,-1.0724575141831671e-3,-0.13721865220345086,1726.1999999999996,1303.7272727272727,1595.500000000001
1,0,(97634.24758788742 / x12),"(t[0] / x[:, 12])",97634.24758788742,3,331.0183568669776,463.61906091516136,640.4195619123046,463.61906091516136,0.8082386995325122,0.6440081584779066,0.5435305101581729,334.31419373298195,466.9148977811657,643.715398778309
2,0,((97386.11453770137 / x12) + x2),"((t[0] / x[:, 12]) + x[:, 2])",97386.11453770137,5,326.88358992590435,456.1115823685648,640.9588209952733,456.1115823685648,0.8106339995794785,0.6497728073853845,0.543146144449917,334.93077948807485,464.1587719307353,649.0060105574438
3,0,(Exp(x2) + (96736.95981177806 / x12)),"(np.exp(x[:, 2]) + (t[0] / x[:, 12]))",96736.95981177806,6,321.4865059070675,450.92146800193154,635.4167982226621,450.92146800193154,0.8137605689334564,0.6537580584823539,0.5470963115874601,332.23706272243584,461.67202481729987,646.1673550380305
4,0,(((4180.4389867076925 ^ x2) / x5) + 167.92344326041678),"((t[0] ** x[:, 2] / x[:, 5]) + t[1])",4180.4389867076925;167.92344326041678,7,477.2357586797434,366.9525149529541,781.2674824240709,366.9525149529541,0.723533913405316,0.7182339714605257,0.4431388571778849,489.7780749643398,379.4948312375505,793.8097987086672
5,0,((58592.65156415666 / x12) + ((x2 * x11) + 65.28255735414999)),"((t[0] / x[:, 12]) + ((x[:, 2] * x[:, 11]) + t[1]))",58592.65156415666;65.28255735414999,9,216.83924007178766,267.7577592146662,501.6311496845506,267.7577592146662,0.8743834781185333,0.794401080929455,0.6424542150125152,234.35243141328547,285.270950556164,519.1443410260484
6,0,(((x11 ^ x2) + (x12 * -0.2828893584169586)) + (x7 * 0.3350296168566312)),"((x[:, 11] ** x[:, 2] + (x[:, 12] * t[0])) + (x[:, 7] * t[1]))",-0.2828893584169586;0.3350296168566312,11,201.18393094627203,238.90782902795883,456.94712433729006,238.90782902795883,0.8834527106092736,0.816553620893357,0.6743034830040142,224.05778790475023,261.781685986437,479.82098129576826
7,0,(((x11 ^ x2) + (Sqrt(x12) * -12.194732630536015)) + (x7 * 0.4668284290057195)),"((x[:, 11] ** x[:, 2] + (np.sqrt(x[:, 12]) * t[0])) + (x[:, 7] * t[1]))",-12.194732630536015;0.4668284290057195,12,271.70845225339417,225.7356335567529,568.5495046566975,225.7356335567529,0.8425973512609233,0.8266679464636373,0.5947570658748801,298.0751471814288,252.10232848478753,594.9161995847321
8,0,(((x2 * x11) + (Exp(Exp(Sin(x10))) + (x12 * -0.3114971040596692))) + 339.1691083880994),"(((x[:, 2] * x[:, 11]) + (np.exp(np.exp(np.sin(x[:, 10]))) + (x[:, 12] * t[0]))) + t[1])",-0.3114971040596692;339.1691083880994,14,142.9863401952355,202.79384082530444,376.6469303660249,202.79384082530444,0.9171669909655686,0.8442838982887523,0.7315387561846333,173.74748427794256,233.5549849080115,407.40807444873195
9,0,((80742.71845750292 / x12) + ((x2 * x11) + (Exp(Sin(Sqrt(Exp(x12)))) * 12.462428700666674))),"((t[0] / x[:, 12]) + ((x[:, 2] * x[:, 11]) + (np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))) * t[1])))",80742.71845750292;12.462428700666674,15,277.79309249403593,130.9849884789583,941.1680051924282,130.9849884789583,0.8390724756725548,0.8994226269119954,0.32916715113635664,312.33186888894664,165.52376487386897,975.7067815873388
10,0,(((x2 * x11) + ((x12 * -0.2781115393964315) + Exp(Exp(Sin(Sqrt(Exp(x12))))))) + (0.31653158017803973 * (x7 + x11))),"(((x[:, 2] * x[:, 11]) + ((x[:, 12] * t[0]) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))))) + (t[1] * (x[:, 7] + x[:, 11])))",-0.2781115393964315;0.31653158017803973,20,206.33082938198527,124.56462516568826,471.80877941401985,124.56462516568826,0.8804710755520883,0.9043525298254351,0.6637105959116474,252.3825312418662,170.61632702556918,517.8604812739007
11,0,(((x2 * x11) + ((Exp(Exp(Sin(x10))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + (x12 * -0.31337722774134086))) + 334.05397734327823),"(((x[:, 2] * x[:, 11]) + ((np.exp(np.exp(np.sin(x[:, 10]))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + (x[:, 12] * t[0]))) + t[1])",-0.31337722774134086;334.05397734327823,21,131.77085101805187,109.64108556162938,426.3470898683719,109.64108556162938,0.9236642040215202,0.9158116323377216,0.6961141567464912,180.12513797092683,157.99537251450434,474.70137682124687
12,0,(((x12 * -0.30079688951349426) + ((x2 * x11) + (Exp(Exp(Sin(Sqrt(Exp(x12))))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))))) + 328.62700738675187),"(((x[:, 12] * t[0]) + ((x[:, 2] * x[:, 11]) + (np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))))) + t[1])",-0.30079688951349426;328.62700738675187,23,163.28194742367708,93.57372598055053,550.5848138445457,93.57372598055053,0.9054096006119354,0.9281490218194551,0.6075616923071252,213.81811270241013,144.1098912592836,601.1209791232787
13,0,((x7 * 0.3213238855275366) + ((x2 * x11) + ((Exp(Exp(Sin(Sqrt(Exp(x12))))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + (x12 * -0.2793757704435203)))),"((x[:, 7] * t[0]) + ((x[:, 2] * x[:, 11]) + ((np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + (x[:, 12] * t[1]))))",0.3213238855275366;-0.2793757704435203,25,237.43769454896196,77.27546346290877,532.0618325307493,77.27546346290877,0.8624506461887603,0.9406637110900232,0.6207642494017446,295.0023218738131,134.84009078775992,589.6264598556004
14,0,((x7 * 0.3395628401389859) + ((x2 * x11) + ((Exp(Exp(Sin(Sqrt(Exp(x12))))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + ((x12 + x3) * -0.2614332022367305)))),"((x[:, 7] * t[0]) + ((x[:, 2] * x[:, 11]) + ((np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + ((x[:, 12] + x[:, 3]) * t[1]))))",0.3395628401389859;-0.2614332022367305,27,220.3889964646352,68.35456509468567,529.3603430962204,68.35456509468567,0.87232707886419,0.9475136603390174,0.6226897800652837,285.1321688301912,133.09773746024166,594.1035154617764
15,0,(Exp(Exp(Sin(Sqrt(Exp(x12))))) + (((x2 * x11) + ((x2 + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + (x12 * -0.2751558656856053))) + (0.30858292908149054 * (x7 + x11)))),"(np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))) + (((x[:, 2] * x[:, 11]) + ((x[:, 2] + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + (x[:, 12] * t[0]))) + (t[1] * (x[:, 7] + x[:, 11]))))",-0.2751558656856053;0.30858292908149054,29,236.5974309809861,67.62199596354056,541.1165446456462,67.62199596354056,0.862937416880439,0.9480761666206267,0.6143103556334003,303.3723986778134,134.39696366036787,607.8915123424736
16,0,(((x2 * x11) + (((Exp(Exp(Sin(x10))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + ((x12 + x3) * -0.2586277156046022))) + 326.70890014442455),"(((x[:, 2] * x[:, 11]) + (((np.exp(np.exp(np.sin(x[:, 10]))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + ((x[:, 12] + x[:, 3]) * t[0]))) + t[1])",-0.2586277156046022;326.70890014442455,30,153.62099469526757,59.62536192785097,502.26950290381336,59.62536192785097,0.9110062595902748,0.9542164156231678,0.6419992183421049,225.55785287921867,131.56222011180208,574.2063610877644
17,0,((x2 * x11) + (((326.7089001432998 + Exp(Exp(Sin(Sqrt(Exp(x12)))))) + (Exp(Exp(Sin(x10))) + Exp(Exp(Sin(Sqrt(Exp(x12))))))) + ((x12 + x3) * -0.2586277156061677))),"((x[:, 2] * x[:, 11]) + (((t[0] + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12])))))) + (np.exp(np.exp(np.sin(x[:, 10]))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))))) + ((x[:, 12] + x[:, 3]) * t[1])))",326.7089001432998;-0.2586277156061677,30,153.6209946952676,59.62536192221297,502.26950290845554,56.437986654643254,0.9110062595902748,0.954216415627497,0.6419992183387961,225.55785287921873,131.5622201061641,574.2063610924066
18,0,(((x2 * x11) + (((Exp(Exp(Sin(Sqrt(Exp(x12))))) + Exp(x2)) + (Exp(Exp(Sin(x10))) + Exp(Exp(Sin(Sqrt(Exp(x12))))))) + ((x12 + x3) * -0.253098553061541))) + 321.50814545817656),"(((x[:, 2] * x[:, 11]) + (((np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))) + np.exp(x[:, 2])) + (np.exp(np.exp(np.sin(x[:, 10]))) + np.exp(np.exp(np.sin(np.sqrt(np.exp(x[:, 12]))))))) + ((x[:, 12] + x[:, 3]) * t[0]))) + t[1])",-0.253098553061541;321.50814545817656,33,157.99823909164667,55.22110715681529,516.3718779317618,55.22110715681529,0.9084704906200634,0.9575982411317622,0.631947520490553,237.1287830939929,134.35165115916152,595.502421934108
