gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,4490.4233,4333.5073,4351.0513,4891.543,5141.593,3481.3997,3330.0842,3362.2427,3849.0254,4116.151,33677.43,32918.03,33002.938,35618.65,36828.766,33710.863,32937.793,33020.992,35645.625,36842.51,16.125835,3.295837,3.295837,32.95837,43.944492,8.201392,5.7376223,6.4299235,14.751322,15.905878,8,3,3,16,20,5.994,5.714,5.76,6.188,6.284
2,4443.226,4195.522,4275.7246,4847.4434,4882.3726,3459.213,3273.2883,3309.413,3812.1345,3845.2158,33449.016,32250.25,32638.39,35405.23,35574.27,33460.523,32281.123,32693.148,35434.383,35605.21,16.125835,3.295837,5.5451775,34.538776,39.55004,10.387982,6.4294076,6.4318023,14.951509,18.105934,9,3,4,15,17,6.024,5.602,5.692,6.466,6.568
3,4365.004,3879.7085,4195.522,4758.905,4784.284,3382.2214,2983.2937,3146.7964,3780.6697,3797.212,33070.46,30721.871,32250.25,34976.746,35099.57,33100.83,30759.314,32281.123,34991.574,35131.83,18.714973,3.295837,6.931472,34.538776,39.55004,10.864225,6.4299173,6.5865746,15.348089,18.105934,10,3,5,15,17,6.108,5.484,5.646,6.728,6.918
4,4352.035,3756.3147,3879.7075,4597.7725,4756.645,3375.9805,2918.933,3015.3198,3623.9238,3780.648,33007.7,30124.707,30721.867,34196.945,34965.81,33036.95,30210.871,30764.498,34246.53,34986.477,19.709354,5.5451775,6.931472,38.366325,43.749115,10.847903,6.4298935,7.9341006,16.452135,21.240002,10,4,5,17,19,6.312,5.51,5.672,7.056,7.194
5,4327.543,3663.2205,3803.6152,4443.229,4701.9243,3340.078,2803.8523,2972.3262,3517.5234,3688.9236,32889.168,29674.176,30353.617,33449.03,34700.99,32936.844,29773.867,30389.434,33476.688,34918.848,20.794415,6.931472,6.931472,35.155594,47.957905,11.133778,6.431793,8.20138,23.526745,31.303701,11,5,5,16,20,6.646,5.594,5.736,7.618,7.88
6,4233.24,3328.8396,3639.721,4381.724,4443.2295,3274.6394,2635.6892,2785.8838,3416.0334,3560.793,32432.79,28055.938,29560.45,33151.38,33449.035,32460.357,28109.537,29611.396,33181.742,33468.492,24.953299,6.931472,9.704061,43.749115,64.74317,12.267865,7.566323,8.201387,26.528603,33.91052,12,5,6,20,27,7.218,5.612,5.848,8.368,8.588
7,4121.4614,3171.9976,3476.617,4365.004,4376.338,3246.9583,2557.6584,2683.1084,3396.493,3459.2065,31891.836,27296.898,28771.105,33070.46,33125.31,31943.807,27351.744,28823.64,33104.453,33147.496,25.296831,8.04719,11.266066,47.957905,62.122665,12.987208,8.196867,8.685207,25.822823,30.613457,13,5,7,21,25,7.93,6.106,6.352,9.152,9.818
8,3850.699,3033.6035,3192.5618,4349.2876,4359.6475,3092.4583,2367.7917,2536.2742,3360.1184,3446.9475,30581.48,26627.14,27396.42,32994.402,33044.54,30620.766,26661.037,27466.205,33014.72,33130.39,27.03274,11.266066,14.4849415,64.47238,74.334755,14.959783,8.196867,9.273979,30.613457,39.08919,13,7,8,27,30,8.878,6.602,7.072,10.444,11.754
9,3727.746,2997.7883,3037.6843,4261.442,4349.2876,2878.192,2235.076,2352.2832,3354.5273,3404.589,29986.45,26453.812,26646.889,32569.273,32994.402,30015.996,26508.35,26689.734,32617.518,33014.72,29.188652,12.542316,15.567281,62.345276,79.17172,16.128681,9.273979,10.502044,30.267479,45.126392,15,7,8,25,30,9.782,7.554,8.012,12.022,13.084
10,3509.0466,2673.4558,2896.2778,4104.015,4233.24,2705.072,2154.3848,2227.653,3196.7253,3342.3274,28928.05,24884.203,25962.55,31807.406,32432.79,29008.34,24944.86,26012.242,31847.088,32460.357,33.271065,13.621371,16.125835,78.533455,102.92323,18.606089,10.095213,10.767757,32.426342,43.45526,16,7,9,32,39,11.002,8.576,8.78,13.778,14.902
11,3279.378,2647.8591,2799.2356,4062.1384,4173.9976,2573.036,2117.028,2162.7327,3157.0132,3342.3274,27816.566,24760.328,25492.914,31604.742,32146.086,27943.793,24810.752,25592.379,31651.264,32275.809,39.509388,14.4849415,19.4591,100.03303,119.22131,20.536535,8.802608,10.767757,42.444454,57.457314,18,9,10,39,45,12.19,9.28,9.646,14.676,17.604
12,3193.5898,2580.895,2734.996,3902.9001,4126.282,2479.7559,2056.18,2143.2188,3093.4702,3192.9907,27401.395,24436.254,25182.027,30834.105,31915.164,27468.346,24558.537,25249.824,30880.492,31970.475,41.74727,16.125835,21.405012,102.92323,111.8208,19.996012,10.591454,11.027206,49.96656,66.18517,19,9,11,40,45,13.704,10.44,10.76,17.328,20.08
13,3112.008,2264.106,2587.909,3757.4573,3902.9001,2427.948,1862.916,2028.5557,2999.3538,3187.1575,27006.578,22903.152,24470.2,30130.234,30834.105,27109.975,23015.248,24578.258,30237.215,30880.492,52.753696,16.125835,19.4591,110.84041,128.24747,21.73316,10.715,11.027564,55.086853,73.033325,22,9,10,42,48,15.256,11.48,12.034,19.352,22.826
14,3035.6487,2037.1484,2364.736,3624.7231,3833.1138,2363.9382,1690.0719,1906.1556,2934.0847,3060.0596,26637.037,21804.79,23390.152,29487.867,30496.375,26748.584,22052.02,23539.893,29537.914,30567.762,54.930614,17.917595,24.953299,110.84041,149.71979,21.687603,10.942992,12.376551,54.29553,73.088806,23,10,12,42,54,17.202,12.714,13.422,21.836,24.986
15,2951.3584,2021.5764,2238.0999,3597.7175,3801.3582,2281.2065,1605.2515,1848.78,2790.0674,3004.5503,26229.113,21729.43,22777.297,29357.172,30342.691,26278.662,21877.232,22901.383,29397.81,30439.793,54.930614,19.4591,27.242743,127.27836,158.03755,23.483034,11.027564,13.582457,54.78086,70.18489,23,10,14,50,57,18.628,14.368,14.896,23.734,29.924
16,2837.2434,2021.5713,2165.0474,3426.2222,3597.7175,2238.1057,1605.2515,1704.3416,2782.979,2958.292,25676.854,21729.402,22423.758,28527.223,29357.172,25777.72,21877.232,22561.027,28751.822,29514.107,64.74317,25.296831,30.459911,146.23471,160.9825,26.064743,12.33171,14.209114,65.65253,75.14255,27,13,15,54,61,20.736,15.462,16.11,26.038,32.884
17,2750.1365,1912.9014,2000.8066,3313.8074,3597.7175,2164.8499,1492.881,1627.392,2694.8462,2958.292,25255.3,21203.496,21628.914,27983.188,29357.172,25353.41,21323.656,21866.13,28022.531,29397.81,69.07755,25.296831,29.11218,161.86082,200.22185,28.692795,12.974419,14.238422,77.412315,87.16475,29,13,15,60,75,22.9,16.77,17.896,29.446,35.212
18,2661.7427,1852.2183,1995.6259,3244.323,3541.7415,2060.494,1492.8856,1594.0701,2661.5686,2947.3032,24827.518,20909.818,21603.84,27646.918,29086.277,24923.777,21216.379,21686.375,27796.988,29222.273,82.07838,29.188652,35.155594,191.38853,213.93596,34.72928,13.68037,15.722253,89.99559,106.933174,33,15,17,69,77,25.32,19.344,19.928,33.594,38.594
