id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((Abs(x1) ^ t0) / (t1 + x0)) * Exp((Log(x0) * (Abs(Log(x1)) ^ t2)))) - (Abs(x1) ^ t3)),0.33984120056793665;-0.9980813492522884;-0.21346252657967227;-0.26559597090566195,20,7.956209183826258e-4,8.504258344171974e-4,0.9769236179352973,0.9141917850780859
