id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs(Sqrt(Abs((Sqrt(Abs((Abs((Sin(x0) * x1)) ^ t0))) + (Sin((x0 + t1)) - t2))))) ^ t3) * t4),0.37278724403294566;-0.9154695158774091;1.182591239835196;0.8840768905470853;0.7507106362531325,19,7.411563647214321e-4,1.9400830902416514e-2,0.9785033210580157,-0.9575495009263622
